45.404	86.995	59.144
45.378	87.079	59.216
45.715	86.951	59.219
45.637	87.403	59.009
46.019	87.305	59.176
46.019	87.305	59.176
45.878	87.245	59.335
46.055	87.409	59.355
46.055	87.409	59.355
45.834	87.311	59.413
46.097	87.007	59.031
46.023	87.337	59.079
46.023	87.337	59.079
46.111	87.611	58.674
45.821	87.089	59.032
45.698	87.124	59.088
45.668	87.098	59.375
45.668	87.098	59.375
45.631	87.405	59.405
45.684	87.181	58.868
45.684	87.181	58.868
45.653	87.232	58.909
45.777	87.271	59.125
46.18	87.402	59.108
45.991	87.165	59.018
46.264	87.059	58.761
46.695	87.227	59.179
46.275	86.779	58.845
46.569	86.919	58.841
46.48	86.713	59.16
46.577	86.932	58.546
46.366	86.608	58.546
46.499	87.066	58.911
46.455	87.291	58.908
46.357	87.245	58.964
46.397	87.343	59.137
46.535	87.367	58.845
46.535	87.367	58.845
46.248	86.924	59.239
46.178	86.894	59.187
46.194	86.973	59.123
46.658	87.41	58.885
46.658	87.41	58.885
46.081	86.986	58.925
46.081	86.986	58.925
46.511	87.252	59.068
46.214	86.944	59.196
46.208	86.919	59.145
46.297	86.908	59.25
46.297	86.908	59.25
46.521	86.871	58.934
46.228	86.924	59.125
46.228	86.924	59.125
46.237	87.073	59.138
46.222	87.084	59.097
46.763	87.391	58.788
46.763	87.391	58.788
46.517	87.079	59.228
46.644	87.221	58.855
46.763	86.83	59.316
46.763	86.83	59.316
46.525	87.14	58.529
46.552	87.107	58.51
46.552	87.107	58.51
46.748	87.159	58.417
46.637	87.392	58.969
46.954	87.315	58.853
46.856	87.22	58.795
46.825	87.488	58.717
46.825	87.488	58.717
46.852	87.393	58.729
46.933	87.006	58.996
47.128	87.429	58.374
47.128	87.429	58.374
46.781	87.453	58.721
46.781	87.453	58.721
46.654	87.318	58.757
46.694	87.135	58.755
46.893	87.016	58.986
46.874	86.859	58.704
46.874	86.859	58.704
46.784	87.112	58.968
47.194	86.558	58.899
47.194	86.558	58.899
47.036	86.656	58.809
46.677	87.006	58.923
46.764	87.24	58.833
46.646	86.858	58.876
46.646	86.858	58.876
46.881	86.97	58.696
47	87.008	59.121
47	87.008	59.121
46.767	86.749	58.78
46.767	86.958	58.573
46.767	86.958	58.573
47.063	86.697	59.088
46.97	86.839	59.227
46.97	86.839	59.227
46.908	87.122	58.73
46.944	87.199	58.832
46.889	87.048	59.063
46.72	86.502	58.576
46.72	86.502	58.576
46.691	87.015	59.072
46.691	87.015	59.072
46.762	86.557	58.852
46.762	86.557	58.852
46.88	86.904	58.737
46.88	86.904	58.737
46.763	86.746	58.688
46.594	87.295	58.957
46.594	87.295	58.957
47.075	86.843	59.042
46.605	87.075	58.702
46.901	86.889	58.543
46.934	86.887	58.618
46.717	86.736	58.528
46.717	86.736	58.528
47.361	86.753	58.93
46.449	87.459	59.226
46.838	86.876	58.796
46.838	86.876	58.796
46.72	87.223	58.892
46.581	87.045	58.804
46.581	87.045	58.804
46.638	86.699	59.094
46.368	87.072	58.912
46.713	87.364	58.905
46.705	87.492	59.005
46.303	86.902	58.425
46.492	86.861	58.527
46.458	86.739	58.709
46.458	86.739	58.709
44.5	87.312	58.888
44.017	87.293	59.086
44.327	87.162	59.173
44.327	87.162	59.173
44.6	87.11	59.225
44.294	87.245	58.995
44.294	87.245	58.995
44.477	87.023	58.766
44.124	87.182	59.111
44.203	87.269	59.078
44.203	87.269	59.078
44.053	87.467	59.143
44.446	87.128	59.018
44.127	87.293	58.625
44.127	87.293	58.625
44.064	87.293	58.969
43.92	87.118	58.899
44.046	88.237	58.938
39.685	86.643	59.093
38.634	88.073	58.959
38.637	87.831	59.376
38.637	87.831	59.376
38.698	87.583	59.018
39.013	87.9	59.025
38.902	87.665	59.213
38.822	87.93	59.518
39.099	87.571	59.114
39.099	87.571	59.114
38.73	87.115	59.39
38.73	87.115	59.39
38.602	87.678	59.242
38.588	87.599	59.488
38.588	87.599	59.488
38.757	87.22	59.56
38.8	87.203	59.597
38.8	87.203	59.597
38.615	87.418	59.437
38.504	87.273	59.449
38.504	87.273	59.449
38.645	87.283	59.399
37.913	87.331	59.035
37.913	87.331	59.035
38.142	87.343	59.105
38.162	87.391	59.184
38.361	87.771	58.614
26.855	87.459	60.417
27.041	87.314	59.685
27.041	87.314	59.685
26.563	87.591	59.786
26.563	87.591	59.786
27.05	87.191	59.777
26.964	87.408	59.668
26.964	87.408	59.668
26.869	87.348	59.21
26.869	87.348	59.21
27.059	87.359	59.652
27.347	87.236	59.587
26.723	87.296	59.977
26.723	87.296	59.977
26.805	87.444	59.47
26.545	87.519	59.748
27.043	87.245	59.568
27.043	87.245	59.568
26.454	87.331	59.899
26.454	87.331	59.899
26.543	87.299	60.017
26.636	87.427	59.943
27.075	87.507	59.492
26.772	87.437	59.581
26.772	87.437	59.581
26.835	87.41	59.923
26.835	87.41	59.923
27.14	87.123	59.921
26.608	87.594	59.418
26.608	87.594	59.418
26.721	87.626	59.079
26.931	87.498	59.52
26.931	87.498	59.52
27.061	87.264	60.109
27.061	87.264	60.109
26.717	87.751	59.693
26.717	87.751	59.693
26.702	87.543	59.275
26.564	87.649	59.424
26.564	87.649	59.424
26.741	87.557	59.476
26.609	87.65	59.9
26.609	87.65	59.9
26.783	87.503	59.577
26.684	87.081	60.045
26.684	87.081	60.045
26.994	87.102	59.735
26.848	87.206	59.523
27.095	87.552	58.51
14.726	87.118	60.11
15.174	87.166	60.265
15.56	87.739	60.309
16.559	87.899	58.569
14.813	87.419	59.761
15.352	87.629	60.451
15.352	87.629	60.451
15.428	87.478	60.286
15.807	87.378	60.192
15.682	87.389	60.578
15.682	87.389	60.578
14.719	87.215	60.332
14.719	87.215	60.332
15.411	87.573	60.692
15.415	87.303	59.925
14.905	87.309	60.084
15.087	87.447	60.196
14.821	87.301	60.663
14.821	87.301	60.663
14.836	87.532	59.563
39.747	85.74	59.073
39.911	86.188	58.943
40.007	86.045	59.058
40.01	86.214	58.876
40.01	86.214	58.876
44.072	86.526	59.734
43.977	86.551	59.609
44.539	86.543	58.972
44.525	86.903	59.023
44.525	86.903	59.023
44.494	86.97	59.606
44.494	86.97	59.606
44.355	86.799	59.163
44.355	86.799	59.163
44.582	86.75	59.216
44.935	86.711	59.044
44.702	86.737	59.315
44.901	86.575	58.861
44.887	86.695	58.777
44.887	86.695	58.777
45.253	86.768	58.662
45.253	86.768	58.662
45.114	86.813	58.502
44.99	87.013	59.137
44.99	87.013	59.137
45.078	86.91	59.04
45.365	86.952	59.056
45.423	86.898	58.925
45.141	87.016	59.237
45.141	87.016	59.237
45.545	86.954	58.748
45.545	86.954	58.748
46.155	86.618	58.856
46.059	86.657	59.224
46.492	86.82	58.915
46.304	86.982	58.887
46.462	86.645	58.869
46.462	86.645	58.869
46.183	86.774	58.951
46.179	87.155	59.124
46.179	87.155	59.124
46.436	86.654	58.984
46.417	86.697	59.149
46.541	86.917	58.815
46.504	86.966	58.858
46.639	86.568	58.873
46.208	87.014	59.131
46.341	86.935	59.063
46.868	86.68	59.211
46.774	86.946	59.093
46.458	86.915	59.417
46.458	86.915	59.417
