331.56,71.555,319.56,0.06511
58.978,81.373,346.25,0.024995
312.11,73.579,176.33,0.14482
234.84,51.116,213.01,0.047096
220.62,81.609,163.17,0.21275
356.64,98.415,121.03,0.013668
118.83,30.975,42.736,19.103
358.42,97.556,187.65,0.0040659
99.72,86.738,230.01,0.14376
265.18,94.048,70.227,0.0077334
23.168,117.79,354.38,0.66216
162.09,78.952,262.82,0.046105
267.87,59.782,106.48,0.18767
184.49,97.257,262.29,0.054621
351.02,52.79,293.98,0.33397
105.86,117.22,129.51,0.16044
266.63,64.807,167.89,0.11121
73.289,68.731,300.93,0.03465
265.77,114.24,318.12,0.018268
344.84,7.2539,240.47,0.1188
231.94,170.63,49.857,1.5227
128.56,96.965,197.63,1.2421
121.83,17.283,251.7,3.0077
46.277,149.88,245.47,0.47585
136.68,132.26,233.76,0.058943
37.938,130.7,115.29,1.1966
218.44,78.86,309.78,0.12315
350.29,145.93,302.27,1.2615
176.43,42.429,264.6,0.13637
225.69,91.876,256.56,0.22474
211.69,54.982,292.71,0.088253
176.29,109.22,223.66,0.038918
129.74,105.2,159.31,0.79482
336.35,108.72,83.562,0.024335
69.186,149.12,323.95,0.30166
77.551,88.433,121.19,0.011814
173.17,53.661,278.66,0.097843
79.453,117.05,168.69,0.1275
225.61,81.226,160.84,0.17542
3.9018,66.278,75.707,1.318
124.59,98.173,167.76,0.037086
272.81,147.94,354.68,4.2342
200.66,136.04,126.48,0.67822
216.9,139.31,126.23,0.64044
185.96,129.2,345.88,0.21258
124.4,130.78,248.19,0.13177
48.925,52.454,9.2657,0.24594
166.78,68.269,342.04,0.22352
149.85,79.834,28.313,0.026521
278.68,119.64,147.55,0.044033
20.008,123.31,87.022,0.7832
116.15,70.494,57.369,0.22496
93.556,55.501,233.2,0.066256
271.38,89.404,278.94,0.26696
111.55,116.65,193.88,0.46618
199.64,135.6,257.56,0.13624
69.275,15.26,1.304,1.8672
155.09,12.331,151.21,1.5528
325.52,10.083,138.52,0.059405
67.185,72.197,57.411,0.11102
145.19,109.05,341.81,0.29156
301.34,78.32,293.87,0.57838
344.92,127.35,61.606,0.051843
257.05,126.53,220.38,0.52791
210.93,63.999,247.64,0.78355
223.08,40.939,31.992,0.20783
66.456,48.385,80.689,0.29683
5.8085,169.24,213.18,0.43574
188.78,109.66,11.703,0.11587
175.98,117.98,320.79,0.14567
146.27,62.425,290.96,0.3707
202.25,80.527,347.01,0.32093
9.4712,121.03,255.59,0.13272
39.836,143.66,205.08,0.18456
6.8149,106.98,126.83,0.053628
334.4,128.11,32.738,0.19273
196.58,55.06,64.693,0.14727
97.057,31.961,155.44,3.5491
151.17,15.742,308.73,3.462
232.02,76.447,340.54,0.19771
70.418,103.6,128.73,0.32203
42.806,45.193,139.84,0.56214
210.71,95.624,79.401,0.23156
250.34,83.014,159.53,0.076722
70.275,138.4,99.719,0.13824
281.4,124.18,263.56,0.072773
73.367,76.991,226.9,0.0025428
75.38,103.32,60.458,0.21954
340.23,50.76,317.06,0.16679
47.259,92.794,71.906,0.22454
348.48,129.64,70.029,0.061491
257,113.64,7.7382,0.0046743
329.81,86.673,206.17,0.022391
346.71,23.451,31.259,0.14336
241.4,69.479,10.343,1.1877
10.823,71.419,8.1952,0.40391
349.08,87.831,95.331,0.02725
10.703,73.605,231.8,0.17448
333.86,16.523,190.33,0.5268
219.33,97.155,178.48,0.2744
140.71,55.722,320.57,1.3333
337.15,85.71,313.85,0.0054679
141.6,93.081,148.46,0.15356
51.405,147.96,198.52,0.045867
237.54,111.23,346.4,0.050851
197.69,66.436,308.78,0.017195
199.75,23.476,291.51,0.21278
258.46,50.313,285.42,0.49308
337.13,59.004,304.68,0.052967
133.8,94.192,25.155,0.46165
292.15,85.073,107.27,0.043329
18.386,28.369,323.21,0.50372
33.538,80.245,340.67,0.14534
153.06,111.21,34.521,0.053716
208.57,32.079,194.23,0.26081
292.27,44.107,77.235,0.3629
40.72,83.431,335.51,0.40933
36.947,56.385,324.61,0.091695
72.181,99.219,71.454,0.20857
286.08,124.67,200.39,1.1042
75.216,36.316,333.51,6.8778
288.14,89.801,338.66,0.0086798
180.01,94.28,210.04,0.075038
187.02,51.097,186,0.1515
93.552,119.3,124.53,0.040137
353.21,32.449,88.815,1.3926
117.08,80.507,106.38,0.20606
336.84,142.23,185.77,4.8884
310.06,45.871,8.1628,0.041378
90.082,44.829,58.325,0.89891
312.85,16.791,176.59,0.14801
112.8,42.577,178.79,4.8296
37.146,119.77,1.7158,0.4493
244.97,106.5,70.713,0.34335
21.752,116.99,145.9,0.12149
333.47,83.515,140.01,0.29187
34.323,56.56,245.06,0.26609
22.016,65.24,356.48,1.3484
52.13,34.919,226.19,1.994
227.13,146.06,13.152,1.263
293.74,147.04,316.2,11.974
87.888,97.979,104.87,0.030325
55.102,119.31,186.95,0.43055
242.39,112.3,46.29,0.17218
324.86,36.893,17.03,0.041939
105.62,143.83,27.73,0.83115
174.92,87.865,272.86,0.018657
131.72,42.694,53.485,4.3696
191.34,83.82,156.69,0.047498
73.457,146.73,331.77,0.20887
68.461,126.11,193.04,0.82052
202.81,59.859,324.22,0.038433
159.83,78.202,161.5,0.0055964
152.75,18.258,100.4,1.0608
92.681,143.7,59.9,0.051283
248.52,107.08,212.07,0.040542
90.991,92.157,158.22,0.0085687
305.14,79.075,51.704,0.63595
78.433,79.258,149.3,0.0017717
351.91,31.253,15.775,0.042008
318.13,136.03,63.122,5.1817
346.24,150.34,56.278,2.4588
146.64,147.61,21.564,0.87653
217.68,112.12,115.68,0.15372
329.08,136.84,301.45,6.2928
300.3,45.723,9.05,0.061524
156.49,133.67,91.337,0.29183
6.4968,49.757,210.07,0.23074
175.31,47.946,310.44,0.12479
119.39,88.387,150.72,0.069144
89.965,28.114,75.858,6.2605
189.73,116.14,288.08,1.4829
179.55,70.71,71.462,0.0090279
282.37,91.492,195.98,0.013976
271.9,144.69,346.92,4.7773
233.89,42.187,153.68,0.043957
247.58,8.8935,188.93,0.20617
148.76,118.7,191.79,0.20762
130.41,52.723,331.81,4.0855
93.536,128,86.352,0.6004
30.279,161.56,43.848,0.26051
245.61,110.7,275.75,0.088692
136.92,65.408,155.39,0.37951
280.76,112.5,327.22,0.039216
282.39,15.719,142.81,0.079853
143.29,130.33,267.64,0.187
38.552,63.677,0.10864,0.16145
0.9384,125.18,344.4,0.049529
253.24,3.8022,186.82,0.35554
358.78,73.051,23.077,0.031288
332.77,96.119,48.486,0.15397
171.83,160.55,253.7,0.085195
336.77,143.79,347.8,6.4131
310.48,88.325,49.52,0.50398
104.27,86.431,45.415,0.021926
9.5916,46.784,247.7,0.32288
155.78,81.928,352.39,0.19248
161.63,142.6,147.08,1.1081
120.35,31.709,292.18,12.994
110.71,141.87,321.22,0.012061
351.82,78.544,171.29,0.034188
134.65,155.16,221.75,0.016669
217.18,78.315,167.17,0.15826
264.02,149.49,155.07,9.0276
239.48,62.597,8.7394,1.1014
265.5,106.29,198.14,0.009785
51.107,56.132,274.28,1.3291
54.149,150.32,172.36,0.19836
161.47,118.61,165.31,0.041864
262.1,65.834,129.43,0.12342
89.049,37.011,85.69,7.2625
183.72,174.07,333.39,0.75094
73.798,91.497,317.94,0.028785
181.65,134.99,299.49,1.4898
35.225,149.93,27.197,0.5314
209.93,74.378,158.85,0.15381
333.63,52.291,193.24,0.076314
162.78,77.889,231.82,0.090531
157.88,77.251,213.49,0.80257
159.95,55.66,334.16,0.1672
73.447,132.68,39.128,0.11503
67.682,132.24,114.64,0.47762
37.511,130.75,169.84,0.20271
295.58,143.55,309.44,13.506
52.057,104.41,127.16,0.52017
353.99,124.68,147.68,0.087811
303.91,133.98,21.196,15.658
44.581,78.297,334.64,0.35218
228.73,71.992,294.88,0.29573
