   6.1381765e-01  -1.5403664e+00
   7.6777240e-01   5.0160562e-01
   2.3700037e+00   9.4194596e-01
   1.4769066e+00   1.3018834e-01
   2.2297405e+00  -2.4528702e+00
   7.6630116e-01  -2.7437842e+00
   1.1138316e+00  -2.0081836e-01
   1.8203218e+00  -1.9456205e+00
   1.6603440e+00  -1.6343775e+00
   2.2307364e+00   1.9367865e-01
   6.5957836e-01   1.7038074e+00
   2.0038961e+00   3.0255640e+00
   2.1259492e+00   1.0020849e+00
   1.7559422e+00  -2.6073388e+00
   2.2005355e+00  -1.7965398e+00
   2.3963658e+00  -1.7768482e-01
   1.6135181e+00  -5.1360984e-01
   1.0884779e+00   1.8530205e+00
   9.7364081e-01  -2.4071513e+00
   2.7574032e+00   1.9139203e+00
   3.0898510e+00   1.5771205e+00
   8.5163157e-01  -2.6720030e+00
   1.3199260e+00  -3.0935203e+00
   3.3996648e-01   2.1389606e+00
   1.5070813e+00  -1.2532950e+00
   6.0796793e-01  -2.3535524e+00
   4.6944854e-01   1.0698834e+00
   9.9714810e-01   9.1203673e-01
   2.8443833e+00   4.1470569e-01
   1.0150926e+00   2.5875005e-02
   1.1579277e+00   5.3471150e-01
   1.7381232e+00   1.5526903e-01
   2.1555738e+00   1.1634687e+00
   1.1301047e+00  -2.7603772e-01
   2.3213110e+00   1.3252089e+00
   2.8590116e+00  -4.1368968e-01
   1.6662503e+00  -8.0222038e-01
   1.9709653e+00  -2.3181856e+00
   1.1651187e+00  -2.1943675e+00
   2.4463441e+00   2.7851543e+00
   4.0094431e-01   1.7286827e+00
   2.5269308e+00   2.8697504e+00
   6.8564205e-01   3.1290009e+00
   2.4379217e+00   1.0736544e+00
   2.1885252e+00   3.0632777e+00
   2.1682956e+00  -6.2465461e-01
   1.5541791e+00   2.0263404e+00
   2.0757705e+00   3.0276801e-01
   1.6861990e+00   1.0607618e+00
   2.3935082e+00   1.9187738e+00
   1.5228360e+00  -2.4192458e+00
   1.2719382e+00   2.5780113e+00
   1.2404628e+00  -2.2750266e+00
   2.7243048e+00  -3.0422075e+00
   2.7164912e+00  -2.0263876e+00
   2.0665652e+00   2.6664118e+00
   2.8259193e+00   2.1871448e+00
   2.1030473e+00   2.2101915e-01
   1.4525318e+00  -1.9786804e-02
   7.1217872e-01  -1.7963542e+00
   8.5362340e-01  -2.1812191e+00
   1.4040821e+00  -4.5768643e-01
   2.2940656e+00   2.6661057e-01
   1.2462490e+00  -2.7930232e+00
   1.9753643e+00  -2.4374684e+00
   1.1810864e+00  -9.6177244e-01
   3.3639465e-01   2.9404060e+00
   2.0591784e+00  -2.5938524e+00
   1.6810504e+00   1.1339432e+00
   1.2430175e+00   5.6215081e-01
   9.3446384e-01   9.6515399e-01
   1.8820673e-01   1.6287171e+00
   1.4926373e+00  -6.9223091e-01
   3.8279693e-01   8.7644380e-01
   1.2262401e+00   3.0016351e+00
   2.3745744e+00  -1.5322545e+00
   6.2783417e-01  -1.9693027e+00
   1.1761852e+00  -2.7527348e+00
   1.2982838e+00   2.7670604e+00
   2.5576154e+00  -1.5043412e-01
   1.1349788e+00  -1.2393716e+00
   2.5207408e+00  -9.3390428e-01
   2.9165651e+00  -2.6239195e+00
   1.6957922e+00  -9.6896765e-01
   1.8373187e+00   6.5850517e-01
   1.2774115e+00   1.3111757e+00
   1.4092483e+00   1.6288287e+00
   1.5143121e+00  -2.0704180e+00
   2.0974440e+00  -1.3375298e-01
   1.5852307e+00   1.3033921e+00
   1.8889389e+00  -4.2479835e-01
   7.7756414e-01   2.3038766e+00
   2.7891351e+00   1.5809135e+00
   1.6502280e+00  -2.0743377e-01
   8.3230620e-01   1.9466753e+00
   1.3228835e+00   6.0207525e-01
   1.3860726e+00  -3.4861025e-01
   1.1132346e+00   2.7565615e+00
   1.3759303e+00  -1.3501694e+00
   9.5730484e-01   1.5493615e+00
   1.9112934e+00   8.6837559e-01
   2.1698841e+00  -1.0510763e+00
   1.7004080e+00   9.4686257e-02
   1.0443179e+00  -2.3546711e+00
   1.2988036e+00   2.2965819e+00
   1.3908216e+00   4.6505271e-01
   4.4699075e-01  -2.5335108e+00
   1.0977499e-01  -2.1866381e+00
   1.7234454e+00  -6.6910256e-01
   2.2235434e+00   1.6732730e+00
   1.6760701e+00  -2.7059173e+00
   2.3689299e+00  -8.5576283e-01
   1.0466241e+00  -2.9273176e+00
   6.6376873e-01  -1.8688075e+00
   1.4506456e+00  -8.3347333e-01
   1.0577011e+00  -4.9040970e-02
   2.5884419e+00   2.0596523e+00
   9.8340503e-01   2.3999279e+00
   1.9315288e+00  -1.7059786e+00
   1.6225369e+00  -1.5711238e+00
   1.2233940e+00   2.3653395e+00
   1.5242299e+00   2.8904442e+00
   1.8557014e+00   1.7588675e+00
   3.2361912e-01   2.0158884e-01
   1.1538551e+00   2.0270349e+00
   1.9788411e+00   1.3318449e+00
   2.2971844e+00   8.1240598e-01
   1.6890684e+00  -1.2974916e+00
   1.5927772e+00   5.5585379e-01
   2.0564353e+00   4.7090878e-01
   1.7238796e+00  -1.6932585e-01
   2.4427898e+00  -1.0315482e+00
   1.3217233e+00   4.5576295e-01
   2.3594342e+00  -1.3157644e+00
   1.4584712e+00  -1.3109491e+00
   7.7327262e-01  -1.3687897e-01
   8.2912853e-01  -2.5849385e+00
   7.2889804e-01   2.5074190e+00
   1.7962226e+00  -2.2343192e+00
   1.9664739e+00   1.6373493e+00
   1.7262648e+00  -2.1679451e+00
   1.5787689e+00   2.2563995e+00
   2.1757192e+00  -1.1862428e+00
   1.6346164e+00  -2.5224136e+00
   1.0661537e+00  -6.9800401e-01
   2.6857668e+00   3.1038365e+00
   1.8348012e+00  -5.2492520e-01
   2.6197913e+00  -2.3311863e-01
   2.2645992e+00  -1.8772792e+00
   8.4946229e-01   3.0777054e+00
   2.1066055e+00   2.7921045e+00
   7.6568756e-01   2.6545351e+00
   1.5305727e+00  -1.9862544e+00
   1.1914132e+00  -1.7674104e+00
   1.9849528e+00  -2.5951625e+00
   1.8269183e+00  -1.7573911e+00
   1.7608363e+00  -5.4308309e-01
   1.5511478e+00   1.1828747e-01
   8.8028510e-01   1.7615318e+00
   9.0516103e-01   2.1522837e+00
   1.1199278e+00   1.8542783e-01
   1.7696076e+00  -7.4115151e-01
   1.2411347e+00   2.7978341e+00
   9.3339840e-01  -2.6297390e+00
   7.0947019e-01   6.2267202e-01
   1.6368061e+00   1.9008926e+00
   1.0929374e+00  -2.5848933e+00
   2.6919120e+00  -2.5591617e-01
   2.0997495e+00   3.8213625e-01
   2.2932515e+00   9.1430411e-01
   1.7586837e+00   1.5818214e+00
   8.8109388e-01   1.0138689e-01
   1.8619270e+00   1.3186242e+00
   1.7024785e+00   2.7939005e+00
   8.0449366e-01  -1.5336722e+00
   9.9873524e-01   1.8453271e+00
   1.2132315e+00   2.7186927e+00
   1.9308634e+00   2.8498783e+00
   1.4880732e+00  -9.9203185e-01
   5.4100435e-01   9.6091564e-01
   1.0841330e+00  -1.1686490e+00
   1.4601511e+00  -1.7671452e+00
   6.1309576e-01  -2.1839911e-01
   2.2022633e+00  -3.3238815e-01
   2.7523320e+00   8.6644336e-01
   2.9700230e+00   1.9127143e+00
   5.0253578e-01   3.0241124e+00
   1.4552548e+00  -5.3055479e-01
   2.8738085e+00  -5.4577879e-02
   1.1685838e+00  -3.4684273e-01
   2.1192055e+00   2.1533041e+00
   1.9232350e+00  -1.5745175e+00
   1.3640261e+00  -8.1164258e-02
   2.3293314e+00   1.9541031e+00
   2.1520100e+00   2.9797958e-01
   1.2283626e+00   1.9625382e-01
   1.9144741e+00   2.6532081e+00
   2.9330758e-01   7.3385753e-01
   1.5532707e+00  -2.5279930e+00
   9.1602766e-01   2.7070129e+00
   1.1481801e+00   6.6656107e-01
   1.6035706e-01   2.1983388e+00
   2.2273867e+00  -6.8722784e-01
   2.2644140e+00  -2.7846836e+00
   4.9627675e-01  -2.7561837e+00
   1.9334648e+00  -1.3035002e+00
   1.6341224e+00  -1.4810683e+00
   6.8367337e-01   2.4311953e-01
   1.6521530e+00   2.4863059e+00
   2.6941724e+00   2.4533263e-01
   1.0954261e+00   9.3626384e-01
   2.5791214e+00  -1.2183401e+00
   1.7526938e+00  -9.2877809e-01
   8.4000157e-01  -1.6166866e-01
   5.1522502e-01  -1.4840096e+00
   1.8200932e+00   2.0698908e+00
   2.2316082e+00  -2.3634502e+00
   1.6972297e+00   3.6376956e-01
   1.5711234e+00   5.1740588e-02
   2.3062407e+00  -2.6645822e+00
   2.8862533e+00  -2.9562319e+00
   1.7512009e+00   2.8518528e+00
   1.2539617e+00  -1.6378537e+00
   1.9854045e+00  -2.6832608e+00
   1.3517981e+00   2.7229453e+00
   1.0307803e+00   2.2558806e+00
   1.2994494e+00   1.2278620e-01
   5.5624256e-01   3.0999534e+00
   6.6305082e-01   2.2808373e+00
   2.2777397e-01   7.4135246e-01
   1.2341436e+00   9.4610900e-01
   5.1515430e-01  -2.6175928e+00
   1.3920384e+00   8.0507256e-01
   1.3126241e+00  -1.1619254e-01
   8.0661270e-01  -1.4383932e+00
   2.2472410e+00  -1.0476827e+00
   2.1371312e+00  -2.0574323e+00
   2.2146891e+00   2.8325709e-01
   1.6322003e+00   2.7451263e+00
   2.1597668e+00   1.8731173e-01
   2.2563735e+00   3.1312928e+00
