phi1    Phi     phi2    volume
-150.00000 7.50000 60.00000 2.05609
-150.00000 7.50000 65.00000 2.05609
-150.00000 7.50000 70.00000 2.05609
-150.00000 7.50000 75.00000 2.05609
-150.00000 7.50000 80.00000 2.05609
-150.00000 7.50000 85.00000 2.05609
-150.00000 7.50000 90.00000 2.05609
-150.00000 7.50000 95.00000 2.05609
-150.00000 7.50000 100.00000 2.05609
-150.00000 7.50000 105.00000 2.05609
-150.00000 7.50000 110.00000 2.05614
-150.00000 7.50000 115.00000 2.05679
-150.00000 7.50000 120.00000 2.06311
-150.00000 7.50000 125.00000 2.11639
-150.00000 7.50000 130.00000 2.30715
-150.00000 7.50000 135.00000 2.87287
-150.00000 7.50000 140.00000 3.97828
-150.00000 7.50000 145.00000 5.27639
-150.00000 7.50000 150.00000 5.88563
-150.00000 7.50000 155.00000 5.28808
-150.00000 7.50000 160.00000 3.99390
-150.00000 7.50000 165.00000 2.88602
-150.00000 7.50000 170.00000 2.31690
-150.00000 7.50000 175.00000 2.12405
-150.00000 7.50000 180.00000 2.07754
-150.00000 7.50000 -175.00000 2.06722
-150.00000 7.50000 -170.00000 2.05614
-150.00000 7.50000 -165.00000 2.05609
-150.00000 7.50000 -160.00000 2.05609
-150.00000 7.50000 -155.00000 2.05609
-150.00000 7.50000 -150.00000 2.05609
-150.00000 7.50000 -145.00000 2.05609
-150.00000 7.50000 -140.00000 2.05609
-150.00000 7.50000 -135.00000 2.05609
-150.00000 7.50000 -130.00000 2.05609
-150.00000 7.50000 -125.00000 2.05609
-110.00000 7.50000 20.00000 2.05609
-110.00000 7.50000 25.00000 2.05609
-110.00000 7.50000 30.00000 2.05609
-110.00000 7.50000 35.00000 2.05609
-110.00000 7.50000 40.00000 2.05609
-110.00000 7.50000 45.00000 2.05609
-110.00000 7.50000 50.00000 2.05609
-110.00000 7.50000 55.00000 2.05609
-110.00000 7.50000 60.00000 2.05609
-110.00000 7.50000 65.00000 2.05609
-110.00000 7.50000 70.00000 2.05614
-110.00000 7.50000 75.00000 2.05681
-110.00000 7.50000 80.00000 2.06326
-110.00000 7.50000 85.00000 2.10576
-110.00000 7.50000 90.00000 2.30568
-110.00000 7.50000 95.00000 2.87720
-110.00000 7.50000 100.00000 3.99191
-110.00000 7.50000 105.00000 5.29497
-110.00000 7.50000 110.00000 5.89725
-110.00000 7.50000 115.00000 5.28530
-110.00000 7.50000 120.00000 3.98085
-110.00000 7.50000 125.00000 2.87106
-110.00000 7.50000 130.00000 2.30434
-110.00000 7.50000 135.00000 2.10500
-110.00000 7.50000 140.00000 2.06313
-110.00000 7.50000 145.00000 2.05679
-110.00000 7.50000 150.00000 2.05614
-110.00000 7.50000 155.00000 2.05609
-110.00000 7.50000 160.00000 2.05609
-110.00000 7.50000 165.00000 2.05609
-110.00000 7.50000 170.00000 2.05609
-110.00000 7.50000 175.00000 2.05609
-110.00000 7.50000 -180.00000 2.05609
-110.00000 7.50000 -175.00000 2.05609
-110.00000 7.50000 -170.00000 2.05609
-110.00000 7.50000 -165.00000 2.05609
-70.00000 7.50000 -20.00000 2.05609
-70.00000 7.50000 -15.00000 2.05609
-70.00000 7.50000 -10.00000 2.05609
-70.00000 7.50000 -5.00000 2.05609
-70.00000 7.50000 0.00000 2.05609
-70.00000 7.50000 5.00000 2.05609
-70.00000 7.50000 10.00000 2.05609
-70.00000 7.50000 15.00000 2.05609
-70.00000 7.50000 20.00000 2.05609
-70.00000 7.50000 25.00000 2.05609
-70.00000 7.50000 30.00000 2.05614
-70.00000 7.50000 35.00000 2.05679
-70.00000 7.50000 40.00000 2.06313
-70.00000 7.50000 45.00000 2.10500
-70.00000 7.50000 50.00000 2.30434
-70.00000 7.50000 55.00000 2.88244
-70.00000 7.50000 60.00000 3.99615
-70.00000 7.50000 65.00000 5.30292
-70.00000 7.50000 70.00000 5.91466
-70.00000 7.50000 75.00000 5.30972
-70.00000 7.50000 80.00000 4.00262
-70.00000 7.50000 85.00000 2.87720
-70.00000 7.50000 90.00000 2.30568
-70.00000 7.50000 95.00000 2.10576
-70.00000 7.50000 100.00000 2.06326
-70.00000 7.50000 105.00000 2.05681
-70.00000 7.50000 110.00000 2.05614
-70.00000 7.50000 115.00000 2.05609
-70.00000 7.50000 120.00000 2.05609
-70.00000 7.50000 125.00000 2.05609
-70.00000 7.50000 130.00000 2.05609
-70.00000 7.50000 135.00000 2.05609
-70.00000 7.50000 140.00000 2.05609
-70.00000 7.50000 145.00000 2.05609
-70.00000 7.50000 150.00000 2.05609
-70.00000 7.50000 155.00000 2.05609
-30.00000 7.50000 -60.00000 2.05609
-30.00000 7.50000 -55.00000 2.05609
-30.00000 7.50000 -50.00000 2.05609
-30.00000 7.50000 -45.00000 2.05609
-30.00000 7.50000 -40.00000 2.05609
-30.00000 7.50000 -35.00000 2.05609
-30.00000 7.50000 -30.00000 2.05609
-30.00000 7.50000 -25.00000 2.05609
-30.00000 7.50000 -20.00000 2.05609
-30.00000 7.50000 -15.00000 2.05609
-30.00000 7.50000 -10.00000 2.05614
-30.00000 7.50000 -5.00000 2.06722
-30.00000 7.50000 0.00000 2.07754
-30.00000 7.50000 5.00000 2.13391
-30.00000 7.50000 10.00000 2.33581
-30.00000 7.50000 15.00000 2.91702
-30.00000 7.50000 20.00000 4.03738
-30.00000 7.50000 25.00000 5.34033
-30.00000 7.50000 30.00000 5.93948
-30.00000 7.50000 35.00000 5.32398
-30.00000 7.50000 40.00000 4.01433
-30.00000 7.50000 45.00000 2.89625
-30.00000 7.50000 50.00000 2.32012
-30.00000 7.50000 55.00000 2.11639
-30.00000 7.50000 60.00000 2.06311
-30.00000 7.50000 65.00000 2.05679
-30.00000 7.50000 70.00000 2.05614
-30.00000 7.50000 75.00000 2.05609
-30.00000 7.50000 80.00000 2.05609
-30.00000 7.50000 85.00000 2.05609
-30.00000 7.50000 90.00000 2.05609
-30.00000 7.50000 95.00000 2.05609
-30.00000 7.50000 100.00000 2.05609
-30.00000 7.50000 105.00000 2.05609
-30.00000 7.50000 110.00000 2.05609
-30.00000 7.50000 115.00000 2.05609
10.00000 7.50000 -100.00000 2.05609
10.00000 7.50000 -95.00000 2.05609
10.00000 7.50000 -90.00000 2.05609
10.00000 7.50000 -85.00000 2.05609
10.00000 7.50000 -80.00000 2.05609
10.00000 7.50000 -75.00000 2.05609
10.00000 7.50000 -70.00000 2.05609
10.00000 7.50000 -65.00000 2.05609
10.00000 7.50000 -60.00000 2.05609
10.00000 7.50000 -55.00000 2.06705
10.00000 7.50000 -50.00000 2.07301
10.00000 7.50000 -45.00000 2.08125
10.00000 7.50000 -40.00000 2.09660
10.00000 7.50000 -35.00000 2.14844
10.00000 7.50000 -30.00000 2.36562
10.00000 7.50000 -25.00000 2.95595
10.00000 7.50000 -20.00000 4.09267
10.00000 7.50000 -15.00000 5.41915
10.00000 7.50000 -10.00000 6.03728
10.00000 7.50000 -5.00000 5.42129
10.00000 7.50000 0.00000 4.09165
10.00000 7.50000 5.00000 2.94817
10.00000 7.50000 10.00000 2.35233
10.00000 7.50000 15.00000 2.14226
10.00000 7.50000 20.00000 2.08103
10.00000 7.50000 25.00000 2.06843
10.00000 7.50000 30.00000 2.05614
10.00000 7.50000 35.00000 2.05609
10.00000 7.50000 40.00000 2.05609
10.00000 7.50000 45.00000 2.05609
10.00000 7.50000 50.00000 2.05609
10.00000 7.50000 55.00000 2.05609
10.00000 7.50000 60.00000 2.05609
10.00000 7.50000 65.00000 2.05609
10.00000 7.50000 70.00000 2.05609
10.00000 7.50000 75.00000 2.05609
50.00000 7.50000 -140.00000 2.05609
50.00000 7.50000 -135.00000 2.05609
50.00000 7.50000 -130.00000 2.05609
50.00000 7.50000 -125.00000 2.05609
50.00000 7.50000 -120.00000 2.05609
50.00000 7.50000 -115.00000 2.05609
50.00000 7.50000 -110.00000 2.05609
50.00000 7.50000 -105.00000 2.05609
50.00000 7.50000 -100.00000 2.06715
50.00000 7.50000 -95.00000 2.07463
50.00000 7.50000 -90.00000 2.08529
50.00000 7.50000 -85.00000 2.09994
50.00000 7.50000 -80.00000 2.12331
50.00000 7.50000 -75.00000 2.18424
50.00000 7.50000 -70.00000 2.39084
50.00000 7.50000 -65.00000 2.98351
50.00000 7.50000 -60.00000 4.10373
50.00000 7.50000 -55.00000 5.40589
50.00000 7.50000 -50.00000 6.00801
50.00000 7.50000 -45.00000 5.39822
50.00000 7.50000 -40.00000 4.09082
50.00000 7.50000 -35.00000 2.96745
50.00000 7.50000 -30.00000 2.37990
50.00000 7.50000 -25.00000 2.16157
50.00000 7.50000 -20.00000 2.10333
50.00000 7.50000 -15.00000 2.08365
50.00000 7.50000 -10.00000 2.07301
50.00000 7.50000 -5.00000 2.06604
50.00000 7.50000 0.00000 2.05609
50.00000 7.50000 5.00000 2.05609
50.00000 7.50000 10.00000 2.05609
50.00000 7.50000 15.00000 2.05609
50.00000 7.50000 20.00000 2.05609
50.00000 7.50000 25.00000 2.05609
50.00000 7.50000 30.00000 2.05609
50.00000 7.50000 35.00000 2.05609
101.25000 12.50000 168.75000 1.27727
101.25000 12.50000 173.75000 1.27727
101.25000 12.50000 178.75000 1.27727
101.25000 12.50000 -176.25000 1.27727
101.25000 12.50000 -171.25000 1.27727
101.25000 12.50000 -166.25000 1.27727
101.25000 12.50000 -161.25000 1.27727
101.25000 12.50000 -156.25000 1.27727
101.25000 12.50000 -151.25000 1.29332
101.25000 12.50000 -146.25000 1.30577
101.25000 12.50000 -141.25000 1.32471
101.25000 12.50000 -136.25000 1.35185
101.25000 12.50000 -131.25000 1.39149
101.25000 12.50000 -126.25000 1.46563
101.25000 12.50000 -121.25000 1.65685
101.25000 12.50000 -116.25000 2.14142
101.25000 12.50000 -111.25000 3.04831
101.25000 12.50000 -106.25000 4.10741
101.25000 12.50000 -101.25000 4.61976
101.25000 12.50000 -96.25000 4.15958
101.25000 12.50000 -91.25000 3.11700
101.25000 12.50000 -86.25000 2.19744
101.25000 12.50000 -81.25000 1.69641
101.25000 12.50000 -76.25000 1.49549
101.25000 12.50000 -71.25000 1.41576
101.25000 12.50000 -66.25000 1.37125
101.25000 12.50000 -61.25000 1.33927
101.25000 12.50000 -56.25000 1.31592
101.25000 12.50000 -51.25000 1.29989
101.25000 12.50000 -46.25000 1.28966
101.25000 12.50000 -41.25000 1.27727
101.25000 12.50000 -36.25000 1.27727
101.25000 12.50000 -31.25000 1.27727
101.25000 12.50000 -26.25000 1.27727
101.25000 12.50000 -21.25000 1.27727
101.25000 12.50000 -16.25000 1.27727
123.75000 12.50000 146.25000 1.27727
123.75000 12.50000 151.25000 1.27727
123.75000 12.50000 156.25000 1.27727
123.75000 12.50000 161.25000 1.27727
123.75000 12.50000 166.25000 1.27727
123.75000 12.50000 171.25000 1.27727
123.75000 12.50000 176.25000 1.27727
123.75000 12.50000 -178.75000 1.27727
123.75000 12.50000 -173.75000 1.27727
123.75000 12.50000 -168.75000 1.29335
123.75000 12.50000 -163.75000 1.30502
123.75000 12.50000 -158.75000 1.32258
123.75000 12.50000 -153.75000 1.35043
123.75000 12.50000 -148.75000 1.40970
123.75000 12.50000 -143.75000 1.57696
123.75000 12.50000 -138.75000 2.01257
123.75000 12.50000 -133.75000 2.83179
123.75000 12.50000 -128.75000 3.78973
123.75000 12.50000 -123.75000 4.25783
123.75000 12.50000 -118.75000 3.85252
123.75000 12.50000 -113.75000 2.92103
123.75000 12.50000 -108.75000 2.09669
123.75000 12.50000 -103.75000 1.64832
123.75000 12.50000 -98.75000 1.47108
123.75000 12.50000 -93.75000 1.40292
123.75000 12.50000 -88.75000 1.36517
123.75000 12.50000 -83.75000 1.33720
123.75000 12.50000 -78.75000 1.31592
123.75000 12.50000 -73.75000 1.30070
123.75000 12.50000 -68.75000 1.29058
123.75000 12.50000 -63.75000 1.27727
123.75000 12.50000 -58.75000 1.27727
123.75000 12.50000 -53.75000 1.27727
123.75000 12.50000 -48.75000 1.27727
123.75000 12.50000 -43.75000 1.27727
123.75000 12.50000 -38.75000 1.27727
146.25000 12.50000 123.75000 1.27727
146.25000 12.50000 128.75000 1.27727
146.25000 12.50000 133.75000 1.27727
146.25000 12.50000 138.75000 1.27727
146.25000 12.50000 143.75000 1.27727
146.25000 12.50000 148.75000 1.27727
146.25000 12.50000 153.75000 1.27727
146.25000 12.50000 158.75000 1.27727
146.25000 12.50000 163.75000 1.27727
146.25000 12.50000 168.75000 1.27728
146.25000 12.50000 173.75000 1.29059
146.25000 12.50000 178.75000 1.29991
146.25000 12.50000 -176.25000 1.31735
146.25000 12.50000 -171.25000 1.36601
146.25000 12.50000 -166.25000 1.52760
146.25000 12.50000 -161.25000 1.96716
146.25000 12.50000 -156.25000 2.79165
146.25000 12.50000 -151.25000 3.73289
146.25000 12.50000 -146.25000 4.15638
146.25000 12.50000 -141.25000 3.71215
146.25000 12.50000 -136.25000 2.78012
146.25000 12.50000 -131.25000 1.98515
146.25000 12.50000 -126.25000 1.56930
146.25000 12.50000 -121.25000 1.41579
146.25000 12.50000 -116.25000 1.36415
146.25000 12.50000 -111.25000 1.33883
146.25000 12.50000 -106.25000 1.32028
146.25000 12.50000 -101.25000 1.30577
146.25000 12.50000 -96.25000 1.29503
146.25000 12.50000 -91.25000 1.28766
146.25000 12.50000 -86.25000 1.27727
146.25000 12.50000 -81.25000 1.27727
146.25000 12.50000 -76.25000 1.27727
146.25000 12.50000 -71.25000 1.27727
146.25000 12.50000 -66.25000 1.27727
146.25000 12.50000 -61.25000 1.27727
168.75000 12.50000 101.25000 1.27727
168.75000 12.50000 106.25000 1.27727
168.75000 12.50000 111.25000 1.27727
168.75000 12.50000 116.25000 1.27727
168.75000 12.50000 121.25000 1.27727
168.75000 12.50000 126.25000 1.27727
168.75000 12.50000 131.25000 1.27727
168.75000 12.50000 136.25000 1.27727
168.75000 12.50000 141.25000 1.27727
168.75000 12.50000 146.25000 1.27728
168.75000 12.50000 151.25000 1.27731
168.75000 12.50000 156.25000 1.27787
168.75000 12.50000 161.25000 1.29870
168.75000 12.50000 166.25000 1.34118
168.75000 12.50000 171.25000 1.50466
168.75000 12.50000 176.25000 1.97267
168.75000 12.50000 -178.75000 2.86838
168.75000 12.50000 -173.75000 3.90004
168.75000 12.50000 -168.75000 4.36412
168.75000 12.50000 -163.75000 3.86994
168.75000 12.50000 -158.75000 2.84049
168.75000 12.50000 -153.75000 1.97028
168.75000 12.50000 -148.75000 1.52451
168.75000 12.50000 -143.75000 1.36978
168.75000 12.50000 -138.75000 1.32670
168.75000 12.50000 -133.75000 1.31118
168.75000 12.50000 -128.75000 1.30117
168.75000 12.50000 -123.75000 1.29335
168.75000 12.50000 -118.75000 1.28746
168.75000 12.50000 -113.75000 1.27727
168.75000 12.50000 -108.75000 1.27727
168.75000 12.50000 -103.75000 1.27727
168.75000 12.50000 -98.75000 1.27727
168.75000 12.50000 -93.75000 1.27727
168.75000 12.50000 -88.75000 1.27727
168.75000 12.50000 -83.75000 1.27727
-168.75000 12.50000 78.75000 1.27727
-168.75000 12.50000 83.75000 1.27727
-168.75000 12.50000 88.75000 1.27727
-168.75000 12.50000 93.75000 1.27727
-168.75000 12.50000 98.75000 1.27727
-168.75000 12.50000 103.75000 1.27727
-168.75000 12.50000 108.75000 1.27727
-168.75000 12.50000 113.75000 1.27727
-168.75000 12.50000 118.75000 1.27727
-168.75000 12.50000 123.75000 1.27727
-168.75000 12.50000 128.75000 1.27731
-168.75000 12.50000 133.75000 1.27781
-168.75000 12.50000 138.75000 1.28269
-168.75000 12.50000 143.75000 1.32533
-168.75000 12.50000 148.75000 1.47458
-168.75000 12.50000 153.75000 1.91781
-168.75000 12.50000 158.75000 2.78910
-168.75000 12.50000 163.75000 3.82329
-168.75000 12.50000 168.75000 4.32523
-168.75000 12.50000 173.75000 3.87078
-168.75000 12.50000 178.75000 2.84918
-168.75000 12.50000 -176.25000 1.96262
-168.75000 12.50000 -171.25000 1.50189
-168.75000 12.50000 -166.25000 1.34336
-168.75000 12.50000 -161.25000 1.30356
-168.75000 12.50000 -156.25000 1.29332
-168.75000 12.50000 -151.25000 1.28839
-168.75000 12.50000 -146.25000 1.27728
-168.75000 12.50000 -141.25000 1.27727
-168.75000 12.50000 -136.25000 1.27727
-168.75000 12.50000 -131.25000 1.27727
-168.75000 12.50000 -126.25000 1.27727
-168.75000 12.50000 -121.25000 1.27727
-168.75000 12.50000 -116.25000 1.27727
-168.75000 12.50000 -111.25000 1.27727
-168.75000 12.50000 -106.25000 1.27727
-146.25000 12.50000 56.25000 1.27727
-146.25000 12.50000 61.25000 1.27727
-146.25000 12.50000 66.25000 1.27727
-146.25000 12.50000 71.25000 1.27727
-146.25000 12.50000 76.25000 1.27727
-146.25000 12.50000 81.25000 1.27727
-146.25000 12.50000 86.25000 1.27727
-146.25000 12.50000 91.25000 1.27727
-146.25000 12.50000 96.25000 1.27727
-146.25000 12.50000 101.25000 1.27727
-146.25000 12.50000 106.25000 1.27731
-146.25000 12.50000 111.25000 1.27779
-146.25000 12.50000 116.25000 1.28238
-146.25000 12.50000 121.25000 1.31236
-146.25000 12.50000 126.25000 1.44568
-146.25000 12.50000 131.25000 1.84540
-146.25000 12.50000 136.25000 2.64249
-146.25000 12.50000 141.25000 3.57474
-146.25000 12.50000 146.25000 4.02684
-146.25000 12.50000 151.25000 3.61765
-146.25000 12.50000 156.25000 2.69502
-146.25000 12.50000 161.25000 1.89090
-146.25000 12.50000 166.25000 1.47107
-146.25000 12.50000 171.25000 1.32676
-146.25000 12.50000 176.25000 1.28291
-146.25000 12.50000 -178.75000 1.27785
-146.25000 12.50000 -173.75000 1.27731
-146.25000 12.50000 -168.75000 1.27728
-146.25000 12.50000 -163.75000 1.27727
-146.25000 12.50000 -158.75000 1.27727
-146.25000 12.50000 -153.75000 1.27727
-146.25000 12.50000 -148.75000 1.27727
-146.25000 12.50000 -143.75000 1.27727
-146.25000 12.50000 -138.75000 1.27727
-146.25000 12.50000 -133.75000 1.27727
-146.25000 12.50000 -128.75000 1.27727
-123.75000 12.50000 33.75000 1.27727
-123.75000 12.50000 38.75000 1.27727
-123.75000 12.50000 43.75000 1.27727
-123.75000 12.50000 48.75000 1.27727
-123.75000 12.50000 53.75000 1.27727
-123.75000 12.50000 58.75000 1.27727
-123.75000 12.50000 63.75000 1.27727
-123.75000 12.50000 68.75000 1.27727
-123.75000 12.50000 73.75000 1.27727
-123.75000 12.50000 78.75000 1.27728
-123.75000 12.50000 83.75000 1.27731
-123.75000 12.50000 88.75000 1.27785
-123.75000 12.50000 93.75000 1.28291
-123.75000 12.50000 98.75000 1.31544
-123.75000 12.50000 103.75000 1.45762
-123.75000 12.50000 108.75000 1.87579
-123.75000 12.50000 113.75000 2.67895
-123.75000 12.50000 118.75000 3.60147
