phi1    Phi     phi2    volume
-24.54545 17.50000 -35.45455 0.77349
-24.54545 17.50000 -30.45455 0.77349
-24.54545 17.50000 -25.45455 0.77349
-24.54545 17.50000 -20.45455 0.77349
-24.54545 17.50000 -15.45455 0.77353
-24.54545 17.50000 -10.45455 0.78890
-24.54545 17.50000 -5.45455 0.81634
-24.54545 17.50000 -0.45455 0.89932
-24.54545 17.50000 4.54545 1.08748
-24.54545 17.50000 9.54545 1.50716
-24.54545 17.50000 14.54545 2.19860
-24.54545 17.50000 19.54545 2.90420
-24.54545 17.50000 24.54545 3.13962
-24.54545 17.50000 29.54545 2.70231
-24.54545 17.50000 34.54545 1.92332
-24.54545 17.50000 39.54545 1.29075
-24.54545 17.50000 44.54545 0.95667
-24.54545 17.50000 49.54545 0.82916
-24.54545 17.50000 54.54545 0.78949
-24.54545 17.50000 59.54545 0.77381
-24.54545 17.50000 64.54545 0.77351
-24.54545 17.50000 69.54545 0.77349
-24.54545 17.50000 74.54545 0.77349
-24.54545 17.50000 79.54545 0.77349
-24.54545 17.50000 84.54545 0.77349
-24.54545 17.50000 89.54545 0.77349
-24.54545 17.50000 94.54545 0.77349
-24.54545 17.50000 99.54545 0.77349
-24.54545 17.50000 104.54545 0.77349
-24.54545 17.50000 109.54545 0.77349
-8.18182 17.50000 -81.81818 0.77349
-8.18182 17.50000 -76.81818 0.77349
-8.18182 17.50000 -71.81818 0.77349
-8.18182 17.50000 -66.81818 0.77349
-8.18182 17.50000 -61.81818 0.77349
-8.18182 17.50000 -56.81818 0.77349
-8.18182 17.50000 -51.81818 0.77349
-8.18182 17.50000 -46.81818 0.77349
-8.18182 17.50000 -41.81818 0.77349
-8.18182 17.50000 -36.81818 0.77349
-8.18182 17.50000 -31.81818 0.78602
-8.18182 17.50000 -26.81818 0.80523
-8.18182 17.50000 -21.81818 0.83901
-8.18182 17.50000 -16.81818 0.92402
-8.18182 17.50000 -11.81818 1.14526
-8.18182 17.50000 -6.81818 1.65247
-8.18182 17.50000 -1.81818 2.51768
-8.18182 17.50000 3.18182 3.44656
-8.18182 17.50000 8.18182 3.82014
-8.18182 17.50000 13.18182 3.32721
-8.18182 17.50000 18.18182 2.35937
-8.18182 17.50000 23.18182 1.52564
-8.18182 17.50000 28.18182 1.06484
-8.18182 17.50000 33.18182 0.86872
-8.18182 17.50000 38.18182 0.80463
-8.18182 17.50000 43.18182 0.77390
-8.18182 17.50000 48.18182 0.77351
-8.18182 17.50000 53.18182 0.77349
-8.18182 17.50000 58.18182 0.77349
-8.18182 17.50000 63.18182 0.77349
-8.18182 17.50000 68.18182 0.77349
-8.18182 17.50000 73.18182 0.77349
-8.18182 17.50000 78.18182 0.77349
-8.18182 17.50000 83.18182 0.77349
-8.18182 17.50000 88.18182 0.77349
-8.18182 17.50000 93.18182 0.77349
8.18182 17.50000 -98.18182 0.77349
8.18182 17.50000 -93.18182 0.77349
8.18182 17.50000 -88.18182 0.77349
8.18182 17.50000 -83.18182 0.77349
8.18182 17.50000 -78.18182 0.77349
8.18182 17.50000 -73.18182 0.77349
8.18182 17.50000 -68.18182 0.77349
8.18182 17.50000 -63.18182 0.77349
8.18182 17.50000 -58.18182 0.78606
8.18182 17.50000 -53.18182 0.79255
8.18182 17.50000 -48.18182 0.80074
8.18182 17.50000 -43.18182 0.81056
8.18182 17.50000 -38.18182 0.85125
8.18182 17.50000 -33.18182 0.92473
8.18182 17.50000 -28.18182 1.11792
8.18182 17.50000 -23.18182 1.57947
8.18182 17.50000 -18.18182 2.40995
8.18182 17.50000 -13.18182 3.37081
8.18182 17.50000 -8.18182 3.85394
8.18182 17.50000 -3.18182 3.46918
8.18182 17.50000 1.81818 2.52929
8.18182 17.50000 6.81818 1.65464
8.18182 17.50000 11.81818 1.14045
8.18182 17.50000 16.81818 0.91502
8.18182 17.50000 21.81818 0.82835
8.18182 17.50000 26.81818 0.78847
8.18182 17.50000 31.81818 0.77352
8.18182 17.50000 36.81818 0.77349
8.18182 17.50000 41.81818 0.77349
8.18182 17.50000 46.81818 0.77349
8.18182 17.50000 51.81818 0.77349
8.18182 17.50000 56.81818 0.77349
8.18182 17.50000 61.81818 0.77349
8.18182 17.50000 66.81818 0.77349
8.18182 17.50000 71.81818 0.77349
8.18182 17.50000 76.81818 0.77349
24.54545 17.50000 -114.54545 0.77349
24.54545 17.50000 -109.54545 0.77349
24.54545 17.50000 -104.54545 0.77349
24.54545 17.50000 -99.54545 0.77349
24.54545 17.50000 -94.54545 0.77349
24.54545 17.50000 -89.54545 0.77349
24.54545 17.50000 -84.54545 0.77349
24.54545 17.50000 -79.54545 0.78781
24.54545 17.50000 -74.54545 0.79694
24.54545 17.50000 -69.54545 0.80956
24.54545 17.50000 -64.54545 0.82573
24.54545 17.50000 -59.54545 0.84507
24.54545 17.50000 -54.54545 0.88128
24.54545 17.50000 -49.54545 0.94087
24.54545 17.50000 -44.54545 1.08520
24.54545 17.50000 -39.54545 1.43067
24.54545 17.50000 -34.54545 2.06747
24.54545 17.50000 -29.54545 2.83222
24.54545 17.50000 -24.54545 3.25701
24.54545 17.50000 -19.54545 3.00396
24.54545 17.50000 -14.54545 2.27813
24.54545 17.50000 -9.54545 1.56642
24.54545 17.50000 -4.54545 1.12850
24.54545 17.50000 0.45455 0.92548
24.54545 17.50000 5.45455 0.84068
24.54545 17.50000 10.45455 0.80384
24.54545 17.50000 15.45455 0.77353
24.54545 17.50000 20.45455 0.77349
24.54545 17.50000 25.45455 0.77349
24.54545 17.50000 30.45455 0.77349
24.54545 17.50000 35.45455 0.77349
24.54545 17.50000 40.45455 0.77349
24.54545 17.50000 45.45455 0.77349
24.54545 17.50000 50.45455 0.77349
24.54545 17.50000 55.45455 0.77349
24.54545 17.50000 60.45455 0.77349
40.90909 17.50000 -130.90909 0.77349
40.90909 17.50000 -125.90909 0.77349
40.90909 17.50000 -120.90909 0.77349
40.90909 17.50000 -115.90909 0.77349
40.90909 17.50000 -110.90909 0.77349
40.90909 17.50000 -105.90909 0.77349
40.90909 17.50000 -100.90909 0.78558
40.90909 17.50000 -95.90909 0.79512
40.90909 17.50000 -90.90909 0.80974
40.90909 17.50000 -85.90909 0.83053
40.90909 17.50000 -80.90909 0.85792
40.90909 17.50000 -75.90909 0.89154
40.90909 17.50000 -70.90909 0.93174
40.90909 17.50000 -65.90909 1.00040
40.90909 17.50000 -60.90909 1.13191
40.90909 17.50000 -55.90909 1.42361
40.90909 17.50000 -50.90909 1.93624
40.90909 17.50000 -45.90909 2.51952
40.90909 17.50000 -40.90909 2.80406
40.90909 17.50000 -35.90909 2.55871
40.90909 17.50000 -30.90909 1.97360
40.90909 17.50000 -25.90909 1.42268
40.90909 17.50000 -20.90909 1.08736
40.90909 17.50000 -15.90909 0.92773
40.90909 17.50000 -10.90909 0.85453
40.90909 17.50000 -5.90909 0.81718
40.90909 17.50000 -0.90909 0.79303
40.90909 17.50000 4.09091 0.78426
40.90909 17.50000 9.09091 0.77349
40.90909 17.50000 14.09091 0.77349
40.90909 17.50000 19.09091 0.77349
40.90909 17.50000 24.09091 0.77349
40.90909 17.50000 29.09091 0.77349
40.90909 17.50000 34.09091 0.77349
40.90909 17.50000 39.09091 0.77349
40.90909 17.50000 44.09091 0.77349
57.27273 17.50000 -147.27273 0.77349
57.27273 17.50000 -142.27273 0.77349
57.27273 17.50000 -137.27273 0.77349
57.27273 17.50000 -132.27273 0.77349
57.27273 17.50000 -127.27273 0.77349
57.27273 17.50000 -122.27273 0.77349
57.27273 17.50000 -117.27273 0.78766
57.27273 17.50000 -112.27273 0.79966
57.27273 17.50000 -107.27273 0.81871
57.27273 17.50000 -102.27273 0.84678
57.27273 17.50000 -97.27273 0.88513
57.27273 17.50000 -92.27273 0.93400
57.27273 17.50000 -87.27273 0.99440
57.27273 17.50000 -82.27273 1.07909
57.27273 17.50000 -77.27273 1.23963
57.27273 17.50000 -72.27273 1.59386
57.27273 17.50000 -67.27273 2.16851
57.27273 17.50000 -62.27273 2.76923
57.27273 17.50000 -57.27273 2.98824
57.27273 17.50000 -52.27273 2.63825
57.27273 17.50000 -47.27273 1.98866
57.27273 17.50000 -42.27273 1.43212
57.27273 17.50000 -37.27273 1.11357
57.27273 17.50000 -32.27273 0.96368
57.27273 17.50000 -27.27273 0.88890
57.27273 17.50000 -22.27273 0.83937
57.27273 17.50000 -17.27273 0.81335
57.27273 17.50000 -12.27273 0.79618
57.27273 17.50000 -7.27273 0.78557
57.27273 17.50000 -2.27273 0.77349
57.27273 17.50000 2.72727 0.77349
57.27273 17.50000 7.72727 0.77349
57.27273 17.50000 12.72727 0.77349
57.27273 17.50000 17.72727 0.77349
57.27273 17.50000 22.72727 0.77349
57.27273 17.50000 27.72727 0.77349
73.63636 17.50000 -163.63636 0.77349
73.63636 17.50000 -158.63636 0.77349
73.63636 17.50000 -153.63636 0.77349
73.63636 17.50000 -148.63636 0.77349
73.63636 17.50000 -143.63636 0.77349
73.63636 17.50000 -138.63636 0.77349
73.63636 17.50000 -133.63636 0.78657
73.63636 17.50000 -128.63636 0.79858
73.63636 17.50000 -123.63636 0.81843
73.63636 17.50000 -118.63636 0.84887
73.63636 17.50000 -113.63636 0.89223
73.63636 17.50000 -108.63636 0.94987
73.63636 17.50000 -103.63636 1.02424
73.63636 17.50000 -98.63636 1.13223
73.63636 17.50000 -93.63636 1.34023
73.63636 17.50000 -88.63636 1.78096
73.63636 17.50000 -83.63636 2.52233
73.63636 17.50000 -78.63636 3.31691
73.63636 17.50000 -73.63636 3.60775
73.63636 17.50000 -68.63636 3.15418
73.63636 17.50000 -63.63636 2.31664
73.63636 17.50000 -58.63636 1.61213
73.63636 17.50000 -53.63636 1.21996
73.63636 17.50000 -48.63636 1.03256
73.63636 17.50000 -43.63636 0.94304
73.63636 17.50000 -38.63636 0.88483
73.63636 17.50000 -33.63636 0.84331
73.63636 17.50000 -28.63636 0.81468
73.63636 17.50000 -23.63636 0.79624
73.63636 17.50000 -18.63636 0.78523
73.63636 17.50000 -13.63636 0.77349
73.63636 17.50000 -8.63636 0.77349
73.63636 17.50000 -3.63636 0.77349
73.63636 17.50000 1.36364 0.77349
73.63636 17.50000 6.36364 0.77349
73.63636 17.50000 11.36364 0.77349
96.42857 22.50000 173.57143 0.56751
96.42857 22.50000 178.57143 0.56751
96.42857 22.50000 -176.42857 0.56751
96.42857 22.50000 -171.42857 0.56751
96.42857 22.50000 -166.42857 0.56751
96.42857 22.50000 -161.42857 0.56751
96.42857 22.50000 -156.42857 0.58030
96.42857 22.50000 -151.42857 0.59360
96.42857 22.50000 -146.42857 0.61708
96.42857 22.50000 -141.42857 0.65551
96.42857 22.50000 -136.42857 0.71389
96.42857 22.50000 -131.42857 0.79643
96.42857 22.50000 -126.42857 0.90688
96.42857 22.50000 -121.42857 1.05758
96.42857 22.50000 -116.42857 1.29968
96.42857 22.50000 -111.42857 1.75207
96.42857 22.50000 -106.42857 2.51000
96.42857 22.50000 -101.42857 3.38430
96.42857 22.50000 -96.42857 3.84663
96.42857 22.50000 -91.42857 3.53580
96.42857 22.50000 -86.42857 2.71089
96.42857 22.50000 -81.42857 1.91799
96.42857 22.50000 -76.42857 1.41866
96.42857 22.50000 -71.42857 1.14833
96.42857 22.50000 -66.42857 0.98086
96.42857 22.50000 -61.42857 0.85562
96.42857 22.50000 -56.42857 0.75833
96.42857 22.50000 -51.42857 0.68649
96.42857 22.50000 -46.42857 0.63713
96.42857 22.50000 -41.42857 0.60563
96.42857 22.50000 -36.42857 0.58699
96.42857 22.50000 -31.42857 0.56751
96.42857 22.50000 -26.42857 0.56751
96.42857 22.50000 -21.42857 0.56751
96.42857 22.50000 -16.42857 0.56751
96.42857 22.50000 -11.42857 0.56751
109.28571 22.50000 160.71429 0.56751
109.28571 22.50000 165.71429 0.56751
109.28571 22.50000 170.71429 0.56751
109.28571 22.50000 175.71429 0.56751
109.28571 22.50000 -179.28571 0.56751
109.28571 22.50000 -174.28571 0.56751
109.28571 22.50000 -169.28571 0.56751
109.28571 22.50000 -164.28571 0.58271
109.28571 22.50000 -159.28571 0.59757
109.28571 22.50000 -154.28571 0.62294
109.28571 22.50000 -149.28571 0.66316
109.28571 22.50000 -144.28571 0.72247
109.28571 22.50000 -139.28571 0.80494
109.28571 22.50000 -134.28571 0.91959
109.28571 22.50000 -129.28571 1.09976
109.28571 22.50000 -124.28571 1.42681
109.28571 22.50000 -119.28571 1.98108
109.28571 22.50000 -114.28571 2.66135
109.28571 22.50000 -109.28571 3.09864
109.28571 22.50000 -104.28571 2.97448
109.28571 22.50000 -99.28571 2.40717
109.28571 22.50000 -94.28571 1.79638
109.28571 22.50000 -89.28571 1.38221
109.28571 22.50000 -84.28571 1.14548
109.28571 22.50000 -79.28571 0.99279
109.28571 22.50000 -74.28571 0.87393
109.28571 22.50000 -69.28571 0.77751
109.28571 22.50000 -64.28571 0.70315
109.28571 22.50000 -59.28571 0.64982
109.28571 22.50000 -54.28571 0.61433
109.28571 22.50000 -49.28571 0.59240
109.28571 22.50000 -44.28571 0.57984
109.28571 22.50000 -39.28571 0.56751
109.28571 22.50000 -34.28571 0.56751
109.28571 22.50000 -29.28571 0.56751
109.28571 22.50000 -24.28571 0.56751
122.14286 22.50000 147.85714 0.56751
122.14286 22.50000 152.85714 0.56751
122.14286 22.50000 157.85714 0.56751
122.14286 22.50000 162.85714 0.56751
122.14286 22.50000 167.85714 0.56751
122.14286 22.50000 172.85714 0.56751
122.14286 22.50000 177.85714 0.56751
122.14286 22.50000 -177.14286 0.56751
122.14286 22.50000 -172.14286 0.58330
122.14286 22.50000 -167.14286 0.59773
122.14286 22.50000 -162.14286 0.62155
122.14286 22.50000 -157.14286 0.65815
122.14286 22.50000 -152.14286 0.71139
122.14286 22.50000 -147.14286 0.78893
122.14286 22.50000 -142.14286 0.91364
122.14286 22.50000 -137.14286 1.13541
122.14286 22.50000 -132.14286 1.49898
122.14286 22.50000 -127.14286 1.93933
122.14286 22.50000 -122.14286 2.23440
122.14286 22.50000 -117.14286 2.18802
122.14286 22.50000 -112.14286 1.85885
122.14286 22.50000 -107.14286 1.48309
122.14286 22.50000 -102.14286 1.21459
122.14286 22.50000 -97.14286 1.05060
122.14286 22.50000 -92.14286 0.93665
122.14286 22.50000 -87.14286 0.84233
122.14286 22.50000 -82.14286 0.76201
122.14286 22.50000 -77.14286 0.69734
122.14286 22.50000 -72.14286 0.64901
122.14286 22.50000 -67.14286 0.61552
122.14286 22.50000 -62.14286 0.59399
122.14286 22.50000 -57.14286 0.58114
122.14286 22.50000 -52.14286 0.56751
122.14286 22.50000 -47.14286 0.56751
122.14286 22.50000 -42.14286 0.56751
122.14286 22.50000 -37.14286 0.56751
135.00000 22.50000 135.00000 0.56751
135.00000 22.50000 140.00000 0.56751
135.00000 22.50000 145.00000 0.56751
135.00000 22.50000 150.00000 0.56751
135.00000 22.50000 155.00000 0.56751
135.00000 22.50000 160.00000 0.56751
135.00000 22.50000 165.00000 0.56751
135.00000 22.50000 170.00000 0.56751
135.00000 22.50000 175.00000 0.56751
135.00000 22.50000 -180.00000 0.58209
135.00000 22.50000 -175.00000 0.59447
135.00000 22.50000 -170.00000 0.61435
135.00000 22.50000 -165.00000 0.64540
135.00000 22.50000 -160.00000 0.69708
135.00000 22.50000 -155.00000 0.79490
135.00000 22.50000 -150.00000 0.98226
135.00000 22.50000 -145.00000 1.27713
135.00000 22.50000 -140.00000 1.59448
135.00000 22.50000 -135.00000 1.75980
135.00000 22.50000 -130.00000 1.67354
135.00000 22.50000 -125.00000 1.42370
135.00000 22.50000 -120.00000 1.17593
135.00000 22.50000 -115.00000 1.01101
135.00000 22.50000 -110.00000 0.91172
135.00000 22.50000 -105.00000 0.83954
135.00000 22.50000 -100.00000 0.77614
135.00000 22.50000 -95.00000 0.71950
135.00000 22.50000 -90.00000 0.67199
135.00000 22.50000 -85.00000 0.63511
135.00000 22.50000 -80.00000 0.60859
135.00000 22.50000 -75.00000 0.59091
135.00000 22.50000 -70.00000 0.57997
135.00000 22.50000 -65.00000 0.56751
135.00000 22.50000 -60.00000 0.56751
135.00000 22.50000 -55.00000 0.56751
135.00000 22.50000 -50.00000 0.56751
147.85714 22.50000 122.14286 0.56751
147.85714 22.50000 127.14286 0.56751
147.85714 22.50000 132.14286 0.56751
147.85714 22.50000 137.14286 0.56751
147.85714 22.50000 142.14286 0.56751
147.85714 22.50000 147.14286 0.56751
147.85714 22.50000 152.14286 0.56751
147.85714 22.50000 157.14286 0.56751
147.85714 22.50000 162.14286 0.56751
147.85714 22.50000 167.14286 0.56751
147.85714 22.50000 172.14286 0.57973
147.85714 22.50000 177.14286 0.58963
147.85714 22.50000 -177.85714 0.60760
147.85714 22.50000 -172.85714 0.64814
147.85714 22.50000 -167.85714 0.75251
147.85714 22.50000 -162.85714 0.98573
147.85714 22.50000 -157.85714 1.35825
147.85714 22.50000 -152.85714 1.71874
147.85714 22.50000 -147.85714 1.82744
147.85714 22.50000 -142.85714 1.61658
147.85714 22.50000 -137.85714 1.26988
147.85714 22.50000 -132.85714 0.99653
147.85714 22.50000 -127.85714 0.85108
147.85714 22.50000 -122.85714 0.78265
147.85714 22.50000 -117.85714 0.74002
147.85714 22.50000 -112.85714 0.70289
147.85714 22.50000 -107.85714 0.66855
147.85714 22.50000 -102.85714 0.63871
147.85714 22.50000 -97.85714 0.61476
147.85714 22.50000 -92.85714 0.59699
147.85714 22.50000 -87.85714 0.58477
147.85714 22.50000 -82.85714 0.56751
147.85714 22.50000 -77.85714 0.56751
147.85714 22.50000 -72.85714 0.56751
147.85714 22.50000 -67.85714 0.56751
147.85714 22.50000 -62.85714 0.56751
160.71429 22.50000 109.28571 0.56751
160.71429 22.50000 114.28571 0.56751
160.71429 22.50000 119.28571 0.56751
160.71429 22.50000 124.28571 0.56751
160.71429 22.50000 129.28571 0.56751
160.71429 22.50000 134.28571 0.56751
160.71429 22.50000 139.28571 0.56751
160.71429 22.50000 144.28571 0.56751
160.71429 22.50000 149.28571 0.56751
160.71429 22.50000 154.28571 0.56751
160.71429 22.50000 159.28571 0.56755
160.71429 22.50000 164.28571 0.56811
160.71429 22.50000 169.28571 0.58887
160.71429 22.50000 174.28571 0.62688
160.71429 22.50000 179.28571 0.75440
160.71429 22.50000 -175.71429 1.07952
160.71429 22.50000 -170.71429 1.63508
160.71429 22.50000 -165.71429 2.19042
160.71429 22.50000 -160.71429 2.34855
160.71429 22.50000 -155.71429 1.98625
160.71429 22.50000 -150.71429 1.41069
160.71429 22.50000 -145.71429 0.97581
160.71429 22.50000 -140.71429 0.76759
160.71429 22.50000 -135.71429 0.69331
160.71429 22.50000 -130.71429 0.66399
160.71429 22.50000 -125.71429 0.64381
160.71429 22.50000 -120.71429 0.62547
160.71429 22.50000 -115.71429 0.60913
160.71429 22.50000 -110.71429 0.59568
160.71429 22.50000 -105.71429 0.58544
160.71429 22.50000 -100.71429 0.57823
160.71429 22.50000 -95.71429 0.56751
160.71429 22.50000 -90.71429 0.56751
160.71429 22.50000 -85.71429 0.56751
160.71429 22.50000 -80.71429 0.56751
160.71429 22.50000 -75.71429 0.56751
173.57143 22.50000 96.42857 0.56751
173.57143 22.50000 101.42857 0.56751
173.57143 22.50000 106.42857 0.56751
173.57143 22.50000 111.42857 0.56751
173.57143 22.50000 116.42857 0.56751
173.57143 22.50000 121.42857 0.56751
173.57143 22.50000 126.42857 0.56751
173.57143 22.50000 131.42857 0.56751
173.57143 22.50000 136.42857 0.56751
173.57143 22.50000 141.42857 0.56751
173.57143 22.50000 146.42857 0.56755
173.57143 22.50000 151.42857 0.56803
173.57143 22.50000 156.42857 0.57261
173.57143 22.50000 161.42857 0.61276
173.57143 22.50000 166.42857 0.74446
173.57143 22.50000 171.42857 1.11648
173.57143 22.50000 176.42857 1.81056
173.57143 22.50000 -178.57143 2.57992
173.57143 22.50000 -173.57143 2.88739
173.57143 22.50000 -168.57143 2.47467
173.57143 22.50000 -163.57143 1.69531
173.57143 22.50000 -158.57143 1.06350
173.57143 22.50000 -153.57143 0.75117
173.57143 22.50000 -148.57143 0.64644
173.57143 22.50000 -143.57143 0.61754
173.57143 22.50000 -138.57143 0.60581
173.57143 22.50000 -133.57143 0.59679
173.57143 22.50000 -128.57143 0.58879
173.57143 22.50000 -123.57143 0.58210
173.57143 22.50000 -118.57143 0.56751
173.57143 22.50000 -113.57143 0.56751
173.57143 22.50000 -108.57143 0.56751
173.57143 22.50000 -103.57143 0.56751
173.57143 22.50000 -98.57143 0.56751
173.57143 22.50000 -93.57143 0.56751
173.57143 22.50000 -88.57143 0.56751
-173.57143 22.50000 83.57143 0.56751
-173.57143 22.50000 88.57143 0.56751
-173.57143 22.50000 93.57143 0.56751
-173.57143 22.50000 98.57143 0.56751
-173.57143 22.50000 103.57143 0.56751
-173.57143 22.50000 108.57143 0.56751
-173.57143 22.50000 113.57143 0.56751
-173.57143 22.50000 118.57143 0.56751
-173.57143 22.50000 123.57143 0.56751
-173.57143 22.50000 128.57143 0.56751
-173.57143 22.50000 133.57143 0.56753
-173.57143 22.50000 138.57143 0.56785
-173.57143 22.50000 143.57143 0.57100
-173.57143 22.50000 148.57143 0.59250
-173.57143 22.50000 153.57143 0.69204
-173.57143 22.50000 158.57143 1.01252
-173.57143 22.50000 163.57143 1.64910
-173.57143 22.50000 168.57143 2.43663
-173.57143 22.50000 173.57143 2.85984
-173.57143 22.50000 178.57143 2.56376
-173.57143 22.50000 -176.42857 1.80517
-173.57143 22.50000 -171.42857 1.12001
-173.57143 22.50000 -166.42857 0.75429
-173.57143 22.50000 -161.42857 0.62606
-173.57143 22.50000 -156.42857 0.59366
-173.57143 22.50000 -151.42857 0.58529
-173.57143 22.50000 -146.42857 0.58090
-173.57143 22.50000 -141.42857 0.56751
-173.57143 22.50000 -136.42857 0.56751
-173.57143 22.50000 -131.42857 0.56751
-173.57143 22.50000 -126.42857 0.56751
-173.57143 22.50000 -121.42857 0.56751
-173.57143 22.50000 -116.42857 0.56751
-173.57143 22.50000 -111.42857 0.56751
-173.57143 22.50000 -106.42857 0.56751
-173.57143 22.50000 -101.42857 0.56751
-160.71429 22.50000 70.71429 0.56751
-160.71429 22.50000 75.71429 0.56751
-160.71429 22.50000 80.71429 0.56751
-160.71429 22.50000 85.71429 0.56751
-160.71429 22.50000 90.71429 0.56751
-160.71429 22.50000 95.71429 0.56751
-160.71429 22.50000 100.71429 0.56751
-160.71429 22.50000 105.71429 0.56751
-160.71429 22.50000 110.71429 0.56751
-160.71429 22.50000 115.71429 0.56751
-160.71429 22.50000 120.71429 0.56752
-160.71429 22.50000 125.71429 0.56771
-160.71429 22.50000 130.71429 0.56958
-160.71429 22.50000 135.71429 0.58259
-160.71429 22.50000 140.71429 0.64478
-160.71429 22.50000 145.71429 0.84690
-160.71429 22.50000 150.71429 1.28262
-160.71429 22.50000 155.71429 1.86584
-160.71429 22.50000 160.71429 2.24143
-160.71429 22.50000 165.71429 2.11113
-160.71429 22.50000 170.71429 1.57509
-160.71429 22.50000 175.71429 1.03760
-160.71429 22.50000 -179.28571 0.72777
-160.71429 22.50000 -174.28571 0.61193
-160.71429 22.50000 -169.28571 0.57292
-160.71429 22.50000 -164.28571 0.56811
-160.71429 22.50000 -159.28571 0.56755
-160.71429 22.50000 -154.28571 0.56751
-160.71429 22.50000 -149.28571 0.56751
-160.71429 22.50000 -144.28571 0.56751
-160.71429 22.50000 -139.28571 0.56751
-160.71429 22.50000 -134.28571 0.56751
-160.71429 22.50000 -129.28571 0.56751
-160.71429 22.50000 -124.28571 0.56751
-160.71429 22.50000 -119.28571 0.56751
-160.71429 22.50000 -114.28571 0.56751
-147.85714 22.50000 57.85714 0.56751
-147.85714 22.50000 62.85714 0.56751
-147.85714 22.50000 67.85714 0.56751
-147.85714 22.50000 72.85714 0.56751
-147.85714 22.50000 77.85714 0.56751
-147.85714 22.50000 82.85714 0.56751
-147.85714 22.50000 87.85714 0.56751
-147.85714 22.50000 92.85714 0.56751
-147.85714 22.50000 97.85714 0.56751
-147.85714 22.50000 102.85714 0.56751
-147.85714 22.50000 107.85714 0.56752
-147.85714 22.50000 112.85714 0.56769
-147.85714 22.50000 117.85714 0.56919
-147.85714 22.50000 122.85714 0.57866
-147.85714 22.50000 127.85714 0.62070
-147.85714 22.50000 132.85714 0.75036
-147.85714 22.50000 137.85714 1.02094
-147.85714 22.50000 142.85714 1.37831
-147.85714 22.50000 147.85714 1.61163
-147.85714 22.50000 152.85714 1.53384
-147.85714 22.50000 157.85714 1.20849
-147.85714 22.50000 162.85714 0.87116
-147.85714 22.50000 167.85714 0.66979
-147.85714 22.50000 172.85714 0.59188
-147.85714 22.50000 177.85714 0.57159
-147.85714 22.50000 -177.14286 0.56799
-147.85714 22.50000 -172.14286 0.56755
-147.85714 22.50000 -167.14286 0.56751
-147.85714 22.50000 -162.14286 0.56751
-147.85714 22.50000 -157.14286 0.56751
-147.85714 22.50000 -152.14286 0.56751
-147.85714 22.50000 -147.14286 0.56751
-147.85714 22.50000 -142.14286 0.56751
-147.85714 22.50000 -137.14286 0.56751
-147.85714 22.50000 -132.14286 0.56751
-147.85714 22.50000 -127.14286 0.56751
-135.00000 22.50000 45.00000 0.56751
-135.00000 22.50000 50.00000 0.56751
-135.00000 22.50000 55.00000 0.56751
-135.00000 22.50000 60.00000 0.56751
-135.00000 22.50000 65.00000 0.56751
-135.00000 22.50000 70.00000 0.56751
-135.00000 22.50000 75.00000 0.56751
-135.00000 22.50000 80.00000 0.56751
-135.00000 22.50000 85.00000 0.56751
-135.00000 22.50000 90.00000 0.56751
-135.00000 22.50000 95.00000 0.56753
-135.00000 22.50000 100.00000 0.56780
-135.00000 22.50000 105.00000 0.56996
-135.00000 22.50000 110.00000 0.58219
-135.00000 22.50000 115.00000 0.63015
-135.00000 22.50000 120.00000 0.75952
-135.00000 22.50000 125.00000 0.99284
-135.00000 22.50000 130.00000 1.25161
-135.00000 22.50000 135.00000 1.36877
-135.00000 22.50000 140.00000 1.25161
-135.00000 22.50000 145.00000 0.99284
-135.00000 22.50000 150.00000 0.75952
-135.00000 22.50000 155.00000 0.63015
-135.00000 22.50000 160.00000 0.58219
-135.00000 22.50000 165.00000 0.56996
-135.00000 22.50000 170.00000 0.56780
-135.00000 22.50000 175.00000 0.56753
-135.00000 22.50000 -180.00000 0.56751
-135.00000 22.50000 -175.00000 0.56751
-135.00000 22.50000 -170.00000 0.56751
-135.00000 22.50000 -165.00000 0.56751
-135.00000 22.50000 -160.00000 0.56751
-135.00000 22.50000 -155.00000 0.56751
-135.00000 22.50000 -150.00000 0.56751
-135.00000 22.50000 -145.00000 0.56751
-135.00000 22.50000 -140.00000 0.56751
-122.14286 22.50000 32.14286 0.56751
-122.14286 22.50000 37.14286 0.56751
-122.14286 22.50000 42.14286 0.56751
-122.14286 22.50000 47.14286 0.56751
-122.14286 22.50000 52.14286 0.56751
-122.14286 22.50000 57.14286 0.56751
-122.14286 22.50000 62.14286 0.56751
-122.14286 22.50000 67.14286 0.56751
-122.14286 22.50000 72.14286 0.56751
-122.14286 22.50000 77.14286 0.56751
-122.14286 22.50000 82.14286 0.56755
-122.14286 22.50000 87.14286 0.56799
-122.14286 22.50000 92.14286 0.57159
-122.14286 22.50000 97.14286 0.59188
-122.14286 22.50000 102.14286 0.66979
-122.14286 22.50000 107.14286 0.87116
-122.14286 22.50000 112.14286 1.20849
-122.14286 22.50000 117.14286 1.53384
-122.14286 22.50000 122.14286 1.61163
-122.14286 22.50000 127.14286 1.37831
-122.14286 22.50000 132.14286 1.02094
-122.14286 22.50000 137.14286 0.75036
-122.14286 22.50000 142.14286 0.62070
-122.14286 22.50000 147.14286 0.57866
-122.14286 22.50000 152.14286 0.56919
