Phase	         x	         y	    Euler1	  Euler2	  Euler3
   4	  15180.00	   1860.00	     4.444    55.958    68.883
   2	  15180.00	   1950.00	   174.940    87.380    61.585
   2	  15180.00	   2010.00	   173.820    87.833    60.285
   2	  15180.00	   2040.00	   174.100    87.787    59.566
   2	  15180.00	   2070.00	   175.220    89.115    60.260
   2	  15180.00	   2160.00	   173.810    88.235    60.814
   4	  15180.00	   2280.00	    82.550   112.990   281.910
   4	  15180.00	   2310.00	    82.815   112.820   282.400
   4	  15180.00	   2370.00	   117.000   125.360   135.250
   1	  15180.00	   2400.00	   198.480   124.190     2.452
   2	  15180.00	   2520.00	    24.207    67.576    69.046
   2	  15180.00	   2550.00	    23.882    67.604    69.257
   2	  15180.00	   2580.00	    23.837    67.827    99.495
   1	  15180.00	   2610.00	   144.540   120.420   179.100
   1	  15180.00	   2640.00	     3.630    63.004   233.200
   1	  15180.00	   2700.00	   144.770   121.090   178.670
   1	  15180.00	   2730.00	   144.610   120.820   178.480
   1	  15180.00	   2760.00	   144.860   120.840   178.620
   1	  15180.00	   2820.00	   144.170   120.880   178.000
   4	  15180.00	   2850.00	   114.130    78.389    43.622
   2	  15180.00	   2940.00	     4.633   160.190    45.903
   2	  15180.00	   2970.00	     2.970   159.990    44.417
   2	  15180.00	   3120.00	     2.364    62.870    90.048
   3	  15180.00	   3180.00	     2.930    62.068    88.531
   1	  15180.00	   3300.00	     1.595    63.523    57.041
   1	  15180.00	   3390.00	    78.867    66.866   338.080
   2	  15180.00	   3510.00	     9.349   123.380    57.925
   2	  15180.00	   3960.00	     0.795   133.510    52.673
   2	  15180.00	   3990.00	     1.669   132.870    52.763
   4	  15210.00	   1050.00	   120.320    94.377   255.890
   1	  15210.00	   1110.00	     1.319    59.850   313.160
   4	  15210.00	   1170.00	   140.050   104.990   272.380
   4	  15210.00	   1200.00	   127.230   125.190   109.650
   4	  15210.00	   1320.00	    70.338   106.030   103.920
   1	  15210.00	   1440.00	   100.880    64.389    26.636
   4	  15210.00	   1530.00	   144.290   107.230   296.520
   4	  15210.00	   1560.00	   145.790   108.140   296.750
   4	  15210.00	   1590.00	   178.110    61.499   319.310
   4	  15210.00	   1650.00	   177.960    61.468   319.640
   3	  15210.00	   1680.00	   165.460   124.910   357.490
   1	  15210.00	   1770.00	     4.847    54.790    66.711
   2	  15210.00	   1800.00	   172.350    86.189    59.593
   2	  15210.00	   1830.00	   172.940    85.812    59.547
   2	  15210.00	   1980.00	   173.190    87.996    60.177
   2	  15210.00	   2010.00	   173.400    88.128    59.733
