    phi1        Phi       phi2      phase         ci         iq sem_signal          x          y    grainId
 236.212     39.781    346.938          0      0.127     1997.2      20236        888      540.4         49
 57.0368    140.323    312.807          0      0.041     1656.1      20150        900      540.4         49
 255.916    132.815    271.816          0      0.527     2512.6      19379        912      540.4         41
 75.6568    47.3263    268.769          0      0.577       2836      19516        924      540.4         41
 75.3795    47.2845    268.482          0      0.318     2271.2      19335        936      540.4         41
 255.572    132.791    271.772          0      0.718     2560.5      18409        948      540.4         41
 255.537    132.767    271.595          0      0.282     2666.4      18548        960      540.4         41
 255.466    132.538    271.321          0      0.409     2292.7      19616        972      540.4         41
 75.9198    47.0307    87.9685          0      0.559     2536.4      18883        984      540.4         41
  75.808    47.1688     207.98          0      0.659     2742.7      19679        996      540.4         41
 332.542    28.8971    149.771          0      0.473     2989.4      18202          6    550.792         48
 153.474    150.679    211.166          0      0.609     3172.3      19118         18    550.792         48
 152.975     150.83    210.841          0      0.495       3082      18274         30    550.792         48
 153.322    150.831    270.897          0       0.35     3053.4      18789         42    550.792         48
 332.894    29.0455    149.612          0      0.468     2917.3      18709         54    550.792         48
 153.815    150.585    211.064          0      0.464     3424.5      17962         66    550.792         48
 152.932    150.768    210.514          0      0.395     2992.1      19637         78    550.792         48
 152.916    150.748    210.415          0      0.805     2672.1      18540         90    550.792         48
 152.871    150.823    210.441          0      0.523     3375.3      19194        102    550.792         48
 153.745    150.817    211.168          0      0.523     3153.3      17576        114    550.792         48
 153.741    150.911    210.634          0      0.305     2921.2      18183        126    550.792         48
  340.91     105.58    136.752          0      0.032     3049.2      19072        138    550.792         47
 160.511    74.6616    43.4313          0      0.386     2918.3      19003        150    550.792         47
 340.308    105.288    136.752          0      0.355     3341.9      19461        162    550.792         47
 340.559    105.511    136.618          0      0.109     3318.9      17689        174    550.792         47
 340.394    105.228    136.797          0       0.25     3456.9      19732        186    550.792         47
 340.359     105.77    136.583          0      0.427     3443.9      18197        198    550.792         47
 340.332    105.082    136.839          0      0.323     3765.8      18449        210    550.792         47
 339.918    105.103    136.989          0      0.586     3358.4      18468        222    550.792         47
 339.934    105.592    136.737          0      0.555     3415.7      19107        234    550.792         47
 340.355    105.386    136.848          0       0.25     3032.3      17955        246    550.792         47
 340.414    105.849    136.768          0      0.232     3507.8      19275        258    550.792         47
 340.307     105.59    136.676          0      0.577     3339.5      18589        270    550.792         47
 340.081    105.382    136.766          0        0.2     3352.6      19354        282    550.792         47
 339.959    104.966    136.798          0      0.273     3234.7      19517        294    550.792         47
 340.261    105.338    136.809          0      0.159     2807.3      17737        306    550.792         47
 340.397    105.613     136.62          0      0.332     3001.7      18770        318    550.792         47
 78.9903    41.3733    288.227          0        0.1     2664.5      18371        330    550.792         40
 80.0067    41.4214    47.6414          0      0.405     2763.2      19836        342    550.792         40
 259.267    138.817    251.605          0      0.436       3086      17395        354    550.792         40
 79.3048    41.1275    288.547          0      0.386     3080.2      19105        366    550.792         40
 107.363    145.463    182.205          0      0.014     2521.2      19051        378    550.792         44
 106.117    145.568    179.871          0        0.4     3044.5      17483        390    550.792         44
 287.593    34.5906    181.022          0      0.336     3080.7      19005        402    550.792         44
 286.555    34.4313    243.174          0      0.095     3061.6      18397        414    550.792         44
 285.744    33.8091     185.59          0       0.25     3138.1      19825        426    550.792         44
  285.99    34.0142    5.78057          0      0.073     2924.8      20036        438    550.792         44
 104.069    146.258    353.944          0        0.1     3090.1      18190        450    550.792         44
 106.032    145.195    177.324          0      0.136     2550.6      17938        462    550.792         44
 267.765    34.4176    286.023          0      0.336     2272.7      18371        474    550.792         42
 268.839    34.9235    344.972          0      0.223     3010.9      18778        486    550.792         42
 270.117    35.1212    164.457          0      0.295     2889.3      18446        498    550.792         42
 270.928    35.3578    163.735          0      0.373     2982.3      19889        510    550.792         42
 89.7848    144.615    195.681          0      0.277     3253.2      19346        522    550.792         42
 87.9611    144.438    14.1291          0      0.627     3120.3      20286        534    550.792         42
 267.134    35.4426    344.537          0      0.359     2573.6      18022        546    550.792         42
 267.267    35.3406    341.633          0      0.186     2561.3      18902        558    550.792         42
 86.9847    144.917    199.135          0      0.255     2850.3      19851        570    550.792         42
 87.0455    145.498    19.6089          0       0.05     2435.7      19004        582    550.792         42
 197.755    46.2767     32.752          0      0.595     3126.5      17666        594    550.792         50
 197.557    46.0377    32.9187          0      0.468     2807.1      17744        606    550.792         50
 17.6878     133.96    327.377          0      0.395     2810.9      18543        618    550.792         50
  17.458    134.063    326.925          0      0.418     2853.2      19073        630    550.792         50
 17.7978    134.399    327.406          0      0.255     2925.8      18940        642    550.792         50
  17.619    133.875    327.317          0      0.395     2476.6      17811        654    550.792         50
 18.1318    134.182    327.807          0      0.259       2958      18156        666    550.792         50
 18.2298     134.48    327.394          0      0.677     2883.7      19092        678    550.792         50
 197.851    45.5914      32.76          0      0.209     2794.9      18846        690    550.792         50
 286.319    51.4906    326.979          0      0.186     2241.6      18887        702    550.792         51
  106.54    128.146    273.355          0      0.595     2791.2      18539        714    550.792         51
 286.106    51.5037    146.938          0      0.282     2655.3      20069        726    550.792         51
 106.033     128.41    213.083          0      0.668       2695      19823        738    550.792         51
 106.163    128.522    212.936          0      0.482     2819.2      19329        750    550.792         51
 105.993    128.744    212.911          0        0.1     2209.3      17038        762    550.792         51
 105.919    128.518    212.789          0      0.459     2498.2      18321        774    550.792         51
 106.054    128.321    213.039          0      0.877     2612.2      19074        786    550.792         51
 286.009    51.8372    146.957          0        0.5     2512.9      19319        798    550.792         51
 105.887    128.718     32.713          0      0.286     2405.4      17932        810    550.792         51
 106.188     128.52    32.8396          0      0.464     2417.5      19433        822    550.792         51
 105.841    128.263    212.764          0      0.436     2441.3      18020        834    550.792         51
 105.704    128.561    212.642          0      0.805     2896.4      18570        846    550.792         51
 286.391    51.6854    146.732          0      0.459     2568.6      17342        858    550.792         51
 285.798    51.3124    146.802          0          0     1785.1      17919        870    550.792         51
 236.051    40.1145     227.66          0      0.482     2231.4      19266        882    550.792         49
 57.4768    140.308    13.6307          0      0.459     2234.4      19925        894    550.792         49
 236.491    39.6601    47.0072          0      0.373     2385.7      18568        906    550.792         49
 236.571    39.6366    47.0668          0      0.032     1827.9      18456        918    550.792         49
  255.25    132.688    270.976          0      0.214       2195      20441        930    550.792         41
 255.435    132.781    271.278          0        0.3       2630      19614        942    550.792         41
 255.343     132.79    271.801          0      0.655     2488.8      20626        954    550.792         41
  255.59    132.763    271.458          0      0.359     2528.9      19106        966    550.792         41
  75.898    47.2702    87.7273          0      0.527       2607      19617        978    550.792         41
 255.453    132.815    271.825          0      0.695     2390.1      19598        990    550.792         41
  332.74    29.3102    150.067          0      0.323     2907.5      17968          0    561.184         48
 333.695    28.6972     148.94          0      0.218     3005.3      19427         12    561.184         48
 333.123    28.7201    149.285          0      0.673     2955.3      18597         24    561.184         48
 332.507    29.2214    149.798          0      0.245     3143.6      18373         36    561.184         48
 153.477     151.19     211.07          0      0.777       2993      18514         48    561.184         48
 154.165    150.856    211.394          0      0.191     3295.3      18737         60    561.184         48
 333.563    29.2936    149.262          0      0.373     3387.4      18391         72    561.184         48
 332.891    29.4271    149.638          0      0.586     3235.6      19535         84    561.184         48
 333.744    29.0822    149.199          0      0.386     3011.7      17664         96    561.184         48
 153.476    150.769    210.848          0      0.391     3208.6      18892        108    561.184         48
  153.42    151.126    210.839          0      0.423     3107.2      18333        120    561.184         48
 333.014    28.9785    149.954          0      0.282     2484.7      17274        132    561.184         48
 340.299    105.528    316.522          0      0.318     3285.1      18771        144    561.184         47
 160.154    74.6432    43.7602          0      0.245     2924.5      19167        156    561.184         47
 340.117    105.196    136.915          0      0.395     3479.6      18844        168    561.184         47
 340.248    105.495    136.815          0      0.336     3533.3      18277        180    561.184         47
 339.899    105.519    136.625          0      0.186     3122.5      19397        192    561.184         47
 339.901     105.09    136.863          0      0.564     3355.1      18960        204    561.184         47
 339.994     105.49    136.927          0      0.564     3362.9      18635        216    561.184         47
  339.64    105.071    136.918          0      0.341     3139.6      18707        228    561.184         47
  340.41    104.756    136.986          0      0.282     3219.6      18803        240    561.184         47
 339.911    105.333    136.816          0       0.35     3569.8      18426        252    561.184         47
  340.44    105.751    136.553          0      0.382     3636.9      18845        264    561.184         47
 340.066    105.412    136.768          0       0.65       3004      18267        276    561.184         47
 160.261    74.4347    43.0148          0      0.427     3394.2      19164        288    561.184         47
 340.089    105.189    136.962          0      0.218     3679.2      20147        300    561.184         47
 339.927    105.632    136.721          0      0.636     3372.6      19112        312    561.184         47
 340.549    105.188      136.8          0      0.268     3246.9      19684        324    561.184         47
 160.428    74.7527    43.2205          0      0.345     3367.5      19076        336    561.184         47
 339.797    105.358    136.652          0      0.023     2821.3      17986        348    561.184         47
 340.654    105.964     137.15          0      0.145     2756.6      18757        360    561.184         47
  106.33    145.028    182.986          0      0.218     2923.4      20497        372    561.184         44
 106.771    145.281    1.41062          0      0.336     2721.3      18519        384    561.184         44
  287.07    34.8628    240.971          0      0.309       2823      20795        396    561.184         44
 287.604    34.5969    243.003          0      0.145       2910      20025        408    561.184         44
 106.164    145.763    355.627          0      0.309     3031.5      19303        420    561.184         44
 286.609    33.9793    243.974          0      0.205     3250.5      20717        432    561.184         44
 285.792    34.1231    304.163          0      0.673     2826.2      18555        444    561.184         44
 285.629    33.4779    300.997          0      0.055     2430.4      18609        456    561.184         44
 267.919    35.3635     345.13          0      0.445     2113.5      19819        468    561.184         42
 268.757    35.6408    344.662          0        0.3       2538      19444        480    561.184         42
 89.2514    144.267    15.3026          0      0.555     3020.2      19630        492    561.184         42
 89.8598     144.12    15.1582          0      0.536     3381.1      19299        504    561.184         42
 270.703    35.5262    344.132          0      0.386       2756      19494        516    561.184         42
 88.7105    144.191     14.544          0      0.505     2842.5      18810        528    561.184         42
 267.676    35.6208    344.863          0      0.223     3077.3      19067        540    561.184         42
  86.822    144.309    77.2508          0      0.064     2570.5      19057        552    561.184         42
 86.6261    144.231    197.898          0       0.15       2798      19242        564    561.184         42
 266.767    35.5045    340.982          0      0.523     2565.9      18127        576    561.184         42
 198.074     46.315    32.2833          0      0.259     2976.7      19418        588    561.184         50
 17.3996    133.807    26.9158          0       0.35     2607.3      18737        600    561.184         50
 17.7118    134.223    327.401          0      0.418     2765.1      20810        612    561.184         50
 17.9078    134.197    327.279          0      0.309     2805.8      17870        624    561.184         50
 17.7829    134.047    326.993          0      0.255       2990      19209        636    561.184         50
 17.8413    134.509    327.196          0      0.491     2924.4      18947        648    561.184         50
 17.7181     133.69    327.324          0      0.732     2957.8      18764        660    561.184         50
 197.896    46.1157    32.7491          0      0.664     3089.8      19332        672    561.184         50
 17.9565      134.1    327.378          0      0.368     2858.6      18919        684    561.184         50
 18.0373    134.015    327.695          0      0.373     2848.6      19230        696    561.184         50
 286.058    51.4384    147.145          0      0.191     2248.2      19118        708    561.184         51
 106.409    128.455    33.1525          0      0.318     2961.3      19883        720    561.184         51
 106.135     127.98    212.674          0      0.259     2391.8      18882        732    561.184         51
 105.759    128.524    212.491          0      0.568     2814.5      18559        744    561.184         51
 106.274    128.688    213.111          0      0.645     2563.5      18388        756    561.184         51
 106.168    128.431     273.22          0      0.445     2593.8      18756        768    561.184         51
  106.26    128.279    213.292          0      0.541     2349.6      19699        780    561.184         51
 106.445    128.265     213.34          0      0.495     2535.1      20160        792    561.184         51
 285.667     51.553    27.5581          0      0.277       2724      18657        804    561.184         51
 286.051    51.5118    327.192          0      0.509     2612.7      18828        816    561.184         51
 285.864    51.2872    146.997          0        0.3       2422      19700        828    561.184         51
 105.959    128.568    212.967          0      0.318     2119.4      18190        840    561.184         51
 286.455    51.6264    326.869          0      0.305     2443.2      18533        852    561.184         51
 106.139    128.202    213.596          0      0.223     2093.7      17996        864    561.184         51
 56.6615    140.089    12.6733          0      0.391       1987      20018        876    561.184         49
 57.1365    140.312    13.3047          0        0.3     2483.1      19487        888    561.184         49
  57.494    140.387    193.307          0      0.377     2472.9      19471        900    561.184         49
 57.0093    140.388     12.946          0      0.295     2473.8      18071        912    561.184         49
 56.9474    140.237    13.4737          0      0.427       2639      19427        924    561.184         49
 237.045    39.8704    226.826          0      0.245     2274.5      19293        936    561.184         49
 236.111    39.5163    47.1367          0      0.173     2024.7      19593        948    561.184         49
  255.37    132.096    271.654          0      0.114     1753.3      19848        960    561.184         41
 75.0231    47.3475    89.1075          0      0.432     2467.2      18487        972    561.184         41
 75.5903    47.2868    268.363          0      0.523     2849.2      19138        984    561.184         41
 75.5078    47.1046    268.446          0      0.473     2671.3      20583        996    561.184         41
 153.581    150.846    210.992          0      0.468     2987.8      18295          6    571.577         48
  153.05    150.681    210.457          0       0.55     2829.8      18345         18    571.577         48
 153.152    151.304    210.663          0      0.395     2986.9      18800         30    571.577         48
 152.983    150.725    210.453          0      0.423     2921.5      18412         42    571.577         48
  332.74    29.0696    149.368          0      0.332     3266.3      18458         54    571.577         48
 153.492    151.098    210.766          0      0.282     2901.7      17370         66    571.577         48
 153.092    151.076    90.7032          0      0.527     3341.5      19979         78    571.577         48
 153.167    150.745     210.55          0      0.245     3107.8      18786         90    571.577         48
 153.403    150.996    210.732          0      0.618       3511      18338        102    571.577         48
 332.939    29.2598    149.785          0      0.405     3044.5      18596        114    571.577         48
 153.817    150.984     210.93          0      0.564     3240.2      19607        126    571.577         48
 339.657     105.29    136.862          0      0.045       2490      19532        138    571.577         47
 340.435     105.19     135.98          0      0.423     2956.3      17540        150    571.577         47
 160.014    74.8495    43.2274          0      0.409     3110.5      18429        162    571.577         47
 340.127    104.883    136.617          0      0.282     2748.5      17668        174    571.577         47
 340.403    105.369    136.781          0      0.541     3332.7      18783        186    571.577         47
 340.163    105.317    136.922          0       0.45     3262.3      18123        198    571.577         47
 340.379     104.67    137.081          0      0.368       3085      19175        210    571.577         47
 340.134    105.158    136.998          0      0.205       3156      17804        222    571.577         47
 340.394    105.178    136.759          0      0.505     3505.1      18484        234    571.577         47
 340.054     105.53    136.717          0      0.395     3306.8      19221        246    571.577         47
 340.149    105.427    137.028          0      0.291     3166.8      19253        258    571.577         47
 339.712     104.93    136.965          0      0.377     3274.7      18786        270    571.577         47
 339.935     105.13    137.046          0      0.491     3265.2      18947        282    571.577         47
 340.055     105.01    136.854          0      0.145       3462      17724        294    571.577         47
 340.178    105.702    136.713          0      0.445     3731.7      20140        306    571.577         47
 339.963    105.577    136.708          0      0.282     3284.1      19653        318    571.577         47
 340.342    105.249    136.837          0      0.159     3695.9      18470        330    571.577         47
 340.561    105.797    136.705          0      0.445     3342.3      18379        342    571.577         47
 339.954    105.657    136.668          0      0.436     3318.4      19983        354    571.577         47
 340.226     105.58    137.168          0      0.209     2764.8      19722        366    571.577         47
  105.27    145.241    179.965          0      0.309     2685.7      18446        378    571.577         44
  105.94    145.243    179.867          0        0.2     2686.4      19071        390    571.577         44
 286.679    34.4245    2.20589          0      0.355     2892.8      19508        402    571.577         44
 109.842    145.963    180.877          0      0.068     2749.4      18513        414    571.577         44
 106.111    146.191    356.299          0      0.109     2675.2      19014        426    571.577         44
 107.996    146.175    177.426          0      0.014     2540.5      19098        438    571.577         44
 285.657    33.0694   0.399352          0      0.005     2173.6      19520        450    571.577         44
 285.719     33.121    359.536          0      0.168     2170.6      19612        462    571.577         44
 87.9989    143.289     315.63          0      0.427     2650.9      18946        474    571.577         42
 268.591    36.7587    165.408          0      0.382     3043.7      18209        486    571.577         42
  89.064    144.335    13.6072          0      0.282     2922.6      18689        498    571.577         42
 90.4993    144.996     195.77          0      0.159     2743.1      18680        510    571.577         42
 270.657    35.1533    344.285          0      0.777     2917.5      18790        522    571.577         42
 88.7013    144.341    15.0058          0      0.359     2714.1      19489        534    571.577         42
 87.9095    144.682    194.879          0      0.227     2749.2      19455        546    571.577         42
  266.89    35.2919    283.226          0      0.114     2474.1      18937        558    571.577         42
 266.215    35.2581    342.528          0      0.532     2875.2      19232        570    571.577         42
  197.61     46.315    33.0849          0      0.191     2978.9      18447        582    571.577         50
 18.0677    133.778    327.422          0      0.205     2798.3      18780        594    571.577         50
 17.8706     134.26    327.393          0      0.559     2666.9      19168        606    571.577         50
  17.827    133.996    327.443          0        0.3       2885      19054        618    571.577         50
 18.0654    134.182    327.417          0      0.427     2605.1      18703        630    571.577         50
 17.2489    134.214     327.07          0        0.2     2769.9      19318        642    571.577         50
 17.1767    134.069    327.184          0      0.155     2778.3      19071        654    571.577         50
 17.9829    134.281    327.391          0      0.418     2533.9      18358        666    571.577         50
  17.411    133.975    327.104          0      0.573     3179.3      18948        678    571.577         50
 197.529     46.236    32.5377          0      0.509     2598.7      19342        690    571.577         50
 17.5875    133.993    327.384          0      0.514     2845.4      18600        702    571.577         50
 286.375    51.5037    326.831          0      0.627     2566.5      19926        714    571.577         51
   105.8    128.623    212.559          0      0.482     2527.1      18236        726    571.577         51
 286.165    51.4356    327.045          0      0.559     2618.8      18904        738    571.577         51
 105.989    128.775    32.7411          0      0.395     2912.2      19201        750    571.577         51
 106.528    128.223    213.375          0      0.555     2595.8      19411        762    571.577         51
 285.884    51.3279    207.098          0       0.25     2688.4      19285        774    571.577         51
 286.143    51.6298    147.097          0      0.645     2441.9      18780        786    571.577         51
 106.159    128.404    213.014          0      0.527     2554.4      19738        798    571.577         51
 286.872     51.643     326.18          0      0.345     2535.9      19287        810    571.577         51
 106.326    128.514    212.977          0        0.4     2384.6      17524        822    571.577         51
  106.48    128.275    213.399          0      0.341     2203.4      19077        834    571.577         51
 105.747    128.499    212.489          0      0.564       2163      19157        846    571.577         51
 106.068    128.324    33.0018          0      0.441     2511.4      18113        858    571.577         51
 93.0999    26.8752    70.3289          0      0.764     3110.8      18149        870    571.577         43
 236.891    39.9042    46.8164          0      0.259     2326.9      19346        882    571.577         49
 56.5464    140.072    12.7558          0      0.518     2516.8      18180        894    571.577         49
 236.972    39.7885    46.7545          0       0.25     2473.1      18536        906    571.577         49
 235.936    39.8005    47.5503          0      0.314     2398.9      18569        918    571.577         49
 236.519     39.824    47.1349          0      0.823     2873.3      18698        930    571.577         49
 56.7715    140.074    12.8027          0      0.509       2576      20264        942    571.577         49
 236.876    39.8521    226.806          0      0.345     2601.1      19991        954    571.577         49
 236.459    40.1792    226.929          0      0.286       2358      19303        966    571.577         49
 235.134    40.1179    227.135          0      0.018     1871.2      18494        978    571.577         49
 110.813    65.2536    266.619          0      0.177     1896.5      19505        990    571.577         54
 153.475    150.275    210.495          0      0.436     2604.6      19217          0    581.969         48
 333.603    29.5291     149.36          0       0.15     2795.6      17467         12    581.969         48
 333.341     29.081    149.139          0      0.159     2962.4      18164         24    581.969         48
 333.456    28.7396     149.05          0      0.505     3328.6      18148         36    581.969         48
 153.639    150.974    211.055          0      0.427     3291.3      18128         48    581.969         48
 332.996    28.8874    149.161          0        0.6     3036.7      18639         60    581.969         48
 153.223    150.926    210.589          0      0.291       2946      18312         72    581.969         48
 332.733    29.0616     149.56          0      0.482     3014.6      18668         84    581.969         48
 333.193    28.6634    149.173          0      0.127     3584.6      18788         96    581.969         48
 153.806    150.944    211.155          0      0.468     3389.6      18772        108    581.969         48
 152.972    150.708    210.356          0      0.709     3084.8      18716        120    581.969         48
 332.973     29.222    149.478          0      0.673     3278.3      19661        132    581.969         48
 260.924    138.057    132.611          0       0.05     2518.3      18831        144    581.969         56
 340.099    105.571    136.608          0      0.145     2223.2      17967        156    581.969         47
 339.941    105.382    136.798          0      0.436     3150.8      18236        168    581.969         47
 340.293    105.012    137.131          0      0.282     3033.2      17829        180    581.969         47
 340.194    105.046    136.646          0      0.291     3259.1      16970        192    581.969         47
 339.928    105.275    136.758          0      0.268     3294.9      18876        204    581.969         47
   340.4    104.619    137.076          0       0.35       3349      18927        216    581.969         47
 339.785    105.258    136.557          0      0.259     3579.4      19105        228    581.969         47
 340.803    105.109    136.803          0      0.455     3165.6      19641        240    581.969         47
 340.119    105.208    136.844          0      0.336     3353.1      19162        252    581.969         47
 339.881     105.19    136.558          0       0.25     3063.6      19491        264    581.969         47
 340.362    105.489    136.719          0      0.395     3212.7      18302        276    581.969         47
 339.626    105.431    136.887          0      0.286     3234.4      19557        288    581.969         47
  340.14    105.298    136.774          0      0.391     3188.3      18808        300    581.969         47
 340.531    105.519    136.904          0      0.118     3140.5      20392        312    581.969         47
 160.071    74.7045    43.1712          0      0.605     3373.6      18449        324    581.969         47
 340.018     105.57    136.782          0      0.586     3350.8      18616        336    581.969         47
 339.671     105.37    136.904          0      0.241     3615.1      18869        348    581.969         47
 159.982    74.5063    42.9587          0      0.464     3429.7      17740        360    581.969         47
 105.687    144.175    0.64114          0      0.455     2762.8      18964        372    581.969         44
 105.523    145.019    179.996          0      0.323     2591.2      20777        384    581.969         44
 106.205    145.508    180.261          0      0.214     2822.6      19786        396    581.969         44
 285.517    33.7839    1.52063          0      0.068     2584.9      20299        408    581.969         44
 106.661    146.363    177.774          0          0     2289.8      19404        420    581.969         44
  285.75    33.1422    358.622          0      0.191     2372.6      19303        432    581.969         44
  105.07    147.478    240.544          0       0.55     2746.6      18660        444    581.969         44
 225.802    27.5215    55.6319          0        0.2       2203      18892        456    581.969         62
  47.406    152.276    6.18221          0      0.091     3158.2      18977        468    581.969         62
 217.742    147.232    21.9787          0      0.073       1902      19465        480    581.969         59
 217.656    145.633    261.349          0          0     1955.2      18756        492    581.969         59
 37.7883    33.1829    278.861          0      0.223     2268.2      19278        504    581.969         59
 218.091    146.386    261.279          0      0.132     2266.8      19743        516    581.969         59
 37.4422    32.7824    278.588          0      0.023     1991.4      19260        528    581.969         59
 87.4162    145.295    193.066          0          0     2222.5      19795        540    581.969         42
 267.452     35.442    225.115          0      0.123     2227.4      20339        552    581.969         42
 86.9183    145.069    195.804          0       0.05     2314.6      18922        564    581.969         42
 266.056    34.9372    283.364          0      0.159     2104.3      19156        576    581.969         42
  17.458    134.151    327.447          0        0.3     3020.2      18612        588    581.969         50
 17.8494    134.298    327.412          0      0.691     2958.3      20163        600    581.969         50
 17.8041    133.876    327.527          0       0.55     2587.3      19358        612    581.969         50
 197.646    45.9741    32.4311          0      0.636     2836.7      18040        624    581.969         50
  17.701    133.783    27.5753          0       0.75     2848.5      20004        636    581.969         50
 17.3744    133.548    327.237          0      0.291     3012.3      18128        648    581.969         50
 198.082    46.0223    32.1131          0      0.341     2844.1      19859        660    581.969         50
 18.0877    133.886    327.832          0      0.595     2994.3      17968        672    581.969         50
 197.681    46.1116    212.566          0      0.632     2430.1      18361        684    581.969         50
 17.6729    134.265    327.528          0      0.164     2919.5      18209        696    581.969         50
  197.64    46.0228    33.0597          0      0.509     2850.6      19758        708    581.969         50
 105.659    128.557    212.566          0      0.295     2584.8      18748        720    581.969         51
 286.242    51.7186    146.745          0       0.35     2707.4      18540        732    581.969         51
 106.609      128.6    213.209          0      0.264     2855.6      18096        744    581.969         51
 106.122    128.365    212.701          0      0.268     2658.7      19182        756    581.969         51
 286.576    51.7106    206.805          0      0.118     2612.8      19973        768    581.969         51
 106.126    128.633    212.932          0      0.455     2574.7      19927        780    581.969         51
 105.675    128.418    32.6368          0      0.336     2630.5      19462        792    581.969         51
 106.001    127.944    33.0178          0      0.318     2477.7      20481        804    581.969         51
 105.942    128.289    213.017          0      0.318     2578.4      20238        816    581.969         51
 106.046    128.733    32.9714          0      0.205       2509      18745        828    581.969         51
 105.836    128.897    212.937          0      0.195     2577.8      18347        840    581.969         51
 286.328    51.6436    326.744          0      0.455     2356.7      18779        852    581.969         51
 93.6803    27.0786    70.0492          0      0.509     2550.5      20906        864    581.969         43
 236.112    39.9529    47.2106          0      0.573     2422.2      19675        876    581.969         49
 237.187    39.4522    46.8679          0      0.382     2571.2      20462        888    581.969         49
 236.671    39.9145    346.952          0      0.327     2379.3      21294        900    581.969         49
 236.701      39.71    227.059          0      0.423     2540.9      19178        912    581.969         49
 56.8792    140.434     13.056          0      0.441     2083.4      19361        924    581.969         49
 237.257    39.7845    226.629          0      0.418     2670.4      19295        936    581.969         49
 236.461    39.5158    347.062          0      0.282     2482.2      20246        948    581.969         49
 237.423    39.8813    346.649          0      0.382     2387.5      20543        960    581.969         49
   236.2     40.189    47.0181          0        0.1       2167      20133        972    581.969         49
 291.529    114.551    153.452          0      0.359     2694.1      20245        984    581.969         54
 291.787    114.885    93.5812          0      0.868     2504.5      19721        996    581.969         54
 153.551    150.956    210.977          0      0.314     2696.1      17998          6    592.361         48
 154.174    150.656    211.631          0      0.595     3052.6      18199         18    592.361         48
 153.647    150.973    211.157          0      0.627     3028.5      18770         30    592.361         48
  153.34    150.948    210.957          0        0.6     3316.3      19272         42    592.361         48
 153.552    151.079     210.77          0      0.495     3113.8      18744         54    592.361         48
 153.239     151.29    210.578          0      0.718     3042.1      18751         66    592.361         48
 153.484    151.198     210.88          0      0.482     3180.7      18480         78    592.361         48
 153.564     151.11    210.969          0      0.459       2949      18907         90    592.361         48
 153.742    151.314    211.139          0      0.377     3170.2      19737        102    592.361         48
   333.2     29.167    149.321          0      0.441     3314.4      19549        114    592.361         48
 153.506    150.803    211.052          0      0.505     2915.7      19935        126    592.361         48
 259.583    138.712    311.365          0      0.632     3269.5      18933        138    592.361         56
 79.1392     42.133    228.474          0      0.668     3054.4      18160        150    592.361         56
 258.928    138.225    311.336          0      0.732       2644      19294        162    592.361         56
 78.7267    41.6002    289.266          0      0.018     2351.2      19537        174    592.361         56
 341.231    105.074    137.073          0      0.027     2127.9      19011        186    592.361         47
 159.678    74.3058    223.083          0      0.068     2375.8      20173        198    592.361         47
 340.076    104.787    136.646          0      0.214     2796.5      18832        210    592.361         47
 339.742    104.654    136.709          0      0.068     2768.6      19830        222    592.361         47
 340.193    104.764    136.822          0      0.032     2729.7      19030        234    592.361         47
 340.136    104.964    136.495          0      0.114     2766.5      19561        246    592.361         47
 340.147    105.015    136.425          0      0.177     3056.4      19745        258    592.361         47
 340.179    105.902     136.75          0      0.295     3321.8      19933        270    592.361         47
 160.579    74.9652    42.7106          0      0.259     3386.4      18972        282    592.361         47
  340.33    105.384    137.059          0      0.395     3229.6      19440        294    592.361         47
  340.17    105.298    136.803          0      0.227     3318.8      17552        306    592.361         47
  340.42    105.073    136.888          0      0.368     3247.1      18084        318    592.361         47
 340.443    104.946    137.136          0        0.4     2841.3      19313        330    592.361         47
 340.206    105.058    137.001          0      0.309     3322.6      19315        342    592.361         47
 340.069    105.169    136.835          0      0.236     3456.7      18685        354    592.361         47
 246.538    150.299    257.435          0      0.523     2686.7      18660        366    592.361         46
 284.366    35.0473    180.117          0      0.036     2285.1      19753        378    592.361         44
  285.03     34.735    239.769          0      0.164     2845.2      20032        390    592.361         44
 104.852    146.214    179.301          0      0.468     3041.1      19713        402    592.361         44
 283.932    33.4241 0.00572958          0      0.082     2736.5      19720        414    592.361         44
 106.029    146.716    181.606          0      0.127     2679.6      20026        426    592.361         44
 225.641     26.242    233.321          0      0.168     2695.1      19319        438    592.361         62
 226.645    27.3186    54.3777          0      0.377     3032.2      19735        450    592.361         62
  226.68    27.8343    354.695          0       0.25       2778      20319        462    592.361         62
 218.752    146.235      262.2          0        0.7     2637.7      18473        474    592.361         59
 219.135    146.301    262.455          0      0.427     2514.1      19748        486    592.361         59
 218.169    146.115    261.397          0      0.514       2901      20661        498    592.361         59
 219.038    146.224    262.516          0      0.732     3204.5      18616        510    592.361         59
 219.186    146.927    262.273          0      0.286     3087.7      19076        522    592.361         59
 218.527    146.151    261.744          0      0.527     3432.4      19381        534    592.361         59
 218.642    146.298    262.078          0      0.373     3242.7      18690        546    592.361         59
 218.315    146.024    261.284          0      0.568     2657.9      19756        558    592.361         59
 218.842    146.371    262.337          0      0.859     2859.8      19484        570    592.361         59
 220.217    146.312    262.785          0      0.164     2323.5      18604        582    592.361         59
 17.6408    133.845    327.805          0      0.141     2790.2      18888        594    592.361         50
