    phi1        Phi       phi2      phase         ci         iq sem_signal          x          y    grainId
 343.048    32.2157    312.028          0      0.286     2298.6      18989        924      270.2         27
 342.806    32.2369     312.33          0      0.827     2606.9      18803        936      270.2         27
 343.586    32.3492    131.905          0        0.2     2713.4      20020        948      270.2         27
 163.389    147.246    227.747          0      0.373     2711.6      18439        960      270.2         27
 343.375    32.3549    132.067          0      0.536     2843.2      19185        972      270.2         27
 162.841    147.599      227.7          0      0.509     2620.7      20345        984      270.2         27
  104.64    116.023    352.567          0      0.273     1901.3      18369        996      270.2         31
 295.182    151.889    299.989          0      0.632     3710.9      18816          6    280.592         29
  294.86    152.146    299.224          0      0.577     3506.1      18207         18    280.592         29
 295.437    151.756    300.169          0      0.614     3592.4      18710         30    280.592         29
 115.202     28.142     60.203          0      0.664     3385.4      18176         42    280.592         29
 295.263    151.979    300.088          0      0.636     4028.9      18551         54    280.592         29
 295.009    151.985    299.762          0      0.845     3730.7      17682         66    280.592         29
 295.957    152.375    300.258          0       0.25     2658.1      19728         78    280.592         29
 166.459    9.51167    100.986          0      0.514     3303.3      20266         90    280.592         33
 169.589    9.66179    37.8542          0      0.341     3173.1      19635        102    280.592         33
 168.604    9.58043    39.3255          0        0.6     3318.8      19306        114    280.592         33
 169.911    10.2737     97.522          0      0.145     3383.7      19527        126    280.592         33
 347.175    170.301    319.589          0      0.823     3315.5      18712        138    280.592         33
 168.329    9.72768    99.0306          0      0.582     3742.6      19886        150    280.592         33
  168.26    9.85086    99.5233          0      0.673     3250.9      18136        162    280.592         33
 221.241    12.3828    330.245          0      0.595     3089.9      19545        174    280.592         26
 221.618    12.3547    329.514          0      0.559     3066.9      19525        186    280.592         26
 41.5349     167.81    330.605          0      0.641     3571.2      18288        198    280.592         26
 41.3698    167.544     30.259          0      0.514     3541.7      18608        210    280.592         26
 43.9023    168.115    272.374          0      0.391     3348.8      18899        222    280.592         26
 141.523    156.752     342.59          0          0     2344.5      19633        234    280.592         23
 318.141    23.3314    259.709          0      0.264     3234.6      19419        246    280.592         23
 137.423    156.144    219.412          0      0.541     2978.1      19065        258    280.592         23
 14.7714    48.3404    308.462          0      0.286     3085.4      17965        270    280.592         32
  14.823    48.2196    308.019          0      0.432       2826      19204        282    280.592         32
 14.8734    48.5186    128.172          0      0.805     3028.1      18462        294    280.592         32
 14.6929    48.3399    308.282          0      0.259     3191.4      19820        306    280.592         32
 14.2987    47.9566    308.136          0      0.509     2896.8      18964        318    280.592         32
 15.2413     47.595    127.917          0      0.486     3236.9      19171        330    280.592         32
 195.176    131.542     232.12          0      0.573     2846.3      17688        342    280.592         32
  14.933    48.3783    308.314          0      0.486     3522.7      18635        354    280.592         32
 195.033    132.118    231.791          0      0.645     3211.8      18861        366    280.592         32
 194.729    131.795     232.01          0      0.295     2980.7      17778        378    280.592         32
 194.676    131.945    231.502          0      0.618     3200.3      18461        390    280.592         32
 195.013     131.62    231.741          0      0.368     3038.8      18777        402    280.592         32
 14.7359    47.9921    128.665          0       0.75     3084.1      18992        414    280.592         32
 15.0098    47.8019    307.932          0      0.705     2919.3      18374        426    280.592         32
 195.258    131.861    231.485          0      0.055     2697.8      17452        438    280.592         32
 94.8176    104.758    282.766          0      0.177     2954.8      18162        450    280.592         28
 94.7283    105.115    342.691          0      0.209     2915.7      19544        462    280.592         28
 23.9428    143.468    351.799          0      0.373     2948.7      19331        474    280.592         24
 23.8929    143.178    351.875          0      0.882     3055.1      18920        486    280.592         24
 204.351    36.7306     67.491          0       0.55       2574      18846        498    280.592         24
 119.813    36.5157    83.3092          0      0.077     2238.6      18616        510    280.592         30
 120.439    36.7839    322.954          0      0.009     3038.2      19563        522    280.592         30
 120.147    36.7885    83.5143          0       0.85     3340.2      18224        534    280.592         30
 120.301    36.7501    83.1047          0      0.641     3199.2      19366        546    280.592         30
 120.561    36.9655     83.119          0      0.255     2337.7      19629        558    280.592         30
 102.212    23.3904    347.643          0       0.65       3243      18765        570    280.592         25
 102.754    23.3142    107.417          0      0.882     3560.5      18288        582    280.592         25
  282.29    156.576    312.546          0      0.645     3565.1      20298        594    280.592         25
 283.191    156.457    313.227          0      0.541     3309.2      18880        606    280.592         25
  282.61    156.579     313.05          0      0.759     3068.7      17250        618    280.592         25
 282.827    156.804    312.512          0      0.759     3170.7      18703        630    280.592         25
 282.187    156.493    312.316          0      0.627     3334.9      20418        642    280.592         25
 282.729    156.641     312.61          0      0.736     3347.6      18469        654    280.592         25
 282.833    156.561    312.719          0      0.823     3025.6      19794        666    280.592         25
 105.467    145.369    184.315          0      0.323     2645.8      18997        678    280.592         35
 104.879    145.441    183.749          0      0.405     2434.4      18209        690    280.592         35
 106.075    145.515    184.648          0      0.277     2235.6      18091        702    280.592         35
 285.531    34.7785    175.573          0      0.205       2510      18832        714    280.592         35
 105.866    145.441    184.977          0      0.418     2545.9      18515        726    280.592         35
 106.033    145.108    184.276          0      0.577       2886      19230        738    280.592         35
 106.124     145.49    184.892          0      0.459     2606.1      17992        750    280.592         35
 106.664    145.213    185.242          0      0.591     2469.2      18827        762    280.592         35
 286.942    34.5786    174.313          0      0.482     2539.4      19345        774    280.592         35
 105.784     145.48    184.523          0       0.55     2193.4      18593        786    280.592         35
 106.023    145.288    4.51663          0      0.445       2593      20399        798    280.592         35
 105.687    145.366    4.25536          0      0.605     2460.2      18608        810    280.592         35
 106.434    145.536    4.81628          0      0.282     2716.7      17416        822    280.592         35
 105.233    145.502    3.79183          0      0.418     2455.8      18083        834    280.592         35
 343.722    32.5303    251.892          0      0.177     2148.7      19317        846    280.592         27
  343.21    31.8582    132.173          0      0.386     2449.8      17564        858    280.592         27
 162.918    148.333    227.492          0      0.555     2646.2      18926        870    280.592         27
 343.119    32.0043    132.592          0      0.418     2489.9      19073        882    280.592         27
 163.572    147.482    228.196          0      0.582     2752.8      17994        894    280.592         27
 163.439    147.592    228.021          0      0.595     2553.8      19338        906    280.592         27
 162.732    147.821     227.32          0      0.527     2651.7      19002        918    280.592         27
 344.033    32.1613    131.718          0      0.182       2808      19408        930    280.592         27
 162.342    147.882    227.255          0      0.741     2788.7      17714        942    280.592         27
 162.984    148.492    227.569          0      0.232     2402.9      17619        954    280.592         27
 342.974    32.4558    132.255          0      0.573     2407.1      20717        966    280.592         27
 162.631    147.737    227.196          0       0.55     2714.1      18504        978    280.592         27
 105.117    115.532    292.508          0      0.636     2218.7      19713        990    280.592         31
 115.044    28.4147    359.946          0      0.541     2979.9      18133          0    290.985         29
 294.996    151.854     299.71          0      0.705     3396.9      18548         12    290.985         29
 295.304    151.676     300.28          0      0.677     3566.5      17985         24    290.985         29
 295.141      151.7    299.745          0      0.773     3478.1      18167         36    290.985         29
 295.177    151.774    299.746          0      0.545     3338.8      17629         48    290.985         29
 294.934    151.911      299.6          0      0.695     3798.3      18118         60    290.985         29
 294.896    152.181    299.495          0      0.095     2828.6      19353         72    290.985         29
  167.49    9.76205     99.839          0      0.673     3570.8      18149         84    290.985         33
 167.763    9.54319    39.7936          0      0.409     3338.5      19717         96    290.985         33
 167.835    9.28593    99.5921          0      0.782     3495.8      19080        108    290.985         33
 169.015    9.98551    98.8793          0      0.518     3232.8      18620        120    290.985         33
 167.841    10.0606    99.9691          0      0.473     3340.9      19423        132    290.985         33
 169.088    9.57642     38.391          0      0.555     3358.2      18069        144    290.985         33
 170.225    9.72882    97.3954          0      0.545     3376.8      17975        156    290.985         33
   346.1    170.515    258.877          0        0.9     3447.8      19561        168    290.985         33
 222.233    12.5598    29.2335          0      0.336     3379.8      19489        180    290.985         26
 42.2843    167.566    31.0119          0      0.745     3309.6      18542        192    290.985         26
 222.433     12.098    28.6261          0      0.659     3476.4      18678        204    290.985         26
 221.224    11.8493    29.8964          0      0.777     4035.7      18129        216    290.985         26
 222.303    12.3742    329.235          0      0.841     3486.9      17929        228    290.985         26
 41.2123    167.228    29.8253          0      0.414       3411      19758        240    290.985         26
 220.824    12.6893    30.1634          0      0.736     3377.2      18658        252    290.985         26
  195.47    132.634    232.337          0      0.082     2775.8      18191        264    290.985         32
  195.53    131.958     232.31          0      0.441     2858.9      19724        276    290.985         32
 15.0344     47.952    308.041          0        0.9     3049.6      18593        288    290.985         32
 194.799    131.631    231.796          0      0.682     3072.6      18818        300    290.985         32
 14.7577    47.8964    127.959          0      0.368     2844.4      18835        312    290.985         32
 14.7095    48.3685    308.628          0      0.909     3068.3      19705        324    290.985         32
 14.7256    48.5977    128.249          0      0.518     3130.7      19899        336    290.985         32
 195.004     131.71    231.847          0      0.873       3181      19385        348    290.985         32
 14.8448    48.3376    308.099          0      0.382     2995.9      17995        360    290.985         32
 195.112    131.372    231.946          0      0.545     3173.1      19433        372    290.985         32
 15.6309    47.6455    127.775          0      0.327     3071.3      19182        384    290.985         32
 14.9737    48.1399    308.094          0      0.264     3222.8      18132        396    290.985         32
 194.845    131.777    232.277          0      0.236     2911.8      19582        408    290.985         32
 14.8998    47.9296    308.016          0      0.627     2923.5      17449        420    290.985         32
 274.801    75.3869    137.555          0      0.345     2712.8      18666        432    290.985         28
 94.9597    104.526    282.551          0      0.309       3042      17621        444    290.985         28
 94.8543    104.528    282.429          0      0.209     3131.2      19275        456    290.985         28
 274.604    74.8294    137.632          0      0.636     2874.5      18024        468    290.985         28
 94.9849     106.02    343.068          0      0.041     2154.1      18098        480    290.985         28
 300.931    142.768    337.227          0      0.418       2900      18460        492    290.985         30
 120.284    36.8091    83.1826          0      0.668     2952.2      18945        504    290.985         30
 120.464    37.0263    82.7746          0      0.755     3045.3      18982        516    290.985         30
 119.957     36.832    83.5287          0      0.655       3456      19602        528    290.985         30
 120.139    36.8045    83.5355          0      0.636     3174.4      18376        540    290.985         30
  120.16    36.8916     83.056          0      0.727     2949.7      18809        552    290.985         30
 120.535    36.9655    82.8377          0      0.859     3169.9      17484        564    290.985         30
 282.631    156.794    312.743          0      0.405     3356.2      19676        576    290.985         25
 103.014    23.2735    106.995          0      0.859       3128      18541        588    290.985         25
 283.306    156.667    313.352          0       0.75       3200      19308        600    290.985         25
 102.046    23.5314    107.833          0      0.555     2901.5      18970        612    290.985         25
 103.905    23.4758    346.327          0      0.777     3104.8      18271        624    290.985         25
 282.327    156.567    312.188          0      0.759       3180      18136        636    290.985         25
 282.335    156.781    312.122          0      0.891     3164.1      18078        648    290.985         25
 282.508     156.56    312.376          0      0.818     3043.4      18792        660    290.985         25
 284.808    34.8026    176.231          0      0.186     2510.1      18479        672    290.985         35
 105.172    145.426    3.78095          0      0.414     2651.2      18555        684    290.985         35
 106.184    145.322    184.393          0      0.345     2459.5      17997        696    290.985         35
 105.871    145.224    184.761          0      0.427     2700.9      19163        708    290.985         35
 105.097    145.097    184.171          0      0.482       2915      19078        720    290.985         35
 106.286    145.227    184.876          0        0.7     2622.1      18541        732    290.985         35
  286.08    34.6829    174.974          0      0.423     2605.8      17715        744    290.985         35
 105.842    145.368    184.532          0      0.423     2746.3      19049        756    290.985         35
 285.638     34.468    235.392          0      0.795     2644.6      18119        768    290.985         35
 285.432    34.6502     175.93          0      0.559     2596.6      19562        780    290.985         35
 105.547    145.473    184.495          0       0.35     2632.1      19508        792    290.985         35
 285.318    34.4508     175.97          0      0.527     2713.2      17780        804    290.985         35
 105.243    145.421    184.447          0      0.505     2580.3      18125        816    290.985         35
 105.592    145.553    184.486          0      0.845     2645.1      17378        828    290.985         35
 105.534    145.485    184.516          0      0.464     2542.5      18476        840    290.985         35
 163.023    147.359    347.465          0      0.318       2539      18546        852    290.985         27
 343.029    31.9212    312.648          0      0.409     2660.6      18741        864    290.985         27
 162.868    147.775     227.17          0      0.627     2604.1      18736        876    290.985         27
 343.049    31.8903    312.296          0      0.327     2766.2      19180        888    290.985         27
 162.879    147.749    227.685          0      0.668     2493.5      18558        900    290.985         27
 342.056    32.4157    313.037          0      0.468       2980      18510        912    290.985         27
 342.589    32.2965    312.875          0      0.573     2537.1      19193        924    290.985         27
  163.36    147.325    227.802          0      0.018     2785.8      18787        936    290.985         27
 163.538    147.883    227.974          0      0.518     2818.1      17680        948    290.985         27
 343.323     32.497    132.012          0      0.536     2874.9      19269        960    290.985         27
 343.317    32.6328    131.863          0        0.3       2792      20901        972    290.985         27
 284.911    64.0573    7.51835          0       0.35     2070.6      19513        984    290.985         31
 284.667    64.4274    127.755          0      0.432     2348.7      18617        996    290.985         31
  294.88    151.705    299.813          0      0.464     3438.3      18438          6    301.377         29
 295.623    151.944    300.177          0      0.591     3610.2      18276         18    301.377         29
 115.596    28.1368    119.491          0      0.664     3485.5      18795         30    301.377         29
 295.046    152.094    299.623          0      0.468     3434.5      19481         42    301.377         29
 295.192    151.747    299.813          0      0.414     3406.6      18346         54    301.377         29
 295.292    151.773     300.02          0      0.641     3342.2      18647         66    301.377         29
 166.797    9.57985    100.496          0      0.677     3375.9      19061         78    301.377         33
 347.366     170.42    259.475          0      0.691     3103.1      18717         90    301.377         33
 169.154     9.6085    98.6473          0      0.705     3456.6      18596        102    301.377         33
 168.781    9.59762    38.9113          0      0.455     3646.4      19243        114    301.377         33
 169.913    9.98264    97.7409          0      0.609     3805.5      19244        126    301.377         33
 168.483    9.30426    99.3898          0      0.427       3457      19826        138    301.377         33
 167.786    9.55464    99.9238          0      0.464     3228.3      18242        150    301.377         33
 167.956    9.80216    99.4964          0      0.659     3433.7      20235        162    301.377         33
 39.8166    167.757    268.502          0      0.723     2859.2      18828        174    301.377         26
 221.324    12.4441    29.8179          0      0.536       3507      18743        186    301.377         26
 221.297    12.5145    29.9485          0      0.641     3095.5      18748        198    301.377         26
 41.5818    167.529    30.2235          0      0.918     3348.8      20452        210    301.377         26
 41.5681    167.718    270.378          0      0.695     3676.7      19980        222    301.377         26
 41.6506    167.658    270.454          0       0.85     3677.9      18461        234    301.377         26
 220.485    12.8245     30.561          0      0.414     3488.4      19364        246    301.377         26
 194.887    131.395    231.839          0      0.336       2856      19127        258    301.377         32
 195.016    131.603    231.552          0      0.709     3007.8      20953        270    301.377         32
 195.241    131.978    232.169          0      0.668     3009.7      18791        282    301.377         32
 194.892    131.698    231.886          0      0.509       3293      18374        294    301.377         32
 14.6563    48.2196    308.294          0      0.659     3373.3      19087        306    301.377         32
 195.073    132.143    232.091          0      0.914     3295.7      19152        318    301.377         32
  14.843    48.2923    308.267          0      0.795     3188.4      18496        330    301.377         32
 195.054    132.106     232.07          0      0.436     3213.6      18469        342    301.377         32
 15.2172     48.529    308.193          0      0.736     3061.3      18952        354    301.377         32
 15.1095    48.0998    308.281          0      0.632     3072.1      19709        366    301.377         32
  14.831     48.435    128.251          0      0.486     3004.1      18804        378    301.377         32
 15.4842    48.0127    307.653          0      0.464       3137      19078        390    301.377         32
 194.771    131.577     231.84          0      0.727     3273.4      19053        402    301.377         32
 14.7348    47.9136    307.965          0      0.609       3273      18082        414    301.377         32
 95.0371    104.795    342.484          0      0.368     2699.7      19311        426    301.377         28
 94.7729    104.946     282.98          0      0.623       2987      17398        438    301.377         28
 94.4269    105.231    342.801          0      0.341     3040.3      18387        450    301.377         28
 94.8698    105.121    282.682          0      0.636     3155.7      20064        462    301.377         28
 95.0554     104.82    342.873          0      0.577     2962.5      17675        474    301.377         28
 120.283    36.8664     83.402          0      0.723     3194.2      18514        486    301.377         30
 120.054    36.7953    83.2771          0      0.627     3168.9      19187        498    301.377         30
 120.349     36.895     82.734          0      0.814     3077.8      19301        510    301.377         30
 120.052    36.9225    83.2737          0      0.509       2943      18969        522    301.377         30
 120.672     36.969    82.3736          0      0.805     3465.6      18692        534    301.377         30
 120.052    37.0727    83.4353          0      0.555     3195.9      18307        546    301.377         30
 120.223    36.9162    83.0096          0       0.65     3179.8      19134        558    301.377         30
 119.824    36.7593    83.5779          0      0.568     3041.4      18321        570    301.377         30
 282.677    156.522     193.16          0      0.436     3029.5      19239        582    301.377         25
 102.588    23.5554    107.143          0      0.495     3320.7      18714        594    301.377         25
 282.743    156.479    312.791          0       0.65     2887.1      18212        606    301.377         25
 283.467    156.581    313.483          0        0.8     3038.5      18537        618    301.377         25
 283.153    156.537     312.86          0      0.859     3145.8      19281        630    301.377         25
  282.41    156.623     312.05          0      0.541     3079.8      18957        642    301.377         25
 101.973    23.6179    108.126          0      0.791     3138.6      18290        654    301.377         25
 105.262    145.208    183.883          0      0.636     2488.1      19891        666    301.377         35
 104.982    145.282    183.839          0      0.218       2438      18128        678    301.377         35
 105.539    145.303    184.392          0      0.441     2452.7      19706        690    301.377         35
 105.267    145.391    183.859          0      0.359     2898.7      18776        702    301.377         35
 105.071    145.343    183.684          0       0.45     2581.4      18854        714    301.377         35
 285.463    34.7533    175.934          0      0.195       2807      18006        726    301.377         35
 105.802    145.387    184.904          0      0.514     2771.8      18508        738    301.377         35
 285.897    34.3826    175.311          0      0.441     2327.4      18680        750    301.377         35
 106.217    145.561    4.81113          0      0.414     2357.6      19496        762    301.377         35
 105.935    145.693    4.73664          0      0.327     2428.8      20156        774    301.377         35
 105.663    145.296    4.01701          0      0.409     2462.4      18875        786    301.377         35
 105.754    145.763    4.31896          0      0.473       2681      19527        798    301.377         35
 286.007    34.4651      175.6          0      0.159     2621.5      18194        810    301.377         35
 286.109    34.6662    235.248          0      0.209     2605.8      18712        822    301.377         35
 106.036    145.365    184.708          0      0.445     2582.2      18845        834    301.377         35
 106.154    145.301    184.927          0      0.473     2580.8      18586        846    301.377         35
 343.318    32.0427    132.208          0      0.314     2571.2      18274        858    301.377         27
 343.307    32.1739    252.123          0      0.445     2741.1      20045        870    301.377         27
 342.227    32.3263    312.456          0      0.068     2663.5      18396        882    301.377         27
 342.551    32.7285    132.514          0      0.286       3099      18215        894    301.377         27
 162.646    148.056    227.166          0      0.532     2725.8      18723        906    301.377         27
 163.047    147.955    227.748          0      0.459     2449.9      19209        918    301.377         27
  163.73    148.336     348.08          0      0.627     2574.5      19649        930    301.377         27
 343.069    32.5543    252.204          0      0.482     2565.3      19155        942    301.377         27
 342.882    32.4982    312.705          0      0.377     2801.5      17827        954    301.377         27
 162.697    147.981    347.593          0      0.609     2630.1      18636        966    301.377         27
 104.902    115.605     352.16          0      0.509     2173.4      19818        978    301.377         31
 104.383    115.827    231.831          0      0.459     2272.1      19221        990    301.377         31
 294.898    151.906    299.745          0      0.264     3125.6      18041          0    311.769         29
 115.245    28.2491    119.986          0      0.459     3799.1      19763         12    311.769         29
     295    151.667    299.678          0      0.709     3408.1      18757         24    311.769         29
 115.531    28.2084    119.761          0      0.695       3600      18211         36    311.769         29
 294.985    151.876    299.795          0      0.477     3670.9      17639         48    311.769         29
 295.563    152.012    300.296          0      0.727     3778.3      19582         60    311.769         29
 168.812    9.49792    98.4909          0      0.709     3428.5      19332         72    311.769         33
 168.274    9.40797    39.2717          0      0.736       3367      17964         84    311.769         33
 350.841     170.15    263.366          0      0.595     3233.3      20153         96    311.769         33
 167.056     9.3627     100.64          0      0.523     3321.3      18896        108    311.769         33
 168.713    9.96545    98.8587          0      0.682     3596.9      18774        120    311.769         33
 168.203    10.0142    99.4196          0       0.85     3533.9      18996        132    311.769         33
 168.004    9.34036    99.4575          0      0.473     3494.9      19787        144    311.769         33
 168.639    9.60621    98.7189          0      0.682     3465.4      19975        156    311.769         33
 167.794    9.35182    99.6517          0      0.659     3560.8      18559        168    311.769         33
 42.5307    167.928    271.214          0       0.55     3286.5      17604        180    311.769         26
 42.9071    167.921    331.529          0      0.336       3376      18285        192    311.769         26
 41.2283    167.832    329.769          0      0.682     3576.7      17872        204    311.769         26
 221.815    12.5025    29.5692          0      0.923     3322.9      19019        216    311.769         26
 221.781    12.6142    29.5772          0      0.486     3747.9      18687        228    311.769         26
 42.5776    167.767    331.383          0      0.686       3331      20422        240    311.769         26
 221.867     12.263    329.547          0          0     2650.4      17778        252    311.769         26
 14.8774    48.2167    308.351          0      0.832     2957.7      18563        264    311.769         32
 15.1278    48.1657    128.049          0      0.623     3294.7      19816        276    311.769         32
 194.473    131.884    231.245          0      0.368     2840.4      18706        288    311.769         32
 14.9164    48.2453    307.932          0      0.645     3238.1      18536        300    311.769         32
 14.5514    48.5547    308.386          0      0.505     3255.8      19073        312    311.769         32
 14.9983    48.3817    308.118          0      0.664     3018.4      18487        324    311.769         32
 14.9977    48.3118    308.167          0      0.632     3011.8      20270        336    311.769         32
 15.1668     48.078    128.125          0      0.555     3030.7      19083        348    311.769         32
 194.998    131.985    231.902          0      0.336     3078.4      19355        360    311.769         32
 15.0946    47.8878    127.933          0      0.245     2966.2      19484        372    311.769         32
 195.294    131.861    232.105          0        0.5     3430.3      18484        384    311.769         32
 195.032    131.716    231.834          0      0.427     2845.6      18769        396    311.769         32
 15.0258    48.0477    308.252          0      0.655     3198.6      20109        408    311.769         32
  94.844    104.717    282.554          0      0.586       3166      18713        420    311.769         28
 94.5535    104.652    282.575          0      0.673     2974.4      18458        432    311.769         28
 95.0084    105.208    342.584          0      0.755     2963.8      19087        444    311.769         28
 94.4223    104.964     342.68          0      0.391       2764      17849        456    311.769         28
 94.3266    105.138    342.386          0      0.568     3079.9      19755        468    311.769         28
 300.523    142.678     336.94          0        0.4     2123.5      18653        480    311.769         30
  119.98    36.7455    83.4651          0      0.595     3226.1      18299        492    311.769         30
 120.704    36.7472    83.3447          0        0.5     3128.8      19135        504    311.769         30
 120.484    37.0538    82.8199          0      0.527     3394.4      19249        516    311.769         30
 120.786     36.875    82.5374          0      0.614     3083.8      18599        528    311.769         30
 120.439    36.7444    82.8692          0      0.773       3353      18720        540    311.769         30
 120.412    36.6997      82.86          0      0.764     2852.7      18975        552    311.769         30
 120.135    36.9724    83.0766          0      0.895     3118.3      18948        564    311.769         30
  120.48    36.8864     82.789          0       0.85     3196.7      18708        576    311.769         30
 283.451    156.595    313.526          0      0.332     2361.1      18468        588    311.769         25
  282.22    156.659    311.815          0      0.668     3245.3      19055        600    311.769         25
 282.717    156.655    192.151          0      0.782     3072.6      18786        612    311.769         25
 283.077    156.434     312.69          0      0.886     3214.1      19226        624    311.769         25
 101.977    23.4466    107.953          0        0.3     3146.3      18336        636    311.769         25
 282.102    156.432    311.541          0      0.718     3158.1      18514        648    311.769         25
 106.319    145.152    184.993          0      0.118       2361      19649        660    311.769         35
  105.94    145.336    4.49543          0      0.295     2605.2      18979        672    311.769         35
 285.661    34.4371    175.475          0      0.145     2615.2      19360        684    311.769         35
 105.437    145.508    184.196          0      0.686     2523.9      19685        696    311.769         35
 106.126    145.499    185.063          0      0.345     2465.3      19312        708    311.769         35
 105.983    145.468    184.702          0      0.364     2710.6      17922        720    311.769         35
 285.421    34.5024    175.873          0      0.227     2726.4      18668        732    311.769         35
 105.298    145.349    184.624          0      0.273     2618.9      19224        744    311.769         35
 105.452    145.265     4.0107          0      0.523     2771.7      19193        756    311.769         35
 105.727     145.65    184.779          0      0.218       2614      19478        768    311.769         35
 105.809    145.351    184.215          0      0.455     2468.7      19541        780    311.769         35
 105.529    145.218    184.461          0      0.586     2738.7      18799        792    311.769         35
 105.344    145.536    4.27942          0      0.464     2593.5      18614        804    311.769         35
 105.868    145.362     184.66          0      0.432     2718.5      18801        816    311.769         35
 105.814    145.455    4.68565          0      0.505     2421.9      19858        828    311.769         35
 285.886    34.7281    175.345          0      0.664     2483.5      18191        840    311.769         35
 106.084    145.445    184.916          0      0.173       2581      19304        852    311.769         35
 342.554     31.943     132.79          0      0.618     2657.3      18080        864    311.769         27
 342.634    32.0427    132.654          0      0.359     2840.4      19245        876    311.769         27
 343.586    32.3217    131.851          0      0.614     2606.1      20108        888    311.769         27
  162.72    147.731    227.402          0      0.468     2758.1      18034        900    311.769         27
  343.15    32.0501    252.313          0       0.85     2696.8      18294        912    311.769         27
 163.452     147.97    227.979          0       0.65     2637.3      19248        924    311.769         27
 343.589    32.5784    131.777          0      0.418     2542.8      19892        936    311.769         27
 343.893    33.0494    132.141          0        0.2     2519.6      19151        948    311.769         27
   342.4    32.1166    312.998          0      0.245     1786.2      18921        960    311.769         27
 284.127    64.5196    127.974          0      0.236       2072      20001        972    311.769         31
 285.318    64.5231    127.085          0      0.282       2389      18567        984    311.769         31
 104.206    115.698    291.992          0      0.536     2043.9      18638        996    311.769         31
 294.837     151.98    299.812          0      0.677     3392.9      18664          6    322.161         29
 115.161     28.409    119.846          0      0.723     3582.9      17970         18    322.161         29
 295.824    151.844    300.161          0      0.436     3598.9      18453         30    322.161         29
 295.261    151.777    299.927          0      0.664     3716.9      18665         42    322.161         29
 295.222    151.905    299.764          0      0.873     3568.6      18364         54    322.161         29
  168.81    9.62684     98.771          0      0.623     3152.2      18629         66    322.161         33
 346.126    170.806    258.672          0      0.536     3392.2      18826         78    322.161         33
 169.731    9.76664    98.0176          0      0.641     3601.1      18709         90    322.161         33
 168.024    9.52141    99.8643          0      0.905     3143.5      19570        102    322.161         33
 169.027    9.81649    98.3304          0      0.655     3304.7      20792        114    322.161         33
 168.175     9.2865    99.2088          0      0.855     3403.5      18736        126    322.161         33
 173.118    9.71049    94.7615          0      0.264     3793.2      19036        138    322.161         33
 346.889    170.288    259.274          0      0.595     3382.2      17486        150    322.161         33
  348.35    170.627    261.218          0      0.536     3573.6      19440        162    322.161         33
 40.2377    167.635    268.913          0       0.15     2452.1      18914        174    322.161         26
 40.5098    167.549    329.169          0      0.609     3403.1      19406        186    322.161         26
  38.202    168.354    327.205          0      0.064     3502.8      19017        198    322.161         26
 39.5902    167.975     268.66          0      0.632     3446.6      19622        210    322.161         26
 221.484    12.4802    29.6305          0       0.55     3228.7      19616        222    322.161         26
 221.602    12.8245    330.086          0      0.305       3610      20437        234    322.161         26
 221.193    12.3862    29.8087          0      0.714     3341.9      19470        246    322.161         26
 194.335    131.806    231.465          0      0.236     3098.9      19764        258    322.161         32
 15.2063    48.1061    308.112          0      0.645     2893.2      19435        270    322.161         32
 14.8001    48.3026    128.115          0      0.891     3116.8      18647        282    322.161         32
 14.6946    48.3462    128.135          0       0.25     2868.3      18836        294    322.161         32
 194.977    131.605    231.548          0      0.468     3265.8      19937        306    322.161         32
 194.782    131.775    231.767          0      0.686     3025.2      19129        318    322.161         32
 195.023    131.808    231.734          0      0.464     3279.9      19246        330    322.161         32
 14.9949    48.0666    128.067          0      0.418     3117.5      18813        342    322.161         32
 15.5203    48.1537    127.732          0      0.855     3137.6      18185        354    322.161         32
 194.798    131.674    231.504          0      0.736     3262.7      18923        366    322.161         32
 14.8281    48.0987    308.071          0      0.614     3099.8      18100        378    322.161         32
   14.87    48.2528      308.4          0      0.245     3108.5      19041        390    322.161         32
 195.058    131.785    232.003          0      0.423     3195.9      18919        402    322.161         32
 273.378    74.4805    138.309          0      0.168     2377.3      18852        414    322.161         28
 94.9861    104.234    342.279          0      0.468     3096.7      18620        426    322.161         28
 94.3873    104.858    282.439          0        0.4     2825.8      18197        438    322.161         28
 94.6377    105.031    342.749          0      0.491     3090.2      18383        450    322.161         28
 274.512    74.9343    137.374          0      0.141     2618.5      18986        462    322.161         28
 170.987    53.7503    50.5824          0      0.714     2795.8      18649        474    322.161         36
  170.76    53.3401     50.991          0      0.245     2281.4      18987        486    322.161         36
 120.474    36.5925    83.0812          0      0.782     3111.5      18259        498    322.161         30
 120.235     36.824    82.9609          0      0.795     3317.4      18082        510    322.161         30
 120.487     36.887     82.801          0      0.809     3309.4      19994        522    322.161         30
 119.826    36.6619    83.2989          0      0.605     3100.9      18733        534    322.161         30
 120.125    36.9105    83.1161          0      0.795     3410.2      18653        546    322.161         30
 120.163    36.7919    82.9482          0      0.732     3253.8      19539        558    322.161         30
 120.366    36.9168    83.0474          0      0.495     3076.1      20088        570    322.161         30
 120.315    36.7999    82.8617          0      0.718     3472.1      19551        582    322.161         30
 120.969    36.9884      82.55          0      0.618     2920.9      19275        594    322.161         30
 282.179    156.456    311.982          0      0.786     2727.4      17973        606    322.161         25
