X         Y         Z         data
41.1095   18.3031   0         281.8
41.4227   17.5829   0         256.7
41.7233   16.8573   0         250.9
42.0111   16.1266   0         260.1
42.2862   15.3909   0         281.8
42.5483   14.6506   0         270.1
42.7975   13.9058   0         257.6
43.0337   13.1567   0         237.6
43.2568   12.4037   0         229.2
43.4667   11.6469   0         239.2
43.6633   10.8865   0         257.6
43.8466   10.1228   0         220.9
44.0166   9.35603   0         211.7
44.1732   8.5864    0         228.4
44.3163   7.81417   0         205.9
44.446    7.03955   0         196.7
44.5621   6.26279   0         213.4
44.6646   5.48412   0         208.4
44.7535   4.70378   0         201.7
44.8288   3.92201   0         215.0
44.8904   3.13904   0         234.2
44.9383   2.35512   0         200.0
44.9726   1.57048   0         225.1
44.9931   0.78536   0         204.2
45        0         0         185.0
44.9931   -0.78536  0         194.2
44.9726   -1.57048  0         188.4
44.9383   -2.35512  0         190.9
44.8904   -3.13904  0         203.4
44.8288   -3.92201  0         209.2
44.7535   -4.70378  0         190.9
44.6646   -5.48412  0         171.7
44.5621   -6.26279  0         205.0
44.446    -7.03955  0         155.9
44.3163   -7.81417  0         174.2
44.1732   -8.5864   0         187.5
44.0166   -9.35603  0         209.2
43.8466   -10.1228  0         195.0
43.6633   -10.8865  0         183.4
43.4667   -11.6469  0         187.5
43.2568   -12.4037  0         199.2
43.0337   -13.1567  0         195.9
42.7975   -13.9058  0         190.9
42.5483   -14.6506  0         184.2
42.2862   -15.3909  0         208.4
42.0111   -16.1266  0         185.0
41.7233   -16.8573  0         195.0
41.4227   -17.5829  0         186.7
41.1095   -18.3031  0         193.4
40.7839   -19.0178  0         194.2
40.4457   -19.7267  0         192.5
40.0953   -20.4296  0         196.7
39.7326   -21.1262  0         195.9
39.3579   -21.8164  0         205.9
38.9711   -22.5     0         193.4
38.5725   -23.1767  0         183.4
38.1622   -23.8464  0         205.0
37.7402   -24.5088  0         195.9
37.3067   -25.1637  0         201.7
36.8618   -25.8109  0         186.7
36.4058   -26.4503  0         191.7
35.9386   -27.0817  0         205.0
35.4605   -27.7048  0         210.9
34.9716   -28.3194  0         210.9
34.472    -28.9254  0         205.0
33.9619   -29.5227  0         205.0
33.4415   -30.1109  0         228.4
32.9109   -30.6899  0         247.6
32.3703   -31.2596  0         215.9
31.8198   -31.8198  0         260.9
31.2596   -32.3703  0         240.1
30.6899   -32.9109  0         251.7
30.1109   -33.4415  0         248.4
29.5227   -33.9619  0         266.7
28.9254   -34.472   0         255.1
28.3194   -34.9716  0         285.9
27.7048   -35.4605  0         265.1
27.0817   -35.9386  0         282.6
26.4503   -36.4058  0         286.8
25.8109   -36.8618  0         288.4
25.1637   -37.3067  0         307.6
24.5088   -37.7402  0         300.1
23.8464   -38.1622  0         315.9
23.1767   -38.5725  0         300.9
22.5      -38.9711  0         307.6
21.8164   -39.3579  0         255.1
21.1262   -39.7326  0         276.7
20.4296   -40.0953  0         320.1
19.7267   -40.4457  0         271.7
19.0178   -40.7839  0         263.4
18.3031   -41.1095  0         264.2
17.5829   -41.4227  0         268.4
16.8573   -41.7233  0         268.4
16.1266   -42.0111  0         252.6
15.3909   -42.2862  0         240.1
14.6506   -42.5483  0         264.2
13.9058   -42.7975  0         257.6
13.1567   -43.0337  0         241.7
12.4037   -43.2568  0         255.1
11.6469   -43.4667  0         216.7
10.8865   -43.6633  0         250.9
10.1228   -43.8466  0         245.1
9.35603   -44.0166  0         226.7
8.5864    -44.1732  0         237.6
7.81417   -44.3163  0         230.9
7.03955   -44.446   0         229.2
6.26279   -44.5621  0         227.6
5.48412   -44.6646  0         233.4
4.70378   -44.7535  0         218.4
3.92201   -44.8288  0         238.4
3.13904   -44.8904  0         230.1
2.35512   -44.9383  0         228.4
1.57048   -44.9726  0         230.1
0.78536   -44.9931  0         225.9
0         -45       0         235.1
-0.78536  -44.9931  0         244.2
-1.57048  -44.9726  0         270.1
-2.35512  -44.9383  0         255.9
-3.13904  -44.8904  0         258.4
-3.92201  -44.8288  0         260.1
-4.70378  -44.7535  0         255.9
-5.48412  -44.6646  0         233.4
-6.26279  -44.5621  0         250.1
-7.03955  -44.446   0         267.6
-7.81417  -44.3163  0         236.7
-8.5864   -44.1732  0         259.2
-9.35603  -44.0166  0         281.8
-10.1228  -43.8466  0         279.3
-10.8865  -43.6633  0         259.2
-11.6469  -43.4667  0         262.6
-12.4037  -43.2568  0         286.8
-13.1567  -43.0337  0         261.7
-13.9058  -42.7975  0         279.3
-14.6506  -42.5483  0         278.4
-15.3909  -42.2862  0         308.4
-16.1266  -42.0111  0         287.6
-16.8573  -41.7233  0         269.2
-17.5829  -41.4227  0         305.9
-18.3031  -41.1095  0         275.9
-19.0178  -40.7839  0         275.1
-19.7267  -40.4457  0         306.8
-20.4296  -40.0953  0         275.1
-21.1262  -39.7326  0         260.1
-21.8164  -39.3579  0         280.9
-22.5     -38.9711  0         298.4
-23.1767  -38.5725  0         286.8
-23.8464  -38.1622  0         277.6
-24.5088  -37.7402  0         261.7
-25.1637  -37.3067  0         300.1
-25.8109  -36.8618  0         268.4
-26.4503  -36.4058  0         271.7
-27.0817  -35.9386  0         294.3
-27.7048  -35.4605  0         293.4
-28.3194  -34.9716  0         285.9
-28.9254  -34.472   0         282.6
-29.5227  -33.9619  0         277.6
-30.1109  -33.4415  0         275.1
-30.6899  -32.9109  0         250.1
-31.2596  -32.3703  0         272.6
-31.8198  -31.8198  0         268.4
-32.3703  -31.2596  0         250.1
-32.9109  -30.6899  0         265.9
-33.4415  -30.1109  0         230.1
-33.9619  -29.5227  0         244.2
-34.472   -28.9254  0         265.1
-34.9716  -28.3194  0         244.2
-35.4605  -27.7048  0         235.1
-35.9386  -27.0817  0         265.1
-36.4058  -26.4503  0         284.3
-36.8618  -25.8109  0         240.9
-37.3067  -25.1637  0         231.7
-37.7402  -24.5088  0         251.7
-38.1622  -23.8464  0         242.6
-38.5725  -23.1767  0         266.7
-38.9711  -22.5     0         265.1
-39.3579  -21.8164  0         272.6
-39.7326  -21.1262  0         242.6
-40.0953  -20.4296  0         249.2
-40.4457  -19.7267  0         240.9
-40.7839  -19.0178  0         280.1
-41.1095  -18.3031  0         262.6
-41.4227  -17.5829  0         275.1
-41.7233  -16.8573  0         248.4
-42.0111  -16.1266  0         260.1
-42.2862  -15.3909  0         291.8
-42.5483  -14.6506  0         273.4
-42.7975  -13.9058  0         266.7
-43.0337  -13.1567  0         264.2
-43.2568  -12.4037  0         250.9
-43.4667  -11.6469  0         238.4
-43.6633  -10.8865  0         256.7
-43.8466  -10.1228  0         270.1
-44.0166  -9.35603  0         260.1
-44.1732  -8.5864   0         275.9
-44.3163  -7.81417  0         255.9
-44.446   -7.03955  0         260.9
-44.5621  -6.26279  0         272.6
-44.6646  -5.48412  0         258.4
-44.7535  -4.70378  0         270.9
-44.8288  -3.92201  0         270.1
-44.8904  -3.13904  0         238.4
-44.9383  -2.35512  0         255.1
-44.9726  -1.57048  0         241.7
-44.9931  -0.78536  0         253.4
-45       0         0         220.1
-44.9931  0.78536   0         252.6
-44.9726  1.57048   0         252.6
-44.9383  2.35512   0         228.4
-44.8904  3.13904   0         238.4
-44.8288  3.92201   0         255.9
-44.7535  4.70378   0         255.9
-44.6646  5.48412   0         214.2
-44.5621  6.26279   0         245.9
-44.446   7.03955   0         235.9
-44.3163  7.81417   0         221.7
-44.1732  8.5864    0         227.6
-44.0166  9.35603   0         216.7
-43.8466  10.1228   0         255.9
-43.6633  10.8865   0         240.9
-43.4667  11.6469   0         211.7
-43.2568  12.4037   0         224.2
-43.0337  13.1567   0         249.2
-42.7975  13.9058   0         248.4
-42.5483  14.6506   0         240.1
-42.2862  15.3909   0         232.6
-42.0111  16.1266   0         220.9
-41.7233  16.8573   0         230.9
-41.4227  17.5829   0         222.6
-41.1095  18.3031   0         240.9
-40.7839  19.0178   0         215.9
-40.4457  19.7267   0         240.9
-40.0953  20.4296   0         246.7
-39.7326  21.1262   0         242.6
-39.3579  21.8164   0         241.7
-38.9711  22.5      0         244.2
-38.5725  23.1767   0         239.2
-38.1622  23.8464   0         219.2
-37.7402  24.5088   0         247.6
-37.3067  25.1637   0         277.6
-36.8618  25.8109   0         260.1
-36.4058  26.4503   0         230.1
-35.9386  27.0817   0         261.7
-35.4605  27.7048   0         260.1
-34.9716  28.3194   0         258.4
-34.472   28.9254   0         250.1
-33.9619  29.5227   0         249.2
-33.4415  30.1109   0         233.4
-32.9109  30.6899   0         254.2
-32.3703  31.2596   0         240.9
-31.8198  31.8198   0         251.7
-31.2596  32.3703   0         243.4
-30.6899  32.9109   0         256.7
-30.1109  33.4415   0         232.6
-29.5227  33.9619   0         262.6
-28.9254  34.472    0         256.7
-28.3194  34.9716   0         235.1
-27.7048  35.4605   0         242.6
-27.0817  35.9386   0         247.6
-26.4503  36.4058   0         237.6
-25.8109  36.8618   0         250.9
-25.1637  37.3067   0         258.4
-24.5088  37.7402   0         243.4
-23.8464  38.1622   0         265.9
-23.1767  38.5725   0         231.7
-22.5     38.9711   0         252.6
-21.8164  39.3579   0         245.1
-21.1262  39.7326   0         242.6
-20.4296  40.0953   0         247.6
-19.7267  40.4457   0         229.2
-19.0178  40.7839   0         255.1
-18.3031  41.1095   0         244.2
-17.5829  41.4227   0         265.1
-16.8573  41.7233   0         244.2
-16.1266  42.0111   0         255.9
-15.3909  42.2862   0         208.4
-14.6506  42.5483   0         249.2
-13.9058  42.7975   0         233.4
-13.1567  43.0337   0         242.6
-12.4037  43.2568   0         222.6
-11.6469  43.4667   0         225.1
-10.8865  43.6633   0         248.4
-10.1228  43.8466   0         217.6
-9.35603  44.0166   0         229.2
-8.5864   44.1732   0         235.1
-7.81417  44.3163   0         230.1
-7.03955  44.446    0         237.6
-6.26279  44.5621   0         240.9
-5.48412  44.6646   0         268.4
-4.70378  44.7535   0         235.1
-3.92201  44.8288   0         249.2
-3.13904  44.8904   0         -1.0
-2.35512  44.9383   0         -1.0
-1.57048  44.9726   0         -1.0
-0.78536  44.9931   0         -1.0
0         45        0         -1.0
0         40        0         -1.0
0.6981    39.9939   0         -1.0
1.39598   39.9756   0         -1.0
2.09344   39.9452   0         251.7
2.79026   39.9026   0         244.2
3.48623   39.8478   0         235.9
4.18114   39.7809   0         247.6
4.87477   39.7019   0         243.4
5.56692   39.6107   0         227.6
6.25738   39.5075   0         249.2
6.94593   39.3923   0         247.6
7.63236   39.2651   0         245.9
8.31647   39.1259   0         254.2
8.99804   38.9748   0         270.9
9.67688   38.8118   0         235.1
10.3528   38.637    0         254.2
11.0255   38.4505   0         268.4
11.6949   38.2522   0         225.9
12.3607   38.0423   0         255.1
13.0227   37.8207   0         250.1
13.6808   37.5877   0         254.2
14.3347   37.3432   0         229.2
14.9843   37.0874   0         255.9
15.6293   36.8202   0         242.6
16.2695   36.5418   0         237.6
16.9047   36.2523   0         220.1
17.5348   35.9518   0         268.4
18.1596   35.6403   0         231.7
18.7789   35.3179   0         228.4
19.3924   34.9848   0         223.4
20        34.641    0         226.7
20.6015   34.2867   0         230.1
21.1968   33.9219   0         237.6
21.7856   33.5468   0         228.4
22.3677   33.1615   0         246.7
22.9431   32.7661   0         201.7
23.5114   32.3607   0         245.1
24.0726   31.9454   0         263.4
24.6265   31.5204   0         232.6
25.1728   31.0858   0         215.1
25.7115   30.6418   0         210.0
26.2424   30.1884   0         231.7
26.7652   29.7258   0         209.2
27.2799   29.2541   0         228.4
27.7863   28.7736   0         240.1
28.2843   28.2843   0         224.2
28.7736   27.7863   0         212.5
29.2541   27.2799   0         236.7
29.7258   26.7652   0         245.9
30.1884   26.2424   0         218.4
30.6418   25.7115   0         227.6
31.0858   25.1728   0         218.4
31.5204   24.6265   0         218.4
31.9454   24.0726   0         244.2
32.3607   23.5114   0         226.7
32.7661   22.9431   0         260.9
33.1615   22.3677   0         255.9
33.5468   21.7856   0         241.7
33.9219   21.1968   0         225.9
34.2867   20.6015   0         264.2
34.641    20        0         238.4
34.9848   19.3924   0         250.9
35.3179   18.7789   0         232.6
35.6403   18.1596   0         235.9
35.9518   17.5348   0         239.2
36.2523   16.9047   0         225.9
36.5418   16.2695   0         224.2
36.8202   15.6293   0         272.6
37.0874   14.9843   0         235.1
37.3432   14.3347   0         243.4
37.5877   13.6808   0         242.6
37.8207   13.0227   0         233.4
38.0423   12.3607   0         230.1
38.2522   11.6949   0         244.2
38.4505   11.0255   0         240.1
38.637    10.3528   0         240.1
38.8118   9.67688   0         235.9
38.9748   8.99804   0         203.4
39.1259   8.31647   0         231.7
39.2651   7.63236   0         245.9
39.3923   6.94593   0         211.7
39.5075   6.25738   0         221.7
39.6107   5.56692   0         235.9
39.7019   4.87477   0         201.7
39.7809   4.18114   0         216.7
39.8478   3.48623   0         255.1
39.9026   2.79026   0         180.0
39.9452   2.09344   0         207.5
39.9756   1.39598   0         205.9
39.9939   0.6981    0         225.9
40        0         0         198.4
39.9939   -0.6981   0         194.2
39.9756   -1.39598  0         187.5
39.9452   -2.09344  0         187.5
39.9026   -2.79026  0         183.4
39.8478   -3.48623  0         223.4
39.7809   -4.18114  0         182.5
39.7019   -4.87477  0         202.5
39.6107   -5.56692  0         183.4
39.5075   -6.25738  0         195.0
39.3923   -6.94593  0         189.2
39.2651   -7.63236  0         191.7
39.1259   -8.31647  0         171.7
38.9748   -8.99804  0         188.4
38.8118   -9.67688  0         176.7
38.637    -10.3528  0         174.2
38.4505   -11.0255  0         188.4
38.2522   -11.6949  0         174.2
38.0423   -12.3607  0         198.4
37.8207   -13.0227  0         155.0
37.5877   -13.6808  0         183.4
37.3432   -14.3347  0         185.0
37.0874   -14.9843  0         172.5
36.8202   -15.6293  0         193.4
36.5418   -16.2695  0         178.4
36.2523   -16.9047  0         205.9
35.9518   -17.5348  0         191.7
35.6403   -18.1596  0         179.2
35.3179   -18.7789  0         189.2
34.9848   -19.3924  0         197.5
34.641    -20       0         198.4
34.2867   -20.6015  0         179.2
33.9219   -21.1968  0         210.0
33.5468   -21.7856  0         190.0
33.1615   -22.3677  0         202.5
32.7661   -22.9431  0         206.7
32.3607   -23.5114  0         175.9
31.9454   -24.0726  0         208.4
31.5204   -24.6265  0         225.1
31.0858   -25.1728  0         230.9
30.6418   -25.7115  0         207.5
30.1884   -26.2424  0         234.2
29.7258   -26.7652  0         215.0
29.2541   -27.2799  0         261.7
28.7736   -27.7863  0         220.1
28.2843   -28.2843  0         240.9
27.7863   -28.7736  0         250.9
27.2799   -29.2541  0         231.7
26.7652   -29.7258  0         256.7
26.2424   -30.1884  0         274.2
25.7115   -30.6418  0         295.1
25.1728   -31.0858  0         257.6
24.6265   -31.5204  0         260.9
24.0726   -31.9454  0         261.7
23.5114   -32.3607  0         250.1
22.9431   -32.7661  0         269.2
22.3677   -33.1615  0         278.4
21.7856   -33.5468  0         295.9
21.1968   -33.9219  0         290.9
20.6015   -34.2867  0         256.7
20        -34.641   0         272.6
19.3924   -34.9848  0         269.2
18.7789   -35.3179  0         270.1
18.1596   -35.6403  0         273.4
17.5348   -35.9518  0         262.6
16.9047   -36.2523  0         249.2
16.2695   -36.5418  0         250.9
15.6293   -36.8202  0         260.9
14.9843   -37.0874  0         245.1
14.3347   -37.3432  0         235.1
13.6808   -37.5877  0         252.6
13.0227   -37.8207  0         251.7
12.3607   -38.0423  0         247.6
11.6949   -38.2522  0         236.7
11.0255   -38.4505  0         241.7
10.3528   -38.637   0         244.2
9.67688   -38.8118  0         221.7
8.99804   -38.9748  0         255.9
8.31647   -39.1259  0         229.2
7.63236   -39.2651  0         258.4
6.94593   -39.3923  0         242.6
6.25738   -39.5075  0         224.2
5.56692   -39.6107  0         230.9
4.87477   -39.7019  0         230.9
4.18114   -39.7809  0         236.7
3.48623   -39.8478  0         220.9
2.79026   -39.9026  0         200.0
2.09344   -39.9452  0         247.6
1.39598   -39.9756  0         255.9
0.6981    -39.9939  0         255.1
0         -40       0         222.6
-0.6981   -39.9939  0         230.1
-1.39598  -39.9756  0         225.9
-2.09344  -39.9452  0         243.4
-2.79026  -39.9026  0         247.6
-3.48623  -39.8478  0         225.9
-4.18114  -39.7809  0         233.4
-4.87477  -39.7019  0         263.4
-5.56692  -39.6107  0         265.1
-6.25738  -39.5075  0         247.6
-6.94593  -39.3923  0         280.1
-7.63236  -39.2651  0         263.4
-8.31647  -39.1259  0         260.9
-8.99804  -38.9748  0         228.4
-9.67688  -38.8118  0         285.1
-10.3528  -38.637   0         243.4
-11.0255  -38.4505  0         285.1
-11.6949  -38.2522  0         272.6
-12.3607  -38.0423  0         270.1
-13.0227  -37.8207  0         248.4
-13.6808  -37.5877  0         250.1
-14.3347  -37.3432  0         247.6
-14.9843  -37.0874  0         272.6
-15.6293  -36.8202  0         260.9
-16.2695  -36.5418  0         272.6
-16.9047  -36.2523  0         253.4
-17.5348  -35.9518  0         268.4
-18.1596  -35.6403  0         259.2
-18.7789  -35.3179  0         264.2
-19.3924  -34.9848  0         278.4
-20       -34.641   0         260.1
-20.6015  -34.2867  0         297.6
-21.1968  -33.9219  0         295.1
-21.7856  -33.5468  0         283.4
-22.3677  -33.1615  0         275.1
-22.9431  -32.7661  0         287.6
-23.5114  -32.3607  0         286.8
-24.0726  -31.9454  0         292.6
-24.6265  -31.5204  0         285.1
-25.1728  -31.0858  0         280.1
-25.7115  -30.6418  0         267.6
-26.2424  -30.1884  0         289.3
-26.7652  -29.7258  0         264.2
-27.2799  -29.2541  0         262.6
-27.7863  -28.7736  0         245.1
-28.2843  -28.2843  0         250.9
-28.7736  -27.7863  0         232.6
-29.2541  -27.2799  0         240.1
-29.7258  -26.7652  0         254.2
-30.1884  -26.2424  0         267.6
-30.6418  -25.7115  0         265.1
-31.0858  -25.1728  0         278.4
-31.5204  -24.6265  0         260.1
-31.9454  -24.0726  0         251.7
-32.3607  -23.5114  0         247.6
-32.7661  -22.9431  0         250.1
-33.1615  -22.3677  0         262.6
-33.5468  -21.7856  0         227.6
-33.9219  -21.1968  0         256.7
-34.2867  -20.6015  0         259.2
-34.641   -20       0         287.6
-34.9848  -19.3924  0         235.9
-35.3179  -18.7789  0         262.6
-35.6403  -18.1596  0         258.4
-35.9518  -17.5348  0         210.9
-36.2523  -16.9047  0         235.1
-36.5418  -16.2695  0         275.9
-36.8202  -15.6293  0         265.9
-37.0874  -14.9843  0         235.1
-37.3432  -14.3347  0         269.2
-37.5877  -13.6808  0         240.1
-37.8207  -13.0227  0         250.1
-38.0423  -12.3607  0         238.4
-38.2522  -11.6949  0         256.7
-38.4505  -11.0255  0         244.2
-38.637   -10.3528  0         259.2
-38.8118  -9.67688  0         225.1
-38.9748  -8.99804  0         235.9
-39.1259  -8.31647  0         241.7
-39.2651  -7.63236  0         227.6
-39.3923  -6.94593  0         265.9
-39.5075  -6.25738  0         227.6
-39.6107  -5.56692  0         243.4
-39.7019  -4.87477  0         230.9
-39.7809  -4.18114  0         248.4
-39.8478  -3.48623  0         270.1
-39.9026  -2.79026  0         203.4
-39.9452  -2.09344  0         227.6
-39.9756  -1.39598  0         255.9
-39.9939  -0.6981   0         231.7
-40       0         0         262.6
-39.9939  0.6981    0         239.2
-39.9756  1.39598   0         245.1
-39.9452  2.09344   0         255.1
-39.9026  2.79026   0         220.1
-39.8478  3.48623   0         249.2
-39.7809  4.18114   0         255.9
-39.7019  4.87477   0         247.6
-39.6107  5.56692   0         237.6
-39.5075  6.25738   0         241.7
-39.3923  6.94593   0         254.2
-39.2651  7.63236   0         250.1
-39.1259  8.31647   0         234.2
-38.9748  8.99804   0         218.4
-38.8118  9.67688   0         235.1
-38.637   10.3528   0         261.7
-38.4505  11.0255   0         243.4
-38.2522  11.6949   0         232.6
-38.0423  12.3607   0         238.4
-37.8207  13.0227   0         258.4
-37.5877  13.6808   0         196.7
-37.3432  14.3347   0         229.2
-37.0874  14.9843   0         225.9
-36.8202  15.6293   0         218.4
-36.5418  16.2695   0         254.2
-36.2523  16.9047   0         235.9
-35.9518  17.5348   0         214.2
-35.6403  18.1596   0         240.1
-35.3179  18.7789   0         210.0
-34.9848  19.3924   0         242.6
-34.641   20        0         223.4
-34.2867  20.6015   0         232.6
-33.9219  21.1968   0         209.2
-33.5468  21.7856   0         252.6
-33.1615  22.3677   0         231.7
-32.7661  22.9431   0         222.6
-32.3607  23.5114   0         210.0
-31.9454  24.0726   0         251.7
-31.5204  24.6265   0         236.7
-31.0858  25.1728   0         235.9
-30.6418  25.7115   0         227.6
-30.1884  26.2424   0         237.6
-29.7258  26.7652   0         230.1
-29.2541  27.2799   0         235.1
-28.7736  27.7863   0         248.4
-28.2843  28.2843   0         215.9
-27.7863  28.7736   0         244.2
-27.2799  29.2541   0         230.9
-26.7652  29.7258   0         248.4
-26.2424  30.1884   0         260.1
-25.7115  30.6418   0         234.2
-25.1728  31.0858   0         238.4
-24.6265  31.5204   0         230.1
-24.0726  31.9454   0         235.1
-23.5114  32.3607   0         221.7
-22.9431  32.7661   0         245.9
-22.3677  33.1615   0         244.2
-21.7856  33.5468   0         250.9
-21.1968  33.9219   0         256.7
-20.6015  34.2867   0         227.6
-20       34.641    0         235.9
-19.3924  34.9848   0         250.1
-18.7789  35.3179   0         250.1
-18.1596  35.6403   0         258.4
-17.5348  35.9518   0         254.2
-16.9047  36.2523   0         240.1
-16.2695  36.5418   0         237.6
-15.6293  36.8202   0         219.2
-14.9843  37.0874   0         205.0
-14.3347  37.3432   0         231.7
-13.6808  37.5877   0         246.7
-13.0227  37.8207   0         240.1
-12.3607  38.0423   0         250.9
-11.6949  38.2522   0         217.6
-11.0255  38.4505   0         230.9
-10.3528  38.637    0         234.2
-9.67688  38.8118   0         205.9
-8.99804  38.9748   0         239.2
-8.31647  39.1259   0         222.6
-7.63236  39.2651   0         226.7
-6.94593  39.3923   0         225.9
-6.25738  39.5075   0         245.1
-5.56692  39.6107   0         241.7
-4.87477  39.7019   0         232.6
-4.18114  39.7809   0         249.2
-3.48623  39.8478   0         250.1
-2.79026  39.9026   0         250.1
-2.09344  39.9452   0         -1.0
-1.39598  39.9756   0         -1.0
-0.6981   39.9939   0         -1.0
0         40        0         -1.0
0         35        0         -1.0
0.61083   34.9947   0         -1.0
1.22148   34.9787   0         -1.0
1.83176   34.952    0         -1.0
2.44148   34.9147   0         230.9
3.05045   34.8668   0         224.2
3.6585    34.8083   0         264.2
4.26543   34.7391   0         250.9
4.87106   34.6594   0         213.4
5.47521   34.5691   0         231.7
6.07769   34.4683   0         224.2
6.67831   34.3569   0         264.2
7.27691   34.2352   0         238.4
7.87329   34.1029   0         211.7
8.46727   33.9603   0         221.7
9.05867   33.8074   0         221.7
9.64731   33.6442   0         209.2
10.233    33.4707   0         223.4
10.8156   33.287    0         254.2
11.3949   33.0932   0         256.7
11.9707   32.8892   0         236.7
12.5429   32.6753   0         225.1
13.1112   32.4514   0         231.7
13.6756   32.2177   0         229.2
14.2358   31.9741   0         205.9
14.7916   31.7208   0         244.2
15.343    31.4578   0         227.6
15.8897   31.1852   0         235.1
16.4315   30.9032   0         216.7
16.9683   30.6117   0         210.9
17.5      30.3109   0         227.6
18.0263   30.0009   0         237.6
18.5472   29.6817   0         256.7
19.0624   29.3535   0         242.6
19.5718   29.0163   0         229.2
20.0752   28.6703   0         196.7
20.5725   28.3156   0         251.7
21.0635   27.9522   0         205.0
21.5481   27.5804   0         202.5
22.0262   27.2001   0         216.7
22.4976   26.8116   0         214.2
22.9621   26.4148   0         205.9
23.4196   26.0101   0         245.1
23.8699   25.5974   0         208.4
24.313    25.1769   0         244.2
24.7487   24.7487   0         240.1
25.1769   24.313    0         197.5
25.5974   23.8699   0         214.2
26.0101   23.4196   0         236.7
26.4148   22.9621   0         220.1
26.8116   22.4976   0         229.2
27.2001   22.0262   0         206.7
27.5804   21.5481   0         234.2
27.9522   21.0635   0         230.1
28.3156   20.5725   0         222.6
28.6703   20.0752   0         233.4
29.0163   19.5718   0         240.9
29.3535   19.0624   0         226.7
29.6817   18.5472   0         237.6
30.0009   18.0263   0         230.9
30.3109   17.5      0         230.9
30.6117   16.9683   0         240.1
30.9032   16.4315   0         229.2
31.1852   15.8897   0         210.0
31.4578   15.343    0         198.4
31.7208   14.7916   0         219.2
31.9741   14.2358   0         235.9
32.2177   13.6756   0         254.2
32.4514   13.1112   0         253.4
32.6753   12.5429   0         232.6
32.8892   11.9707   0         243.4
33.0932   11.3949   0         220.1
33.287    10.8156   0         244.2
33.4707   10.233    0         232.6
33.6442   9.64731   0         207.5
33.8074   9.05867   0         221.7
33.9603   8.46727   0         233.4
34.1029   7.87329   0         205.0
34.2352   7.27691   0         223.4
34.3569   6.67831   0         206.7
34.4683   6.07769   0         201.7
34.5691   5.47521   0         196.7
34.6594   4.87106   0         216.7
34.7391   4.26543   0         223.4
34.8083   3.6585    0         190.9
34.8668   3.05045   0         202.5
34.9147   2.44148   0         215.9
34.952    1.83176   0         227.6
34.9787   1.22148   0         193.4
34.9947   0.61083   0         215.0
35        0         0         217.6
34.9947   -0.61083  0         207.5
34.9787   -1.22148  0         216.7
34.952    -1.83176  0         190.9
34.9147   -2.44148  0         180.9
34.8668   -3.05045  0         175.9
34.8083   -3.6585   0         208.4
34.7391   -4.26543  0         177.5
34.6594   -4.87106  0         208.4
34.5691   -5.47521  0         210.0
34.4683   -6.07769  0         197.5
34.3569   -6.67831  0         197.5
34.2352   -7.27691  0         204.2
34.1029   -7.87329  0         197.5
33.9603   -8.46727  0         181.7
33.8074   -9.05867  0         215.0
33.6442   -9.64731  0         197.5
33.4707   -10.233   0         177.5
33.287    -10.8156  0         198.4
33.0932   -11.3949  0         199.2
32.8892   -11.9707  0         205.0
32.6753   -12.5429  0         214.2
32.4514   -13.1112  0         191.7
32.2177   -13.6756  0         190.0
31.9741   -14.2358  0         196.7
31.7208   -14.7916  0         187.5
31.4578   -15.343   0         205.0
31.1852   -15.8897  0         187.5
30.9032   -16.4315  0         189.2
30.6117   -16.9683  0         176.7
30.3109   -17.5     0         208.4
30.0009   -18.0263  0         220.9
29.6817   -18.5472  0         203.4
29.3535   -19.0624  0         203.4
29.0163   -19.5718  0         204.2
28.6703   -20.0752  0         234.2
28.3156   -20.5725  0         217.6
27.9522   -21.0635  0         195.0
27.5804   -21.5481  0         235.1
27.2001   -22.0262  0         218.4
26.8116   -22.4976  0         229.2
26.4148   -22.9621  0         226.7
26.0101   -23.4196  0         236.7
25.5974   -23.8699  0         269.2
25.1769   -24.313   0         255.1
24.7487   -24.7487  0         244.2
24.313    -25.1769  0         270.9
23.8699   -25.5974  0         240.9
23.4196   -26.0101  0         255.1
22.9621   -26.4148  0         253.4
22.4976   -26.8116  0         228.4
22.0262   -27.2001  0         277.6
21.5481   -27.5804  0         248.4
21.0635   -27.9522  0         292.6
20.5725   -28.3156  0         270.1
20.0752   -28.6703  0         262.6
19.5718   -29.0163  0         280.1
19.0624   -29.3535  0         270.1
18.5472   -29.6817  0         253.4
18.0263   -30.0009  0         263.4
17.5      -30.3109  0         253.4
16.9683   -30.6117  0         259.2
16.4315   -30.9032  0         245.1
15.8897   -31.1852  0         240.9
15.343    -31.4578  0         275.1
14.7916   -31.7208  0         238.4
14.2358   -31.9741  0         247.6
13.6756   -32.2177  0         266.7
13.1112   -32.4514  0         215.9
12.5429   -32.6753  0         220.1
11.9707   -32.8892  0         217.6
11.3949   -33.0932  0         238.4
10.8156   -33.287   0         235.1
10.233    -33.4707  0         215.9
9.64731   -33.6442  0         261.7
9.05867   -33.8074  0         216.7
8.46727   -33.9603  0         239.2
7.87329   -34.1029  0         237.6
7.27691   -34.2352  0         206.7
6.67831   -34.3569  0         216.7
6.07769   -34.4683  0         260.1
5.47521   -34.5691  0         225.1
4.87106   -34.6594  0         245.9
4.26543   -34.7391  0         220.1
3.6585    -34.8083  0         243.4
3.05045   -34.8668  0         234.2
