X         Y         Z         data
69.4782   -8.53085  0         156.7
69.3188   -9.74212  0         170.9
69.1382   -10.9504  0         162.5
68.9365   -12.1554  0         148.4
68.7139   -13.3566  0         155.0
68.4703   -14.5538  0         159.2
68.2059   -15.7466  0         149.2
67.9207   -16.9345  0         160.9
67.6148   -18.1173  0         183.4
67.2883   -19.2946  0         155.0
66.9413   -20.466   0         182.5
66.574    -21.6312  0         169.2
66.1863   -22.7898  0         148.4
65.7785   -23.9414  0         153.4
65.3506   -25.0858  0         162.5
64.9029   -26.2225  0         151.7
64.4353   -27.3512  0         155.0
63.9482   -28.4716  0         153.4
63.4415   -29.5833  0         148.4
62.9156   -30.686   0         160.0
62.3705   -31.7793  0         163.4
61.8063   -32.863   0         160.9
61.2234   -33.9367  0         177.5
60.6218   -35       0         172.5
60.0017   -36.0527  0         157.5
59.3634   -37.0943  0         187.5
58.7069   -38.1247  0         160.0
58.0326   -39.1435  0         175.0
57.3406   -40.1504  0         185.9
56.6312   -41.145   0         177.5
55.9045   -42.127   0         166.7
55.1608   -43.0963  0         203.4
54.4002   -44.0524  0         202.5
53.6231   -44.9951  0         175.0
52.8297   -45.9241  0         224.2
52.0201   -46.8391  0         220.1
51.1948   -47.7399  0         192.5
50.3538   -48.6261  0         228.4
49.4975   -49.4975  0         235.9
48.6261   -50.3538  0         227.6
47.7399   -51.1948  0         234.2
46.8391   -52.0201  0         243.4
45.9241   -52.8297  0         252.6
44.9951   -53.6231  0         245.1
44.0524   -54.4002  0         229.2
43.0963   -55.1608  0         264.2
42.127    -55.9045  0         245.1
41.145    -56.6312  0         250.1
40.1504   -57.3406  0         262.6
39.1435   -58.0326  0         262.6
38.1247   -58.7069  0         233.4
37.0943   -59.3634  0         223.4
36.0527   -60.0017  0         215.1
35        -60.6218  0         231.7
33.9367   -61.2234  0         229.2
32.863    -61.8063  0         244.2
31.7793   -62.3705  0         218.4
30.686    -62.9156  0         230.1
29.5833   -63.4415  0         234.2
28.4716   -63.9482  0         223.4
27.3512   -64.4353  0         217.6
26.2225   -64.9029  0         220.1
25.0858   -65.3506  0         221.7
23.9414   -65.7785  0         242.6
22.7898   -66.1863  0         235.1
21.6312   -66.574   0         226.7
20.466    -66.9413  0         240.9
19.2946   -67.2883  0         241.7
18.1173   -67.6148  0         245.9
16.9345   -67.9207  0         256.7
15.7466   -68.2059  0         230.9
14.5538   -68.4703  0         225.1
13.3566   -68.7139  0         252.6
12.1554   -68.9365  0         242.6
10.9504   -69.1382  0         240.9
9.74212   -69.3188  0         274.2
8.53085   -69.4782  0         231.7
7.31699   -69.6165  0         269.2
6.1009    -69.7336  0         274.2
4.88295   -69.8295  0         275.9
3.66352   -69.9041  0         323.4
2.44296   -69.9574  0         320.1
1.22167   -69.9893  0         321.8
0         -70       0         331.0
-1.22167  -69.9893  0         331.0
-2.44296  -69.9574  0         341.0
-3.66352  -69.9041  0         325.1
-4.88295  -69.8295  0         355.1
-6.1009   -69.7336  0         317.6
-7.31699  -69.6165  0         344.3
-8.53085  -69.4782  0         331.8
-9.74212  -69.3188  0         362.6
-10.9504  -69.1382  0         341.0
-12.1554  -68.9365  0         364.3
-13.3566  -68.7139  0         321.8
-14.5538  -68.4703  0         342.6
-15.7466  -68.2059  0         361.0
-16.9345  -67.9207  0         290.9
-18.1173  -67.6148  0         318.4
-19.2946  -67.2883  0         298.4
-20.466   -66.9413  0         291.8
-21.6312  -66.574   0         264.2
-22.7898  -66.1863  0         268.4
-23.9414  -65.7785  0         247.6
-25.0858  -65.3506  0         250.1
-26.2225  -64.9029  0         222.6
-27.3512  -64.4353  0         274.2
-28.4716  -63.9482  0         263.4
-29.5833  -63.4415  0         237.6
-30.686   -62.9156  0         236.7
-31.7793  -62.3705  0         235.1
-32.863   -61.8063  0         210.9
-33.9367  -61.2234  0         200.9
-35       -60.6218  0         246.7
-36.0527  -60.0017  0         233.4
-37.0943  -59.3634  0         245.1
-38.1247  -58.7069  0         210.0
-39.1435  -58.0326  0         222.6
-40.1504  -57.3406  0         229.2
-41.145   -56.6312  0         222.6
-42.127   -55.9045  0         224.2
-43.0963  -55.1608  0         257.6
-44.0524  -54.4002  0         224.2
-44.9951  -53.6231  0         246.7
-45.9241  -52.8297  0         230.9
-46.8391  -52.0201  0         237.6
-47.7399  -51.1948  0         246.7
-48.6261  -50.3538  0         222.6
-49.4975  -49.4975  0         249.2
-50.3538  -48.6261  0         260.1
-51.1948  -47.7399  0         267.6
-52.0201  -46.8391  0         248.4
-52.8297  -45.9241  0         264.2
-53.6231  -44.9951  0         248.4
-54.4002  -44.0524  0         258.4
-55.1608  -43.0963  0         253.4
-55.9045  -42.127   0         265.9
-56.6312  -41.145   0         228.4
-57.3406  -40.1504  0         238.4
-58.0326  -39.1435  0         224.2
-58.7069  -38.1247  0         231.7
-59.3634  -37.0943  0         261.7
-60.0017  -36.0527  0         221.7
-60.6218  -35       0         234.2
-61.2234  -33.9367  0         224.2
-61.8063  -32.863   0         219.2
-62.3705  -31.7793  0         211.7
-62.9156  -30.686   0         207.5
-63.4415  -29.5833  0         215.1
-63.9482  -28.4716  0         198.4
-64.4353  -27.3512  0         208.4
-64.9029  -26.2225  0         166.7
-65.3506  -25.0858  0         195.0
-65.7785  -23.9414  0         203.4
-66.1863  -22.7898  0         196.7
-66.574   -21.6312  0         182.5
-66.9413  -20.466   0         185.9
-67.2883  -19.2946  0         200.9
-67.6148  -18.1173  0         217.6
-67.9207  -16.9345  0         168.4
-68.2059  -15.7466  0         162.5
-68.4703  -14.5538  0         191.7
-68.7139  -13.3566  0         213.4
-68.9365  -12.1554  0         192.5
-69.1382  -10.9504  0         204.2
-69.3188  -9.74212  0         188.4
-69.4782  -8.53085  0         195.9
-69.6165  -7.31699  0         193.4
-69.7336  -6.1009   0         212.5
-69.8295  -4.88295  0         161.7
-69.9041  -3.66352  0         174.2
-69.9574  -2.44296  0         180.0
-69.9893  -1.22167  0         201.7
-70       0         0         211.7
-69.9893  1.22167   0         200.9
-69.9574  2.44296   0         182.5
-69.9041  3.66352   0         179.2
-69.8295  4.88295   0         203.4
-69.7336  6.1009    0         180.9
-69.6165  7.31699   0         186.7
-69.4782  8.53085   0         201.7
-69.3188  9.74212   0         181.7
-69.1382  10.9504   0         185.9
-68.9365  12.1554   0         201.7
-68.7139  13.3566   0         206.7
-68.4703  14.5538   0         162.5
-68.2059  15.7466   0         162.5
-67.9207  16.9345   0         203.4
-67.6148  18.1173   0         194.2
-67.2883  19.2946   0         160.9
-66.9413  20.466    0         173.4
-66.574   21.6312   0         178.4
-66.1863  22.7898   0         189.2
-65.7785  23.9414   0         220.9
-65.3506  25.0858   0         163.4
-64.9029  26.2225   0         180.9
-64.4353  27.3512   0         197.5
-63.9482  28.4716   0         185.0
-63.4415  29.5833   0         188.4
-62.9156  30.686    0         181.7
-62.3705  31.7793   0         194.2
-61.8063  32.863    0         182.5
-61.2234  33.9367   0         193.4
-60.6218  35        0         190.9
-60.0017  36.0527   0         162.5
-59.3634  37.0943   0         185.0
-58.7069  38.1247   0         155.9
-58.0326  39.1435   0         193.4
-57.3406  40.1504   0         192.5
-56.6312  41.145    0         185.0
-55.9045  42.127    0         180.9
-55.1608  43.0963   0         175.9
-54.4002  44.0524   0         197.5
-53.6231  44.9951   0         161.7
-52.8297  45.9241   0         171.7
-52.0201  46.8391   0         179.2
-51.1948  47.7399   0         175.0
-50.3538  48.6261   0         167.5
-49.4975  49.4975   0         189.2
-48.6261  50.3538   0         187.5
-47.7399  51.1948   0         169.2
-46.8391  52.0201   0         169.2
-45.9241  52.8297   0         154.2
-44.9951  53.6231   0         187.5
-44.0524  54.4002   0         179.2
-43.0963  55.1608   0         204.2
-42.127   55.9045   0         197.5
-41.145   56.6312   0         199.2
-40.1504  57.3406   0         200.9
-39.1435  58.0326   0         198.4
-38.1247  58.7069   0         205.9
-37.0943  59.3634   0         208.4
-36.0527  60.0017   0         190.0
-35       60.6218   0         225.9
-33.9367  61.2234   0         240.9
-32.863   61.8063   0         233.4
-31.7793  62.3705   0         244.2
-30.686   62.9156   0         247.6
-29.5833  63.4415   0         234.2
-28.4716  63.9482   0         272.6
-27.3512  64.4353   0         276.7
-26.2225  64.9029   0         277.6
-25.0858  65.3506   0         265.9
-23.9414  65.7785   0         270.1
-22.7898  66.1863   0         274.2
-21.6312  66.574    0         320.1
-20.466   66.9413   0         280.9
-19.2946  67.2883   0         326.8
-18.1173  67.6148   0         283.4
-16.9345  67.9207   0         295.9
-15.7466  68.2059   0         275.9
-14.5538  68.4703   0         296.8
-13.3566  68.7139   0         315.9
-12.1554  68.9365   0         284.3
-10.9504  69.1382   0         283.4
-9.74212  69.3188   0         264.2
-8.53085  69.4782   0         -1.0
-7.31699  69.6165   0         -1.0
-6.1009   69.7336   0         -1.0
-4.88295  69.8295   0         -1.0
-3.66352  69.9041   0         -1.0
-2.44296  69.9574   0         -1.0
-1.22167  69.9893   0         256.7
0         70        0         265.9
0         65        0         301.8
1.13441   64.9901   0         263.4
2.26847   64.9604   0         275.9
3.40184   64.9109   0         255.9
4.53417   64.8417   0         249.2
5.66512   64.7527   0         292.6
6.79435   64.6439   0         349.3
7.92151   64.5155   0         273.4
9.04625   64.3674   0         285.1
10.1682   64.1997   0         336.8
11.2871   64.0125   0         287.6
12.4026   63.8058   0         316.8
13.5143   63.5796   0         319.3
14.6218   63.334    0         356.0
15.7249   63.0692   0         335.1
16.8232   62.7852   0         376.8
17.9164   62.482    0         361.8
19.0042   62.1598   0         357.6
20.0861   61.8187   0         362.6
21.1619   61.4587   0         341.8
22.2313   61.08     0         357.6
23.2939   60.6827   0         378.5
24.3494   60.267    0         410.2
25.3975   59.8328   0         361.0
26.4379   59.3805   0         372.6
27.4702   58.91     0         354.3
28.4941   58.4216   0         351.8
29.5094   57.9154   0         298.4
30.5157   57.3916   0         373.5
31.5126   56.8503   0         319.3
32.5      56.2916   0         317.6
33.4775   55.7159   0         310.9
34.4447   55.1231   0         336.8
35.4015   54.5136   0         311.8
36.3475   53.8874   0         292.6
37.2825   53.2449   0         312.6
38.206    52.5861   0         284.3
39.118    51.9113   0         294.3
40.018    51.2207   0         294.3
40.9058   50.5145   0         295.1
41.7812   49.7929   0         290.9
42.6438   49.0561   0         266.7
43.4935   48.3044   0         270.1
44.3299   47.538    0         278.4
45.1528   46.7571   0         283.4
45.9619   45.9619   0         255.1
46.7571   45.1528   0         266.7
47.538    44.3299   0         249.2
48.3044   43.4935   0         259.2
49.0561   42.6438   0         265.1
49.7929   41.7812   0         261.7
50.5145   40.9058   0         254.2
51.2207   40.018    0         247.6
51.9113   39.118    0         269.2
52.5861   38.206    0         263.4
53.2449   37.2825   0         253.4
53.8874   36.3475   0         256.7
54.5136   35.4015   0         250.1
55.1231   34.4447   0         263.4
55.7159   33.4775   0         271.7
56.2916   32.5      0         254.2
56.8503   31.5126   0         270.1
57.3916   30.5157   0         245.9
57.9154   29.5094   0         290.1
58.4216   28.4941   0         250.9
58.91     27.4702   0         275.9
59.3805   26.4379   0         236.7
59.8328   25.3975   0         280.9
60.267    24.3494   0         250.9
60.6827   23.2939   0         261.7
61.08     22.2313   0         282.6
61.4587   21.1619   0         260.1
61.8187   20.0861   0         269.2
62.1598   19.0042   0         262.6
62.482    17.9164   0         235.9
62.7852   16.8232   0         247.6
63.0692   15.7249   0         253.4
63.334    14.6218   0         234.2
63.5796   13.5143   0         209.2
63.8058   12.4026   0         210.0
64.0125   11.2871   0         209.2
64.1997   10.1682   0         204.2
64.3674   9.04625   0         205.9
64.5155   7.92151   0         214.2
64.6439   6.79435   0         183.4
64.7527   5.66512   0         185.9
64.8417   4.53417   0         179.2
64.9109   3.40184   0         180.9
64.9604   2.26847   0         176.7
64.9901   1.13441   0         138.4
65        0         0         178.4
64.9901   -1.13441  0         167.5
64.9604   -2.26847  0         163.4
64.9109   -3.40184  0         182.5
64.8417   -4.53417  0         152.5
64.7527   -5.66512  0         166.7
64.6439   -6.79435  0         182.5
64.5155   -7.92151  0         180.9
64.3674   -9.04625  0         192.5
64.1997   -10.1682  0         159.2
64.0125   -11.2871  0         151.7
63.8058   -12.4026  0         156.7
63.5796   -13.5143  0         169.2
63.334    -14.6218  0         170.9
63.0692   -15.7249  0         175.0
62.7852   -16.8232  0         179.2
62.482    -17.9164  0         165.0
62.1598   -19.0042  0         155.0
61.8187   -20.0861  0         165.9
61.4587   -21.1619  0         188.4
61.08     -22.2313  0         195.0
60.6827   -23.2939  0         155.9
60.267    -24.3494  0         156.7
59.8328   -25.3975  0         160.9
59.3805   -26.4379  0         174.2
58.91     -27.4702  0         143.4
58.4216   -28.4941  0         166.7
57.9154   -29.5094  0         169.2
57.3916   -30.5157  0         166.7
56.8503   -31.5126  0         155.9
56.2916   -32.5     0         170.0
55.7159   -33.4775  0         169.2
55.1231   -34.4447  0         171.7
54.5136   -35.4015  0         173.4
53.8874   -36.3475  0         179.2
53.2449   -37.2825  0         182.5
52.5861   -38.206   0         174.2
51.9113   -39.118   0         165.0
51.2207   -40.018   0         166.7
50.5145   -40.9058  0         182.5
49.7929   -41.7812  0         196.7
49.0561   -42.6438  0         174.2
48.3044   -43.4935  0         176.7
47.538    -44.3299  0         179.2
46.7571   -45.1528  0         195.0
45.9619   -45.9619  0         225.1
45.1528   -46.7571  0         249.2
44.3299   -47.538   0         228.4
43.4935   -48.3044  0         196.7
42.6438   -49.0561  0         240.1
41.7812   -49.7929  0         272.6
40.9058   -50.5145  0         265.9
40.018    -51.2207  0         270.9
39.118    -51.9113  0         275.1
38.206    -52.5861  0         276.8
37.2825   -53.2449  0         260.9
36.3475   -53.8874  0         278.4
35.4015   -54.5136  0         266.7
34.4447   -55.1231  0         257.6
33.4775   -55.7159  0         242.6
32.5      -56.2916  0         239.2
31.5126   -56.8503  0         252.6
30.5157   -57.3916  0         244.2
29.5094   -57.9154  0         243.4
28.4941   -58.4216  0         249.2
27.4702   -58.91    0         251.7
26.4379   -59.3805  0         274.2
25.3975   -59.8328  0         243.4
24.3494   -60.267   0         245.9
23.2939   -60.6827  0         248.4
22.2313   -61.08    0         254.2
21.1619   -61.4587  0         240.9
20.0861   -61.8187  0         240.1
19.0042   -62.1598  0         259.2
17.9164   -62.482   0         226.7
16.8232   -62.7852  0         250.1
15.7249   -63.0692  0         250.1
14.6218   -63.334   0         228.4
13.5143   -63.5796  0         248.4
12.4026   -63.8058  0         261.7
11.2871   -64.0125  0         257.6
10.1682   -64.1997  0         248.4
9.04625   -64.3674  0         244.2
7.92151   -64.5155  0         242.6
6.79435   -64.6439  0         255.1
5.66512   -64.7527  0         236.7
4.53417   -64.8417  0         245.9
3.40184   -64.9109  0         275.1
2.26847   -64.9604  0         267.6
1.13441   -64.9901  0         279.3
0         -65       0         283.4
-1.13441  -64.9901  0         319.3
-2.26847  -64.9604  0         281.8
-3.40184  -64.9109  0         322.6
-4.53417  -64.8417  0         299.3
-5.66512  -64.7527  0         293.4
-6.79435  -64.6439  0         343.5
-7.92151  -64.5155  0         334.3
-9.04625  -64.3674  0         326.8
-10.1682  -64.1997  0         358.5
-11.2871  -64.0125  0         325.1
-12.4026  -63.8058  0         336.8
-13.5143  -63.5796  0         341.8
-14.6218  -63.334   0         365.1
-15.7249  -63.0692  0         326.8
-16.8232  -62.7852  0         319.3
-17.9164  -62.482   0         345.1
-19.0042  -62.1598  0         319.3
-20.0861  -61.8187  0         341.0
-21.1619  -61.4587  0         299.3
-22.2313  -61.08    0         260.9
-23.2939  -60.6827  0         300.9
-24.3494  -60.267   0         310.9
-25.3975  -59.8328  0         270.1
-26.4379  -59.3805  0         280.1
-27.4702  -58.91    0         259.2
-28.4941  -58.4216  0         280.9
-29.5094  -57.9154  0         254.2
-30.5157  -57.3916  0         262.6
-31.5126  -56.8503  0         237.6
-32.5     -56.2916  0         228.4
-33.4775  -55.7159  0         264.2
-34.4447  -55.1231  0         245.1
-35.4015  -54.5136  0         237.6
-36.3475  -53.8874  0         222.6
-37.2825  -53.2449  0         238.4
-38.206   -52.5861  0         254.2
-39.118   -51.9113  0         230.1
-40.018   -51.2207  0         233.4
-40.9058  -50.5145  0         237.6
-41.7812  -49.7929  0         240.9
-42.6438  -49.0561  0         224.2
-43.4935  -48.3044  0         231.7
-44.3299  -47.538   0         239.2
-45.1528  -46.7571  0         276.7
-45.9619  -45.9619  0         247.6
-46.7571  -45.1528  0         261.7
-47.538   -44.3299  0         254.2
-48.3044  -43.4935  0         244.2
-49.0561  -42.6438  0         262.6
-49.7929  -41.7812  0         248.4
-50.5145  -40.9058  0         239.2
-51.2207  -40.018   0         253.4
-51.9113  -39.118   0         235.9
-52.5861  -38.206   0         250.9
-53.2449  -37.2825  0         259.2
-53.8874  -36.3475  0         287.6
-54.5136  -35.4015  0         264.2
-55.1231  -34.4447  0         224.2
-55.7159  -33.4775  0         235.9
-56.2916  -32.5     0         250.9
-56.8503  -31.5126  0         241.7
-57.3916  -30.5157  0         247.6
-57.9154  -29.5094  0         234.2
-58.4216  -28.4941  0         209.2
-58.91    -27.4702  0         216.7
-59.3805  -26.4379  0         221.7
-59.8328  -25.3975  0         207.5
-60.267   -24.3494  0         232.6
-60.6827  -23.2939  0         193.4
-61.08    -22.2313  0         209.2
-61.4587  -21.1619  0         197.5
-61.8187  -20.0861  0         210.0
-62.1598  -19.0042  0         181.7
-62.482   -17.9164  0         205.9
-62.7852  -16.8232  0         189.2
-63.0692  -15.7249  0         199.2
-63.334   -14.6218  0         181.7
-63.5796  -13.5143  0         206.7
-63.8058  -12.4026  0         217.6
-64.0125  -11.2871  0         195.9
-64.1997  -10.1682  0         185.9
-64.3674  -9.04625  0         185.9
-64.5155  -7.92151  0         198.4
-64.6439  -6.79435  0         180.9
-64.7527  -5.66512  0         190.9
-64.8417  -4.53417  0         189.2
-64.9109  -3.40184  0         176.7
-64.9604  -2.26847  0         180.9
-64.9901  -1.13441  0         175.9
-65       0         0         184.2
-64.9901  1.13441   0         177.5
-64.9604  2.26847   0         189.2
-64.9109  3.40184   0         179.2
-64.8417  4.53417   0         195.0
-64.7527  5.66512   0         164.2
-64.6439  6.79435   0         180.9
-64.5155  7.92151   0         185.9
-64.3674  9.04625   0         200.0
-64.1997  10.1682   0         179.2
-64.0125  11.2871   0         174.2
-63.8058  12.4026   0         194.2
-63.5796  13.5143   0         184.2
-63.334   14.6218   0         185.0
-63.0692  15.7249   0         213.4
-62.7852  16.8232   0         189.2
-62.482   17.9164   0         182.5
-62.1598  19.0042   0         200.0
-61.8187  20.0861   0         189.2
-61.4587  21.1619   0         200.9
-61.08    22.2313   0         184.2
-60.6827  23.2939   0         178.4
-60.267   24.3494   0         191.7
-59.8328  25.3975   0         180.9
-59.3805  26.4379   0         153.4
-58.91    27.4702   0         190.0
-58.4216  28.4941   0         164.2
-57.9154  29.5094   0         179.2
-57.3916  30.5157   0         169.2
-56.8503  31.5126   0         205.9
-56.2916  32.5      0         193.4
-55.7159  33.4775   0         171.7
-55.1231  34.4447   0         182.5
-54.5136  35.4015   0         197.5
-53.8874  36.3475   0         190.9
-53.2449  37.2825   0         173.4
-52.5861  38.206    0         172.5
-51.9113  39.118    0         178.4
-51.2207  40.018    0         192.5
-50.5145  40.9058   0         191.7
-49.7929  41.7812   0         184.2
-49.0561  42.6438   0         171.7
-48.3044  43.4935   0         197.5
-47.538   44.3299   0         198.4
-46.7571  45.1528   0         170.9
-45.9619  45.9619   0         201.7
-45.1528  46.7571   0         182.5
-44.3299  47.538    0         218.4
-43.4935  48.3044   0         205.9
-42.6438  49.0561   0         205.0
-41.7812  49.7929   0         205.9
-40.9058  50.5145   0         205.9
-40.018   51.2207   0         220.9
-39.118   51.9113   0         207.5
-38.206   52.5861   0         212.6
-37.2825  53.2449   0         190.9
-36.3475  53.8874   0         233.4
-35.4015  54.5136   0         236.7
-34.4447  55.1231   0         219.2
-33.4775  55.7159   0         229.2
-32.5     56.2916   0         246.7
-31.5126  56.8503   0         271.7
-30.5157  57.3916   0         275.1
-29.5094  57.9154   0         281.8
-28.4941  58.4216   0         292.6
-27.4702  58.91     0         285.1
-26.4379  59.3805   0         281.8
-25.3975  59.8328   0         297.6
-24.3494  60.267    0         278.4
-23.2939  60.6827   0         305.1
-22.2313  61.08     0         305.9
-21.1619  61.4587   0         311.8
-20.0861  61.8187   0         289.3
-19.0042  62.1598   0         316.8
-17.9164  62.482    0         306.8
-16.8232  62.7852   0         285.9
-15.7249  63.0692   0         296.8
-14.6218  63.334    0         264.2
-13.5143  63.5796   0         301.8
-12.4026  63.8058   0         276.7
-11.2871  64.0125   0         280.9
-10.1682  64.1997   0         252.6
-9.04625  64.3674   0         308.4
-7.92151  64.5155   0         -1.0
-6.79435  64.6439   0         -1.0
-5.66512  64.7527   0         -1.0
-4.53417  64.8417   0         -1.0
-3.40184  64.9109   0         -1.0
-2.26847  64.9604   0         -1.0
-1.13441  64.9901   0         280.9
0         65        0         264.2
0         60        0         263.4
1.04714   59.9909   0         259.2
2.09397   59.9635   0         269.2
3.14016   59.9178   0         294.3
4.18539   59.8538   0         285.1
5.22934   59.7717   0         275.1
6.27171   59.6713   0         279.3
7.31216   59.5528   0         303.4
8.35039   59.4161   0         287.6
9.38607   59.2613   0         323.4
10.4189   59.0885   0         297.6
11.4485   58.8976   0         353.5
12.4747   58.6889   0         342.6
13.4971   58.4622   0         357.6
14.5153   58.2177   0         315.9
15.5291   57.9556   0         331.8
16.5382   57.6757   0         336.0
17.5423   57.3783   0         325.9
18.541    57.0634   0         377.7
19.5341   56.7311   0         341.8
20.5212   56.3816   0         337.6
21.5021   56.0148   0         341.0
22.4764   55.631    0         309.3
23.4439   55.2303   0         330.1
24.4042   54.8127   0         338.5
25.3571   54.3785   0         332.6
26.3023   53.9276   0         324.3
27.2394   53.4604   0         343.5
28.1683   52.9769   0         325.1
29.0886   52.4772   0         305.1
30        51.9615   0         291.8
30.9023   51.43     0         299.3
31.7952   50.8829   0         327.6
32.6783   50.3202   0         298.4
33.5516   49.7422   0         268.4
34.4146   49.1491   0         281.8
35.2671   48.541    0         272.6
36.1089   47.9181   0         255.9
36.9397   47.2807   0         269.2
37.7592   46.6288   0         272.6
38.5673   45.9627   0         237.6
39.3635   45.2826   0         255.1
40.1478   44.5887   0         270.9
40.9199   43.8812   0         250.9
41.6795   43.1604   0         250.1
42.4264   42.4264   0         280.9
43.1604   41.6795   0         258.4
43.8812   40.9199   0         250.1
44.5887   40.1478   0         270.1
45.2826   39.3635   0         256.7
45.9627   38.5673   0         227.6
46.6288   37.7592   0         250.1
47.2807   36.9397   0         260.1
47.9181   36.1089   0         263.4
48.541    35.2671   0         260.9
49.1491   34.4146   0         273.4
49.7422   33.5516   0         255.9
50.3202   32.6783   0         256.7
50.8829   31.7952   0         271.7
51.43     30.9023   0         265.1
51.9615   30        0         273.4
52.4772   29.0886   0         273.4
52.9769   28.1683   0         275.1
53.4604   27.2394   0         305.1
53.9276   26.3023   0         298.4
54.3785   25.3571   0         282.6
54.8127   24.4042   0         290.1
55.2303   23.4439   0         321.8
55.631    22.4764   0         285.9
56.0148   21.5021   0         268.4
56.3816   20.5212   0         255.1
56.7311   19.5341   0         271.7
57.0634   18.541    0         267.6
57.3783   17.5423   0         260.9
57.6757   16.5382   0         259.2
57.9556   15.5291   0         251.7
58.2177   14.5153   0         220.1
58.4622   13.4971   0         215.9
58.6889   12.4747   0         206.7
58.8976   11.4485   0         200.9
59.0885   10.4189   0         208.4
59.2613   9.38607   0         202.5
59.4161   8.35039   0         209.2
59.5528   7.31216   0         172.5
59.6713   6.27171   0         189.2
59.7717   5.22934   0         161.7
59.8538   4.18539   0         190.9
59.9178   3.14016   0         170.9
59.9635   2.09397   0         190.0
59.9909   1.04714   0         173.4
60        0         0         184.2
59.9909   -1.04714  0         163.4
59.9635   -2.09397  0         179.2
59.9178   -3.14016  0         171.7
59.8538   -4.18539  0         184.2
59.7717   -5.22934  0         167.5
59.6713   -6.27171  0         178.4
59.5528   -7.31216  0         175.0
59.4161   -8.35039  0         151.7
59.2613   -9.38607  0         165.9
59.0885   -10.4189  0         175.9
58.8976   -11.4485  0         162.5
58.6889   -12.4747  0         164.2
58.4622   -13.4971  0         175.0
58.2177   -14.5153  0         162.5
57.9556   -15.5291  0         175.9
57.6757   -16.5382  0         165.0
57.3783   -17.5423  0         170.9
57.0634   -18.541   0         161.7
56.7311   -19.5341  0         147.5
56.3816   -20.5212  0         160.0
56.0148   -21.5021  0         170.9
55.631    -22.4764  0         173.4
55.2303   -23.4439  0         167.5
54.8127   -24.4042  0         145.0
54.3785   -25.3571  0         160.0
53.9276   -26.3023  0         162.5
53.4604   -27.2394  0         176.7
52.9769   -28.1683  0         188.4
52.4772   -29.0886  0         170.0
51.9615   -30       0         193.4
51.43     -30.9023  0         186.7
50.8829   -31.7952  0         196.7
50.3202   -32.6783  0         190.9
49.7422   -33.5516  0         162.5
49.1491   -34.4146  0         179.2
48.541    -35.2671  0         180.0
47.9181   -36.1089  0         183.4
47.2807   -36.9397  0         205.9
46.6288   -37.7592  0         205.9
45.9627   -38.5673  0         164.2
45.2826   -39.3635  0         195.0
44.5887   -40.1478  0         175.0
43.8812   -40.9199  0         217.6
43.1604   -41.6795  0         236.7
42.4264   -42.4264  0         225.1
41.6795   -43.1604  0         220.9
40.9199   -43.8812  0         222.6
40.1478   -44.5887  0         230.9
39.3635   -45.2826  0         238.4
38.5673   -45.9627  0         275.1
37.7592   -46.6288  0         300.9
36.9397   -47.2807  0         265.1
36.1089   -47.9181  0         299.3
35.2671   -48.541   0         297.6
34.4146   -49.1491  0         314.3
33.5516   -49.7422  0         268.4
32.6783   -50.3202  0         291.8
31.7952   -50.8829  0         310.9
30.9023   -51.43    0         313.4
30        -51.9615  0         286.8
29.0886   -52.4772  0         259.2
28.1683   -52.9769  0         282.6
27.2394   -53.4604  0         282.6
26.3023   -53.9276  0         270.9
25.3571   -54.3785  0         248.4
24.4042   -54.8127  0         257.6
23.4439   -55.2303  0         254.2
22.4764   -55.631   0         267.6
21.5021   -56.0148  0         242.6
20.5212   -56.3816  0         249.2
19.5341   -56.7311  0         218.4
18.541    -57.0634  0         229.2
17.5423   -57.3783  0         238.4
16.5382   -57.6757  0         254.2
15.5291   -57.9556  0         250.1
14.5153   -58.2177  0         231.7
13.4971   -58.4622  0         228.4
12.4747   -58.6889  0         238.4
11.4485   -58.8976  0         209.2
10.4189   -59.0885  0         237.6
9.38607   -59.2613  0         228.4
8.35039   -59.4161  0         258.4
7.31216   -59.5528  0         230.1
6.27171   -59.6713  0         245.1
5.22934   -59.7717  0         227.6
4.18539   -59.8538  0         249.2
3.14016   -59.9178  0         263.4
2.09397   -59.9635  0         246.7
1.04714   -59.9909  0         257.6
0         -60       0         255.1
-1.04714  -59.9909  0         291.8
-2.09397  -59.9635  0         278.4
-3.14016  -59.9178  0         274.2
-4.18539  -59.8538  0         294.3
-5.22934  -59.7717  0         289.3
-6.27171  -59.6713  0         289.3
-7.31216  -59.5528  0         275.1
-8.35039  -59.4161  0         274.2
-9.38607  -59.2613  0         297.6
-10.4189  -59.0885  0         315.9
-11.4485  -58.8976  0         326.8
-12.4747  -58.6889  0         330.9
-13.4971  -58.4622  0         339.3
-14.5153  -58.2177  0         344.3
-15.5291  -57.9556  0         335.1
-16.5382  -57.6757  0         335.1
-17.5423  -57.3783  0         323.4
-18.541   -57.0634  0         337.6
-19.5341  -56.7311  0         324.3
-20.5212  -56.3816  0         349.3
-21.5021  -56.0148  0         357.6
-22.4764  -55.631   0         330.9
-23.4439  -55.2303  0         327.6
-24.4042  -54.8127  0         286.8
-25.3571  -54.3785  0         298.4
-26.3023  -53.9276  0         288.4
-27.2394  -53.4604  0         272.6
-28.1683  -52.9769  0         239.2
