# 3DExplore ascii
# Sample name : 
# Comment : 
# Data Dimension: 2
# Location Dimension: 2
# System : 
# wavelength: 1.540593
# origin : 0.000000 0.000000 
# gonio origin : 0.000000 0.000000 0.000000 0.000000 
# min : 10.0000000 0.0000000 
# max : 90.0000000 360.0000000 
# axis type : "Alpha" "Beta" 
# gain : 0.500000
# number of data : 17 73 
10.0000000	0.0000000	286.3037	
15.0000000	0.0000000	373.4247	
20.0000000	0.0000000	468.0205	
25.0000000	0.0000000	576.5841	
30.0000000	0.0000000	661.5473	
35.0000000	0.0000000	780.4385	
40.0000000	0.0000000	871.0378	
45.0000000	0.0000000	1003.4552	
50.0000000	0.0000000	1268.5843	
55.0000000	0.0000000	1805.5413	
60.0000000	0.0000000	2602.4570	
65.0000000	0.0000000	3351.4745	
70.0000000	0.0000000	4132.4652	
75.0000000	0.0000000	6812.9685	
80.0000000	0.0000000	7920.4531	
85.0000000	0.0000000	5953.3704	
90.0000000	0.0000000	7654.4619	
10.0000000	5.0000000	290.4315	
15.0000000	5.0000000	371.3104	
20.0000000	5.0000000	449.3176	
25.0000000	5.0000000	557.2785	
30.0000000	5.0000000	636.7555	
35.0000000	5.0000000	761.4709	
40.0000000	5.0000000	841.6681	
45.0000000	5.0000000	957.2205	
50.0000000	5.0000000	1135.4971	
55.0000000	5.0000000	1515.0509	
60.0000000	5.0000000	2283.3240	
65.0000000	5.0000000	3258.8180	
70.0000000	5.0000000	3735.2445	
75.0000000	5.0000000	5753.3328	
80.0000000	5.0000000	8646.1083	
85.0000000	5.0000000	6066.1277	
90.0000000	5.0000000	7654.4619	
10.0000000	10.0000000	280.3704	
15.0000000	10.0000000	368.3313	
20.0000000	10.0000000	470.0427	
25.0000000	10.0000000	555.5557	
30.0000000	10.0000000	658.4185	
35.0000000	10.0000000	755.5082	
40.0000000	10.0000000	818.0086	
45.0000000	10.0000000	898.3134	
50.0000000	10.0000000	1068.3121	
55.0000000	10.0000000	1337.7980	
60.0000000	10.0000000	1973.1658	
65.0000000	10.0000000	3211.4764	
70.0000000	10.0000000	3742.4016	
75.0000000	10.0000000	5144.2566	
80.0000000	10.0000000	8668.2142	
85.0000000	10.0000000	6634.7468	
90.0000000	10.0000000	7654.4619	
10.0000000	15.0000000	278.6646	
15.0000000	15.0000000	368.8879	
20.0000000	15.0000000	465.8632	
25.0000000	15.0000000	585.3826	
30.0000000	15.0000000	687.1272	
35.0000000	15.0000000	745.3188	
40.0000000	15.0000000	854.8391	
45.0000000	15.0000000	898.5567	
50.0000000	15.0000000	1028.6408	
55.0000000	15.0000000	1196.5912	
60.0000000	15.0000000	1718.3168	
65.0000000	15.0000000	2899.2468	
70.0000000	15.0000000	3760.6323	
75.0000000	15.0000000	4871.4351	
80.0000000	15.0000000	8359.3996	
85.0000000	15.0000000	7671.5552	
90.0000000	15.0000000	7654.4619	
10.0000000	20.0000000	284.0548	
15.0000000	20.0000000	392.4638	
20.0000000	20.0000000	501.1687	
25.0000000	20.0000000	594.2753	
30.0000000	20.0000000	646.3139	
35.0000000	20.0000000	733.8672	
40.0000000	20.0000000	835.5496	
45.0000000	20.0000000	879.3181	
50.0000000	20.0000000	1011.6325	
55.0000000	20.0000000	1139.1060	
60.0000000	20.0000000	1505.8017	
65.0000000	20.0000000	2507.2186	
70.0000000	20.0000000	3417.0855	
75.0000000	20.0000000	4564.7381	
80.0000000	20.0000000	7838.4368	
85.0000000	20.0000000	8239.7794	
90.0000000	20.0000000	7654.4619	
10.0000000	25.0000000	288.8856	
15.0000000	25.0000000	389.4634	
20.0000000	25.0000000	497.3913	
25.0000000	25.0000000	623.7326	
30.0000000	25.0000000	654.7259	
35.0000000	25.0000000	745.5775	
40.0000000	25.0000000	804.6194	
45.0000000	25.0000000	856.5193	
50.0000000	25.0000000	998.8670	
55.0000000	25.0000000	1203.7441	
60.0000000	25.0000000	1550.0619	
65.0000000	25.0000000	2482.8098	
70.0000000	25.0000000	3224.7525	
75.0000000	25.0000000	4305.3113	
80.0000000	25.0000000	7261.3739	
85.0000000	25.0000000	8340.4718	
90.0000000	25.0000000	7654.4619	
10.0000000	30.0000000	292.8938	
15.0000000	30.0000000	403.1436	
20.0000000	30.0000000	519.4807	
25.0000000	30.0000000	647.1504	
30.0000000	30.0000000	692.8162	
35.0000000	30.0000000	757.9983	
40.0000000	30.0000000	815.0532	
45.0000000	30.0000000	890.7685	
50.0000000	30.0000000	988.9812	
55.0000000	30.0000000	1172.8054	
60.0000000	30.0000000	1526.6549	
65.0000000	30.0000000	2506.0601	
70.0000000	30.0000000	3005.4372	
75.0000000	30.0000000	3824.9602	
80.0000000	30.0000000	6980.5587	
85.0000000	30.0000000	8332.9968	
90.0000000	30.0000000	7654.4619	
10.0000000	35.0000000	286.3121	
15.0000000	35.0000000	366.3329	
20.0000000	35.0000000	495.0405	
25.0000000	35.0000000	636.1594	
30.0000000	35.0000000	716.7268	
35.0000000	35.0000000	804.1821	
40.0000000	35.0000000	827.8325	
45.0000000	35.0000000	869.1346	
50.0000000	35.0000000	968.9714	
55.0000000	35.0000000	1129.5618	
60.0000000	35.0000000	1514.9773	
65.0000000	35.0000000	2546.8524	
70.0000000	35.0000000	3125.4752	
75.0000000	35.0000000	3589.1101	
80.0000000	35.0000000	6950.8114	
85.0000000	35.0000000	8675.8517	
90.0000000	35.0000000	7654.4619	
10.0000000	40.0000000	270.8149	
15.0000000	40.0000000	384.6696	
20.0000000	40.0000000	504.3548	
25.0000000	40.0000000	609.9935	
30.0000000	40.0000000	669.8252	
