   9.5531662e-01   7.8539816e-01   4.2416601e-03
   9.5531662e-01  -2.3561945e+00   4.2416601e-03
   2.1862760e+00   2.3561945e+00   4.2416601e-03
   2.1862760e+00  -7.8539816e-01   4.2416601e-03
   4.5373174e-01  -2.6150449e+00   4.2888785e-03
   1.6947012e+00  -1.1497329e+00   3.9304966e-03
   2.0488114e+00  -2.7994713e+00   4.3398014e-03
   2.4595759e+00   1.8144341e+00   4.1612839e-03
   3.0265452e+00   9.1189330e-01   4.1463287e-03
   2.8633342e+00   4.4059794e-02   3.9004989e-03
   4.0243394e-01  -6.4025724e-01   4.2702950e-03
   1.7574075e+00   2.9903347e+00   4.3673238e-03
   8.2721030e-01  -1.5255883e+00   4.1731975e-03
   9.9668698e-01   3.0544823e+00   4.2975740e-03
   2.2983155e+00   3.4818937e-01   4.1919140e-03
   2.2043300e+00  -2.5289378e+00   4.0011989e-03
   2.5460492e+00   3.7538304e-01   3.7394085e-03
   2.3526747e+00   2.1191858e+00   4.1169537e-03
   2.1005564e+00   1.0906954e+00   3.7649780e-03
   2.0714563e+00   1.5738581e+00   3.9647575e-03
   2.2100200e+00  -1.3242816e+00   4.2978094e-03
   1.9936798e+00   2.5356380e+00   4.0382373e-03
   1.8958758e+00   9.9186675e-02   4.3289612e-03
   1.1324298e+00   3.6157375e-01   3.5995500e-03
   1.9594585e+00   1.8111366e+00   4.2888785e-03
   1.1531637e+00  -3.0059682e+00   3.9304966e-03
   2.5615715e+00  -2.1454428e+00   4.3398014e-03
   1.7234532e+00  -9.0340216e-01   4.1612839e-03
   1.5004558e+00  -1.4796819e+00   4.1463287e-03
   1.2928151e+00  -1.5582145e+00   3.9004989e-03
   1.2513006e+00   1.8198115e+00   4.2702950e-03
   2.9019344e+00  -8.9723382e-01   4.3673238e-03
   1.5375263e+00   2.3974973e+00   4.1731975e-03
   2.5616472e+00   1.4370864e+00   4.2975740e-03
   7.9257899e-01  -1.2048832e+00   4.1919140e-03
   2.2907630e+00  -2.2349973e+00   4.0011989e-03
   1.0217222e+00  -1.3272930e+00   3.7394085e-03
   1.9497187e+00  -8.6087392e-01   4.1169537e-03
   1.1608506e+00  -5.8353708e-01   3.7649780e-03
   1.5734823e+00  -5.0066194e-01   3.9647575e-03
   1.3736773e+00  -2.4876084e+00   4.2978094e-03
   2.4181811e+00  -6.6871455e-01   4.0382373e-03
   3.3936033e-01  -1.2850294e+00   4.3289612e-03
   5.6066590e-01   9.2435730e-01   3.5995500e-03
   1.1821342e+00  -1.8111366e+00   4.2888785e-03
   1.9884290e+00   3.0059682e+00   3.9304966e-03
   5.8002118e-01   2.1454428e+00   4.3398014e-03
   1.4181395e+00   9.0340216e-01   4.1612839e-03
   1.6411368e+00   1.4796819e+00   4.1463287e-03
   1.8487776e+00   1.5582145e+00   3.9004989e-03
   1.8902920e+00  -1.8198115e+00   4.2702950e-03
   2.3965830e-01   8.9723382e-01   4.3673238e-03
   1.6040663e+00  -2.3974973e+00   4.1731975e-03
   5.7994548e-01  -1.4370864e+00   4.2975740e-03
   2.3490137e+00   1.2048832e+00   4.1919140e-03
   8.5082968e-01   2.2349973e+00   4.0011989e-03
   2.1198704e+00   1.3272930e+00   3.7394085e-03
   1.1918739e+00   8.6087392e-01   4.1169537e-03
   1.9807421e+00   5.8353708e-01   3.7649780e-03
   1.5681104e+00   5.0066194e-01   3.9647575e-03
   1.7679153e+00   2.4876084e+00   4.2978094e-03
   7.2341151e-01   6.6871455e-01   4.0382373e-03
   2.8022323e+00   1.2850294e+00   4.3289612e-03
   2.5809268e+00  -9.2435730e-01   3.5995500e-03
   1.9594585e+00  -1.3304561e+00   4.2888785e-03
   1.1531637e+00   1.3562449e-01   3.9304966e-03
   2.5615715e+00   9.9614984e-01   4.3398014e-03
   1.7234532e+00   2.2381905e+00   4.1612839e-03
   1.5004558e+00   1.6619107e+00   4.1463287e-03
   1.2928151e+00   1.5833781e+00   3.9004989e-03
   1.2513006e+00  -1.3217812e+00   4.2702950e-03
   2.9019344e+00   2.2443588e+00   4.3673238e-03
   1.5375263e+00  -7.4409538e-01   4.1731975e-03
   2.5616472e+00  -1.7045063e+00   4.2975740e-03
   7.9257899e-01   1.9367094e+00   4.1919140e-03
   2.2907630e+00   9.0659534e-01   4.0011989e-03
   1.0217222e+00   1.8142996e+00   3.7394085e-03
   1.9497187e+00   2.2807187e+00   4.1169537e-03
   1.1608506e+00   2.5580556e+00   3.7649780e-03
   1.5734823e+00   2.6409307e+00   3.9647575e-03
   1.3736773e+00   6.5398427e-01   4.2978094e-03
   2.4181811e+00   2.4728781e+00   4.0382373e-03
   3.3936033e-01   1.8565632e+00   4.3289612e-03
   5.6066590e-01  -2.2172354e+00   3.5995500e-03
   1.1821342e+00   1.3304561e+00   4.2888785e-03
   1.9884290e+00  -1.3562449e-01   3.9304966e-03
   5.8002118e-01  -9.9614984e-01   4.3398014e-03
   1.4181395e+00  -2.2381905e+00   4.1612839e-03
   1.6411368e+00  -1.6619107e+00   4.1463287e-03
   1.8487776e+00  -1.5833781e+00   3.9004989e-03
   1.8902920e+00   1.3217812e+00   4.2702950e-03
   2.3965830e-01  -2.2443588e+00   4.3673238e-03
   1.6040663e+00   7.4409538e-01   4.1731975e-03
   5.7994548e-01   1.7045063e+00   4.2975740e-03
   2.3490137e+00  -1.9367094e+00   4.1919140e-03
   8.5082968e-01  -9.0659534e-01   4.0011989e-03
   2.1198704e+00  -1.8142996e+00   3.7394085e-03
   1.1918739e+00  -2.2807187e+00   4.1169537e-03
